GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Exophiala sp. CCFEE 6388,CCFEE 6388,Exophiala_sp._CCFEE_6388_CCFEE_6388.proteins.fa,Exophiala_sp._CCFEE_6388_CCFEE_6388.scaffolds.fa,Exophiala_sp._CCFEE_6388_CCFEE_6388.gff3,Exopsp5,Chaetothyriales
IN,Exophiala sp. HKRS030,HKRS030,Exophiala_sp._HKRS030_HKRS030.proteins.fa,Exophiala_sp._HKRS030_HKRS030.scaffolds.fa,Exophiala_sp._HKRS030_HKRS030.gff3,Exopsp6,Chaetothyriales
IN,Exophiala sp. LBMH1013,LBMH1013,Exophiala_sp._LBMH1013_LBMH1013.proteins.fa,Exophiala_sp._LBMH1013_LBMH1013.scaffolds.fa,Exophiala_sp._LBMH1013_LBMH1013.gff3,Exopsp7,Chaetothyriales
IN,Exophiala spinifera,CBS 116557,Exophiala_spinifera_CBS_116557.proteins.fa,Exophiala_spinifera_CBS_116557.scaffolds.fa,Exophiala_spinifera_CBS_116557.gff3,Exopspi5,Chaetothyriales
IN,Exophiala viscosa,JF 03-4F,Exophiala_viscosa_JF_03-4F.proteins.fa,Exophiala_viscosa_JF_03-4F.scaffolds.fa,Exophiala_viscosa_JF_03-4F.gff3,Exopvis2,Chaetothyriales
IN,Exophiala viscosa,JF 03-3F,Exophiala_viscosa_JF_03-3F.proteins.fa,Exophiala_viscosa_JF_03-3F.scaffolds.fa,Exophiala_viscosa_JF_03-3F.gff3,Exopvisc,Chaetothyriales
IN,Exophiala xenobiotica,CCFEE 5874,Exophiala_xenobiotica_CCFEE_5874.proteins.fa,Exophiala_xenobiotica_CCFEE_5874.scaffolds.fa,Exophiala_xenobiotica_CCFEE_5874.gff3,Exopxe10,Chaetothyriales
IN,Exophiala xenobiotica,CCFEE 5985,Exophiala_xenobiotica_CCFEE_5985.proteins.fa,Exophiala_xenobiotica_CCFEE_5985.scaffolds.fa,Exophiala_xenobiotica_CCFEE_5985.gff3,Exopxe13,Chaetothyriales
IN,Fonsecaea erecta,CBS 125763,Fonsecaea_erecta_CBS_125763.proteins.fa,Fonsecaea_erecta_CBS_125763.scaffolds.fa,Fonsecaea_erecta_CBS_125763.gff3,Fonserec,Chaetothyriales
IN,Fonsecaea monophora,CBS 269.37,Fonsecaea_monophora_CBS_269.37.proteins.fa,Fonsecaea_monophora_CBS_269.37.scaffolds.fa,Fonsecaea_monophora_CBS_269.37.gff3,Fonsmono,Chaetothyriales
IN,Fonsecaea multimorphosa,CBS 980.96,Fonsecaea_multimorphosa_CBS_980.96.proteins.fa,Fonsecaea_multimorphosa_CBS_980.96.scaffolds.fa,Fonsecaea_multimorphosa_CBS_980.96.gff3,Fonsmul2,Chaetothyriales
IN,Fonsecaea multimorphosa,CBS 102226,Fonsecaea_multimorphosa_CBS_102226.proteins.fa,Fonsecaea_multimorphosa_CBS_102226.scaffolds.fa,Fonsecaea_multimorphosa_CBS_102226.gff3,Fonsmult,Chaetothyriales
IN,Fonsecaea nubica,CBS 269.64,Fonsecaea_nubica_CBS_269.64.proteins.fa,Fonsecaea_nubica_CBS_269.64.scaffolds.fa,Fonsecaea_nubica_CBS_269.64.gff3,Fonsnubi,Chaetothyriales
IN,Fonsecaea pedrosoi,CBS 271.37,Fonsecaea_pedrosoi_CBS_271.37.proteins.fa,Fonsecaea_pedrosoi_CBS_271.37.scaffolds.fa,Fonsecaea_pedrosoi_CBS_271.37.gff3,Fonsped2,Chaetothyriales
IN,Fonsecaea pedrosoi,ATCC 46428,Fonsecaea_pedrosoi_ATCC_46428.proteins.fa,Fonsecaea_pedrosoi_ATCC_46428.scaffolds.fa,Fonsecaea_pedrosoi_ATCC_46428.gff3,Fonspedr,Chaetothyriales
IN,Fonsecaea pugnacius,CBS 139214,Fonsecaea_pugnacius_CBS_139214.proteins.fa,Fonsecaea_pugnacius_CBS_139214.scaffolds.fa,Fonsecaea_pugnacius_CBS_139214.gff3,Fonspugn,Chaetothyriales
IN,Herpotrichiellaceae sp.,CTeuk-1624,Herpotrichiellaceae_sp._CTeuk-1624.proteins.fa,Herpotrichiellaceae_sp._CTeuk-1624.scaffolds.fa,Herpotrichiellaceae_sp._CTeuk-1624.gff3,Herpsp,Chaetothyriales
IN,Herpotrichiellaceae sp. UM238,UM238,Herpotrichiellaceae_sp._UM238_UM238.proteins.fa,Herpotrichiellaceae_sp._UM238_UM238.scaffolds.fa,Herpotrichiellaceae_sp._UM238_UM238.gff3,Herpsp2,Chaetothyriales
IN,Incumbomyces delicatus,CBS 129047,Incumbomyces_delicatus_CBS_129047.proteins.fa,Incumbomyces_delicatus_CBS_129047.scaffolds.fa,Incumbomyces_delicatus_CBS_129047.gff3,Incudeli,Chaetothyriales
IN,Incumbomyces lentus,CBS 128958,Incumbomyces_lentus_CBS_128958.proteins.fa,Incumbomyces_lentus_CBS_128958.scaffolds.fa,Incumbomyces_lentus_CBS_128958.gff3,Inculent,Chaetothyriales
IN,Knufia fluminis,FJI-L2-BK-P2,Knufia_fluminis_FJI-L2-BK-P2.proteins.fa,Knufia_fluminis_FJI-L2-BK-P2.scaffolds.fa,Knufia_fluminis_FJI-L2-BK-P2.gff3,Knufflum,Chaetothyriales
IN,Knufia obscura,CCFEE 5817,Knufia_obscura_CCFEE_5817.proteins.fa,Knufia_obscura_CCFEE_5817.scaffolds.fa,Knufia_obscura_CCFEE_5817.gff3,Knufobsc,Chaetothyriales
IN,Lithohypha guttulata,CCFEE 5928,Lithohypha_guttulata_CCFEE_5928.proteins.fa,Lithohypha_guttulata_CCFEE_5928.scaffolds.fa,Lithohypha_guttulata_CCFEE_5928.gff3,Lithgut2,Chaetothyriales
IN,Lithohypha guttulata,CCFEE 5908,Lithohypha_guttulata_CCFEE_5908.proteins.fa,Lithohypha_guttulata_CCFEE_5908.scaffolds.fa,Lithohypha_guttulata_CCFEE_5908.gff3,Lithgutt,Chaetothyriales
IN,Neophaeococcomyces aloes,FJII-L3-CM-P2,Neophaeococcomyces_aloes_FJII-L3-CM-P2.proteins.fa,Neophaeococcomyces_aloes_FJII-L3-CM-P2.scaffolds.fa,Neophaeococcomyces_aloes_FJII-L3-CM-P2.gff3,Neopaloe,Chaetothyriales
IN,Phialophora chinensis,BMU 07630,Phialophora_chinensis_BMU_07630.proteins.fa,Phialophora_chinensis_BMU_07630.scaffolds.fa,Phialophora_chinensis_BMU_07630.gff3,Phiachin,Chaetothyriales
IN,Phialophora tarda,CBS 111589,Phialophora_tarda_CBS_111589.proteins.fa,Phialophora_tarda_CBS_111589.scaffolds.fa,Phialophora_tarda_CBS_111589.gff3,Phiatard,Chaetothyriales
IN,Phialophora verrucosa,BMU07605,Phialophora_verrucosa_BMU07605.proteins.fa,Phialophora_verrucosa_BMU07605.scaffolds.fa,Phialophora_verrucosa_BMU07605.gff3,Phiaverr,Chaetothyriales
IN,Rhinocladiella mackenziei,IHM 22877,Rhinocladiella_mackenziei_IHM_22877.proteins.fa,Rhinocladiella_mackenziei_IHM_22877.scaffolds.fa,Rhinocladiella_mackenziei_IHM_22877.gff3,Rhinmac2,Chaetothyriales
IN,Rhinocladiella mackenziei,CBS 650.93,Rhinocladiella_mackenziei_CBS_650.93.proteins.fa,Rhinocladiella_mackenziei_CBS_650.93.scaffolds.fa,Rhinocladiella_mackenziei_CBS_650.93.gff3,Rhinmack,Chaetothyriales
OUT,Amauroascus verrucosus,UAMH 3576,Amauroascus_verrucosus_UAMH_3576.proteins.fa,Amauroascus_verrucosus_UAMH_3576.scaffolds.fa,Amauroascus_verrucosus_UAMH_3576.gff3,Amauverr,Onygenales
OUT,Aphanoascus verrucosus,IHEM 4434,Aphanoascus_verrucosus_IHEM_4434.proteins.fa,Aphanoascus_verrucosus_IHEM_4434.scaffolds.fa,Aphanoascus_verrucosus_IHEM_4434.gff3,Aphaverr,Onygenales
OUT,Arachnomyces sp. KDTOL00113,,Arachnomyces_sp._KDTOL00113.proteins.fa,Arachnomyces_sp._KDTOL00113.scaffolds.fa,Arachnomyces_sp._KDTOL00113.gff3,Aracsp,Onygenales
OUT,Arachnomyces sp. PD_36,PD_36,Arachnomyces_sp._PD_36_PD_36.proteins.fa,Arachnomyces_sp._PD_36_PD_36.scaffolds.fa,Arachnomyces_sp._PD_36_PD_36.gff3,Aracsp2,Onygenales
OUT,Arthroderma sp. MBC 290,MBC 290,Arthroderma_sp._MBC_290_MBC_290.proteins.fa,Arthroderma_sp._MBC_290_MBC_290.scaffolds.fa,Arthroderma_sp._MBC_290_MBC_290.gff3,Arthsp,Onygenales
OUT,Arthroderma sp. MBC 293,MBC 293,Arthroderma_sp._MBC_293_MBC_293.proteins.fa,Arthroderma_sp._MBC_293_MBC_293.scaffolds.fa,Arthroderma_sp._MBC_293_MBC_293.gff3,Arthsp2,Onygenales
OUT,Arthroderma sp. MBC 929,MBC 929,Arthroderma_sp._MBC_929_MBC_929.proteins.fa,Arthroderma_sp._MBC_929_MBC_929.scaffolds.fa,Arthroderma_sp._MBC_929_MBC_929.gff3,Arthsp3,Onygenales
OUT,Arthroderma sp. MBC 961,MBC 961,Arthroderma_sp._MBC_961_MBC_961.proteins.fa,Arthroderma_sp._MBC_961_MBC_961.scaffolds.fa,Arthroderma_sp._MBC_961_MBC_961.gff3,Arthsp4,Onygenales
OUT,Arthroderma sp. PD_2,PD_2,Arthroderma_sp._PD_2_PD_2.proteins.fa,Arthroderma_sp._PD_2_PD_2.scaffolds.fa,Arthroderma_sp._PD_2_PD_2.gff3,Arthsp5,Onygenales
OUT,Arthroderma uncinatum,T10,Arthroderma_uncinatum_T10.proteins.fa,Arthroderma_uncinatum_T10.scaffolds.fa,Arthroderma_uncinatum_T10.gff3,Arthunc2,Onygenales
OUT,Arthroderma uncinatum,CBS 119779,Arthroderma_uncinatum_CBS_119779.proteins.fa,Arthroderma_uncinatum_CBS_119779.scaffolds.fa,Arthroderma_uncinatum_CBS_119779.gff3,Arthunci,Onygenales
OUT,Ascosphaera acerosa,ATCC 201316,Ascosphaera_acerosa_ATCC_201316.proteins.fa,Ascosphaera_acerosa_ATCC_201316.scaffolds.fa,Ascosphaera_acerosa_ATCC_201316.gff3,Ascoacer,Onygenales
OUT,Ascosphaera aggregata,USDA-ARS PIBMSR Wild2,Ascosphaera_aggregata_USDA-ARS_PIBMSR_Wild2.proteins.fa,Ascosphaera_aggregata_USDA-ARS_PIBMSR_Wild2.scaffolds.fa,Ascosphaera_aggregata_USDA-ARS_PIBMSR_Wild2.gff3,Ascoaggr,Onygenales
OUT,Ascosphaera apis,USDA-ARSEF 7405,Ascosphaera_apis_USDA-ARSEF_7405.proteins.fa,Ascosphaera_apis_USDA-ARSEF_7405.scaffolds.fa,Ascosphaera_apis_USDA-ARSEF_7405.gff3,Ascoapi2,Onygenales
OUT,Ascosphaera apis,ARSEF 7405,Ascosphaera_apis_ARSEF_7405.proteins.fa,Ascosphaera_apis_ARSEF_7405.scaffolds.fa,Ascosphaera_apis_ARSEF_7405.gff3,Ascoapis,Onygenales
OUT,Ascosphaera atra,ARSEF 5147,Ascosphaera_atra_ARSEF_5147.proteins.fa,Ascosphaera_atra_ARSEF_5147.scaffolds.fa,Ascosphaera_atra_ARSEF_5147.gff3,Ascoatra,Onygenales
OUT,Ascosphaera pollenicola,ATCC 62712,Ascosphaera_pollenicola_ATCC_62712.proteins.fa,Ascosphaera_pollenicola_ATCC_62712.scaffolds.fa,Ascosphaera_pollenicola_ATCC_62712.gff3,Ascopoll,Onygenales
OUT,Aspergillus aculeatinus,IC_8,Aspergillus_aculeatinus_IC_8.proteins.fa,Aspergillus_aculeatinus_IC_8.scaffolds.fa,Aspergillus_aculeatinus_IC_8.gff3,Aspeacu2,Eurotiales
OUT,Aspergillus aculeatinus,CBS 121060,Aspergillus_aculeatinus_CBS_121060.proteins.fa,Aspergillus_aculeatinus_CBS_121060.scaffolds.fa,Aspergillus_aculeatinus_CBS_121060.gff3,Aspeacul,Eurotiales
OUT,Aspergillus aff. floccosus IMV 01167,IMV 01167,Aspergillus_aff._floccosus_IMV_01167_IMV_01167.proteins.fa,Aspergillus_aff._floccosus_IMV_01167_IMV_01167.scaffolds.fa,Aspergillus_aff._floccosus_IMV_01167_IMV_01167.gff3,Aspeaff,Eurotiales
OUT,Aspergillus aflatoxiformans,LH_A394,Aspergillus_aflatoxiformans_LH_A394.proteins.fa,Aspergillus_aflatoxiformans_LH_A394.scaffolds.fa,Aspergillus_aflatoxiformans_LH_A394.gff3,Aspeafla,Eurotiales
OUT,Aspergillus annui,IBT 36122,Aspergillus_annui_IBT_36122.proteins.fa,Aspergillus_annui_IBT_36122.scaffolds.fa,Aspergillus_annui_IBT_36122.gff3,Aspeannu,Eurotiales
OUT,Aspergillus asperescens,NRRL 4770,Aspergillus_asperescens_NRRL_4770.proteins.fa,Aspergillus_asperescens_NRRL_4770.scaffolds.fa,Aspergillus_asperescens_NRRL_4770.gff3,Aspeasp2,Eurotiales
OUT,Aspergillus aspearensis,CBS 143672,Aspergillus_aspearensis_CBS_143672.proteins.fa,Aspergillus_aspearensis_CBS_143672.scaffolds.fa,Aspergillus_aspearensis_CBS_143672.gff3,Aspeaspe,Eurotiales
OUT,Aspergillus austwickii,LH_A515,Aspergillus_austwickii_LH_A515.proteins.fa,Aspergillus_austwickii_LH_A515.scaffolds.fa,Aspergillus_austwickii_LH_A515.gff3,Aspeaust,Eurotiales
OUT,Aspergillus awamori,JCM 22320,Aspergillus_awamori_JCM_22320.proteins.fa,Aspergillus_awamori_JCM_22320.scaffolds.fa,Aspergillus_awamori_JCM_22320.gff3,Aspeawa2,Eurotiales
OUT,Aspergillus awamori,IFM 58123,Aspergillus_awamori_IFM_58123.proteins.fa,Aspergillus_awamori_IFM_58123.scaffolds.fa,Aspergillus_awamori_IFM_58123.gff3,Aspeawam,Eurotiales
OUT,Aspergillus baeticus,NRRL 62501,Aspergillus_baeticus_NRRL_62501.proteins.fa,Aspergillus_baeticus_NRRL_62501.scaffolds.fa,Aspergillus_baeticus_NRRL_62501.gff3,Aspebaet,Eurotiales
OUT,Aspergillus bombycis,NRRL26010,Aspergillus_bombycis_NRRL26010.proteins.fa,Aspergillus_bombycis_NRRL26010.scaffolds.fa,Aspergillus_bombycis_NRRL26010.gff3,Aspebom2,Eurotiales
OUT,Aspergillus bombycis,NRRL 26010,Aspergillus_bombycis_NRRL_26010.proteins.fa,Aspergillus_bombycis_NRRL_26010.scaffolds.fa,Aspergillus_bombycis_NRRL_26010.gff3,Aspebomb,Eurotiales
OUT,Aspergillus brasiliensis,CBS 733.88,Aspergillus_brasiliensis_CBS_733.88.proteins.fa,Aspergillus_brasiliensis_CBS_733.88.scaffolds.fa,Aspergillus_brasiliensis_CBS_733.88.gff3,Aspebra2,Eurotiales
OUT,Aspergillus brasiliensis,IFM 66950,Aspergillus_brasiliensis_IFM_66950.proteins.fa,Aspergillus_brasiliensis_IFM_66950.scaffolds.fa,Aspergillus_brasiliensis_IFM_66950.gff3,Aspebra4,Eurotiales
OUT,Aspergillus bridgeri,NRRL 13000,Aspergillus_bridgeri_NRRL_13000.proteins.fa,Aspergillus_bridgeri_NRRL_13000.scaffolds.fa,Aspergillus_bridgeri_NRRL_13000.gff3,Aspebrid,Eurotiales
OUT,Aspergillus brunneus,CBS 112.26,Aspergillus_brunneus_CBS_112.26.proteins.fa,Aspergillus_brunneus_CBS_112.26.scaffolds.fa,Aspergillus_brunneus_CBS_112.26.gff3,Aspebrun,Eurotiales
OUT,Aspergillus campestris,LH_A408,Aspergillus_campestris_LH_A408.proteins.fa,Aspergillus_campestris_LH_A408.scaffolds.fa,Aspergillus_campestris_LH_A408.gff3,Aspecam2,Eurotiales
OUT,Aspergillus campestris,IBT 28561,Aspergillus_campestris_IBT_28561.proteins.fa,Aspergillus_campestris_IBT_28561.scaffolds.fa,Aspergillus_campestris_IBT_28561.gff3,Aspecamp,Eurotiales
OUT,Aspergillus carbonarius,ITEM 5010,Aspergillus_carbonarius_ITEM_5010.proteins.fa,Aspergillus_carbonarius_ITEM_5010.scaffolds.fa,Aspergillus_carbonarius_ITEM_5010.gff3,Aspecarb,Eurotiales
OUT,Aspergillus cejpii,FS110,Aspergillus_cejpii_FS110.proteins.fa,Aspergillus_cejpii_FS110.scaffolds.fa,Aspergillus_cejpii_FS110.gff3,Aspecejp,Eurotiales
