label	anchor_family	neighbour_family	neighbour_label	frac_anchors	n_anchors	median_offset	bin	pfam
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	409B-0_L_OLD_CPA0011|C90261E_000879-T1		1.0	61	7.0	core	His_Phos_2,PPIP5K2_N,RimK
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	UCSF_5AZ|C4980C8_004787-T1		1.0	61	6.0	core	Beta-prop_WDR36-Utp21_1st,Beta-prop_WDR36-Utp21_2nd,Utp21,WD40
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	578-1_L_NEW_CPA0049|C79DB71_003016-T1		1.0	61	5.0	core	
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	578-1_L_NEW_CPA0049|C79DB71_003017-T1		1.0	61	4.0	core	XPG_I_2
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	578-1_L_NEW_CPA0049|C79DB71_003019-T1		1.0	61	2.0	core	
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	GT-109|CD1EFBA_004987-T1		1.0	61	3.0	core	adh_short,adh_short_C2
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	5SD|CCCC1E1_004186-T1		0.984	60	10.0	core	Beta_trefoil_fun
H003	574-0_S_OLD_CPA0039|C27CBD2_001617-T1	578-1_L_NEW_CPA0049|C79DB71_003027-T1		0.967	59	-4.0	shell	H_lectin
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	B11058|C2FAE97_004741-T1		0.992	362	-1.0	core	Aldo_ket_red
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	B3482|C59F6A8_002720-T1		0.986	360	-3.0	core	Kelch_KLHDC2_KLHL20_DRC7
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	UTAH_20380X10|CE3D476_007199-T1		0.986	360	-4.0	core	mRNA_triPase
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	485B-1_L_OLD_CPA0023|C4025D1_006853-T1		0.973	355	1.0	shell	Fructosamin_kin
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	407-0_S_OLD_CPA0002|C577643_002525-T1		0.942	344	-2.0	core	MFS_1,Sugar_tr
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	578-1_L_NEW_CPA0049|C79DB71_006974-T1		0.937	342	2.0	core	1-cysPrx_C,AhpC-TSA,Redoxin
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	578-1_L_NEW_CPA0049|C79DB71_006970-T1		0.866	316	5.0	core	Methyltransf_PK
H047	578-1_L_NEW_CPA0049|C79DB71_006976-T1	578-1_L_NEW_CPA0049|C79DB71_006967-T1		0.852	311	8.0	core	2OG-FeII_Oxy,DIOX_N
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	730332_Guatemala|C45F23D_005983-T1		1.0	128	1.0	shell	Fructosamin_kin
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	CA7|CFA4D20_008188-T1		0.977	125	-2.0	core	p450
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		0.922	118	2.0	core	2OG-FeII_Oxy,DIOX_N
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	GT-140|C9E3188_006428-T1		0.922	118	-3.0	shell	PAN_1,PAN_3
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	B12526|CF6BC4C_006384-T1		0.906	116	-1.0	shell	MFS_1,Sugar_tr,TRI12
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		0.836	107	3.0	core	Metallophos
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	578-1_L_NEW_CPA0049|C79DB71_007492-T1		0.766	98	-5.0	core	2OG-FeII_Oxy_3
H052	578-1_L_NEW_CPA0049|C79DB71_007498-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		0.766	98	4.0	core	Ctr
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	B11035|C5FC1D8_005924-T1		0.993	273	1.0	shell	
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	578-1_L_NEW_CPA0049|C79DB71_008497-T1		0.967	266	-1.0	shell	APH
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	Phoenix_2|CE7BF4E_008305-T1		0.756	208	2.0	shell	GGACT
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	B11035|C5FC1D8_005919-T1		0.52	143	-3.0	shell	Amidoligase_2
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	COCPO_103745|C8C19B1_007465-T1		0.502	138	-3.0	shell	Abhydrolase_3,BD-FAE,COesterase
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	B11035|C5FC1D8_005925-T1		0.498	137	2.0	shell	Fung_rhodopsin
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	B11035|C5FC1D8_005921-T1		0.447	123	-2.0	shell	
H002	578-1_L_NEW_CPA0049|C79DB71_008498-T1	578-1_L_NEW_CPA0049|C79DB71_008502-T1		0.422	116	-3.0	cloud	Beta-lactamase
H028	5SD|CCCC1E1_001065-T1	UTAH_23742X209|C79CE6E_000397-T1		0.966	140	-2.0	core	Abhydrolase_3,BD-FAE,COesterase,Peptidase_S9
H028	5SD|CCCC1E1_001065-T1	578-1_L_NEW_CPA0049|C79DB71_000446-T1		0.959	139	-4.0	core	DUF4187,G-patch
H028	5SD|CCCC1E1_001065-T1	B15317|CF7B081_002218-T1		0.952	138	-3.0	core	PALP
H028	5SD|CCCC1E1_001065-T1	578-1_L_NEW_CPA0049|C79DB71_005293-T1		0.952	138	-6.0	core	
H028	5SD|CCCC1E1_001065-T1	5SD|CCCC1E1_006163-T1		0.945	137	-7.0	core	ATP-grasp,CPSase_L_D1,CPSase_L_D2,CPSase_L_D3,Dala_Dala_lig_C
H028	5SD|CCCC1E1_001065-T1	578-1_L_NEW_CPA0049|C79DB71_005291-T1		0.924	134	-8.0	core	SET,zf-MYND
H028	5SD|CCCC1E1_001065-T1	5SD|CCCC1E1_006161-T1		0.841	122	-5.0	shell	
H028	5SD|CCCC1E1_001065-T1	5SD|CCCC1E1_001066-T1		0.717	104	1.0	core	APH
H055	5SD|CCCC1E1_003646-T1	5SD|CCCC1E1_003647-T1		0.98	98	1.0	core	
H055	5SD|CCCC1E1_003646-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		0.98	98	-2.0	core	LANC_like
H055	5SD|CCCC1E1_003646-T1	B11002|C5E4193_004067-T1		0.97	97	-7.0	core	CHCH
H055	5SD|CCCC1E1_003646-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		0.97	97	-6.0	core	DUF7905
H055	5SD|CCCC1E1_003646-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		0.97	97	-5.0	core	Prefoldin
H055	5SD|CCCC1E1_003646-T1	5SD|CCCC1E1_003643-T1		0.97	97	-3.0	core	CBF
H055	5SD|CCCC1E1_003646-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		0.96	96	-9.0	core	4HBT,4HBT_3
H055	5SD|CCCC1E1_003646-T1	5SD|CCCC1E1_003638-T1		0.95	95	-8.0	core	
H030	730332_Guatemala|C45F23D_001753-T1	SJV_6|C9A977F_008070-T1		0.99	101	1.0	core	
H030	730332_Guatemala|C45F23D_001753-T1	B12496|CD2FAA9_003660-T1		0.99	101	-1.0	core	Aspzincin_M35,Peptidase_M35
H030	730332_Guatemala|C45F23D_001753-T1	GT-161|CD86944_006773-T1		0.941	96	-3.0	core	
H030	730332_Guatemala|C45F23D_001753-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		0.931	95	-5.0	core	Aa_trans
H030	730332_Guatemala|C45F23D_001753-T1	B15257|C0359CC_004728-T1		0.931	95	-4.0	core	AA_permease,SLC12
H030	730332_Guatemala|C45F23D_001753-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.922	94	-6.0	core	MPC
H030	730332_Guatemala|C45F23D_001753-T1	Michoacan_2|C26AA88_004321-T1		0.922	94	-7.0	core	LSM
H030	730332_Guatemala|C45F23D_001753-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.892	91	-9.0	core	
H073	730334_Guatemala|C5AD400_001716-T1	407-0_S_OLD_CPA0002|C577643_002486-T1		1.0	1	-4.0	singleton	
H073	730334_Guatemala|C5AD400_001716-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	1	10.0	core	ACBP
H073	730334_Guatemala|C5AD400_001716-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	1	-6.0	core	GCV_T,GCV_T_C
H073	730334_Guatemala|C5AD400_001716-T1	SDVA10|CE292C0_000946-T1	H009	1.0	1	1.0	singleton	Goodbye
H073	730334_Guatemala|C5AD400_001716-T1	GT-149|C5E7948_004348-T1		1.0	1	-1.0	singleton	
H073	730334_Guatemala|C5AD400_001716-T1	B3476|CE9CA74_007066-T1		1.0	1	-9.0	core	4HBT
H073	730334_Guatemala|C5AD400_001716-T1	B11300|C7C73A6_000664-T1		1.0	1	-10.0	singleton	Ligase_CoA
H073	730334_Guatemala|C5AD400_001716-T1	B11002|C5E4193_004067-T1		1.0	1	8.0	core	CHCH
H014	A502-1|C7FAE4E_005112-T1	5SD|CCCC1E1_003638-T1		1.0	8	0.0	core	
H014	A502-1|C7FAE4E_005112-T1	578-1_L_NEW_CPA0049|C79DB71_000197-T1		1.0	8	0.5	core	V-ATPase_C
H014	A502-1|C7FAE4E_005112-T1	UCSF_3490AZ|C4FD2B5_000853-T1		1.0	8	0.5	core	GCV_T,GCV_T_C
H014	A502-1|C7FAE4E_005112-T1	B3476|CE9CA74_007066-T1		1.0	8	0.5	core	4HBT
H014	A502-1|C7FAE4E_005112-T1	B11002|C5E4193_004067-T1		1.0	8	0.0	core	CHCH
H014	A502-1|C7FAE4E_005112-T1	5SD|CCCC1E1_003647-T1		1.0	8	0.5	core	
H014	A502-1|C7FAE4E_005112-T1	5SD|CCCC1E1_003643-T1		1.0	8	0.0	core	CBF
H014	A502-1|C7FAE4E_005112-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	8	0.0	core	ACBP
H035	B10757_Nevada|CAE1CCF_003071-T1	SJV_6|C9A977F_008070-T1		1.0	28	1.0	core	
H035	B10757_Nevada|CAE1CCF_003071-T1	B12496|CD2FAA9_003660-T1		0.964	27	-1.0	core	Aspzincin_M35,Peptidase_M35
H035	B10757_Nevada|CAE1CCF_003071-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.964	27	-6.0	core	MPC
H035	B10757_Nevada|CAE1CCF_003071-T1	578-1_L_NEW_CPA0049|C79DB71_007048-T1		0.964	27	-5.0	core	Aa_trans
H035	B10757_Nevada|CAE1CCF_003071-T1	Michoacan_2|C26AA88_004321-T1		0.964	27	-7.0	core	LSM
H035	B10757_Nevada|CAE1CCF_003071-T1	B15257|C0359CC_004728-T1		0.964	27	-4.0	core	AA_permease,SLC12
H035	B10757_Nevada|CAE1CCF_003071-T1	GT-164|C437F43_007100-T1		0.929	26	2.0	core	Leuk-A4-hydro_C,Peptidase_M1,Peptidase_M1_N
H035	B10757_Nevada|CAE1CCF_003071-T1	578-1_L_NEW_CPA0049|C79DB71_007037-T1		0.893	25	5.0	core	Anticodon_3,tRNA-synt_1,tRNA-synt_1g
H006	B10757_Nevada|CAE1CCF_005469-T1	578-1_L_NEW_CPA0049|C79DB71_003019-T1		1.0	3	-2.0	core	
H006	B10757_Nevada|CAE1CCF_005469-T1	574-0_S_OLD_CPA0039|C27CBD2_001614-T1		0.667	2	2.5	singleton	
H006	B10757_Nevada|CAE1CCF_005469-T1	578-1_L_NEW_CPA0049|C79DB71_003022-T1		0.667	2	1.0	singleton	
H006	B10757_Nevada|CAE1CCF_005469-T1	578-1_L_NEW_CPA0049|C79DB71_003026-T1		0.667	2	3.5	core	Fcf1,PIN_9
H006	B10757_Nevada|CAE1CCF_005469-T1	578-1_L_NEW_CPA0049|C79DB71_003027-T1		0.667	2	4.5	shell	H_lectin
H006	B10757_Nevada|CAE1CCF_005469-T1	B12495|C0ACC3F_004287-T1		0.667	2	5.5	shell	Fringe
H006	B10757_Nevada|CAE1CCF_005469-T1	B3382|C074AB1_001916-T1		0.667	2	7.5	core	
H006	B10757_Nevada|CAE1CCF_005469-T1	CA2|CD8B963_004775-T1		0.667	2	6.5	core	GFA
H074	B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_001391-T1		1.0	1	10.0	core	Inhibitor_I9,Peptidase_S8
H074	B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_001392-T1		1.0	1	9.0	core	REXO3_N
H074	B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_001393-T1		1.0	1	8.0	core	Ribosomal_L22e
H074	B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_001395-T1		1.0	1	6.0	core	Translin
H074	B11002|C5E4193_001102-T1	578-1_L_NEW_CPA0049|C79DB71_001398-T1		1.0	1	2.0	core	DSPc,DSPn,PTP-NADK,Tc-R-P,Y_phosphatase
H074	B11002|C5E4193_001102-T1	5SD|CCCC1E1_001524-T1		1.0	1	5.0	core	
H074	B11002|C5E4193_001102-T1	730332_Guatemala|C45F23D_001017-T1		1.0	1	4.0	core	HATPase_c
H074	B11002|C5E4193_001102-T1	B0858-Guatemala|CBD0EE9_002373-T1		1.0	1	1.0	core	Ank,Ank_2,Ank_3,Ank_4,Ank_5
H056	B11035|C5FC1D8_000225-T1	B11002|C5E4193_004067-T1		1.0	61	6.0	core	CHCH
H056	B11035|C5FC1D8_000225-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	61	8.0	core	4HBT,4HBT_3
H056	B11035|C5FC1D8_000225-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		1.0	61	5.0	core	DUF7905
H056	B11035|C5FC1D8_000225-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	61	4.0	core	Prefoldin
H056	B11035|C5FC1D8_000225-T1	578-1_L_NEW_CPA0049|C79DB71_000189-T1		1.0	61	1.0	core	LANC_like
H056	B11035|C5FC1D8_000225-T1	5SD|CCCC1E1_003643-T1		1.0	61	2.0	core	CBF
H056	B11035|C5FC1D8_000225-T1	5SD|CCCC1E1_003647-T1		1.0	61	-1.0	core	
H056	B11035|C5FC1D8_000225-T1	5SD|CCCC1E1_003638-T1		0.984	60	7.0	core	
H033	B11035|C5FC1D8_003079-T1	B12496|CD2FAA9_003660-T1		1.0	51	-1.0	core	Aspzincin_M35,Peptidase_M35
H033	B11035|C5FC1D8_003079-T1	SJV_6|C9A977F_008070-T1		1.0	51	1.0	core	
H033	B11035|C5FC1D8_003079-T1	B15257|C0359CC_004728-T1		0.882	45	-4.0	core	AA_permease,SLC12
H033	B11035|C5FC1D8_003079-T1	Michoacan_2|C26AA88_004321-T1		0.882	45	-7.0	core	LSM
H033	B11035|C5FC1D8_003079-T1	5SD|CCCC1E1_004975-T1		0.882	45	-2.0	core	
H033	B11035|C5FC1D8_003079-T1	578-1_L_NEW_CPA0049|C79DB71_007052-T1		0.882	45	-9.0	core	
H033	B11035|C5FC1D8_003079-T1	578-1_L_NEW_CPA0049|C79DB71_007051-T1		0.882	45	-8.0	soft_core	Ribosomal_L5,Ribosomal_L5_C
H033	B11035|C5FC1D8_003079-T1	578-1_L_NEW_CPA0049|C79DB71_007049-T1		0.882	45	-6.0	core	MPC
H057	B11035|C5FC1D8_003314-T1	485B-0_S_OLD_CPA0021|CFE8A8D_007783-T1		1.0	33	-3.0	core	2OG-FeII_Oxy,DIOX_N
H057	B11035|C5FC1D8_003314-T1	730332_Guatemala|C45F23D_005983-T1		1.0	33	-2.0	shell	Fructosamin_kin
H057	B11035|C5FC1D8_003314-T1	CA7|CFA4D20_008188-T1		1.0	33	2.0	core	p450
H057	B11035|C5FC1D8_003314-T1	578-1_L_NEW_CPA0049|C79DB71_007501-T1		0.97	32	-4.0	core	Metallophos
H057	B11035|C5FC1D8_003314-T1	B11035|C5FC1D8_003313-T1		0.97	32	-1.0	shell	Abhydrolase_6,DUF676,PGAP1
H057	B11035|C5FC1D8_003314-T1	GT-140|C9E3188_006428-T1		0.848	28	3.0	shell	PAN_1,PAN_3
H057	B11035|C5FC1D8_003314-T1	407-1_S_OLD_CPA0004|CC44035_005210-T1		0.818	27	-5.0	core	Ctr
H057	B11035|C5FC1D8_003314-T1	B12526|CF6BC4C_006384-T1		0.667	22	1.0	shell	MFS_1,Sugar_tr,TRI12
H004	B11232|C29E0E0_006388-T1	578-1_L_NEW_CPA0049|C79DB71_003019-T1		0.967	29	-2.0	core	
H004	B11232|C29E0E0_006388-T1	578-1_L_NEW_CPA0049|C79DB71_003026-T1		0.967	29	3.0	core	Fcf1,PIN_9
H004	B11232|C29E0E0_006388-T1	578-1_L_NEW_CPA0049|C79DB71_003027-T1		0.967	29	4.0	shell	H_lectin
H004	B11232|C29E0E0_006388-T1	B3382|C074AB1_001916-T1		0.933	28	7.0	core	
H004	B11232|C29E0E0_006388-T1	CA2|CD8B963_004775-T1		0.933	28	6.0	core	GFA
H004	B11232|C29E0E0_006388-T1	B12495|C0ACC3F_004287-T1		0.867	26	5.0	shell	Fringe
H004	B11232|C29E0E0_006388-T1	578-1_L_NEW_CPA0049|C79DB71_003022-T1		0.767	23	1.0	singleton	
H004	B11232|C29E0E0_006388-T1	UTAH_23742X6|CAC50EA_001269-T1		0.6	18	-1.0	singleton	DUF8348
H013	B11300|C7C73A6_000676-T1	UTAH_9443|C5C7054_003082-T1		1.0	13	-6.0	core	Aa_trans
H013	B11300|C7C73A6_000676-T1	B11002|C5E4193_004067-T1		1.0	13	7.0	core	CHCH
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000181-T1		1.0	13	9.0	core	ACBP
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000182-T1		1.0	13	8.0	core	4HBT,4HBT_3
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000184-T1		1.0	13	6.0	singleton	
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000185-T1		1.0	13	5.0	core	DUF7905
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000186-T1		1.0	13	4.0	core	Prefoldin
H013	B11300|C7C73A6_000676-T1	578-1_L_NEW_CPA0049|C79DB71_000187-T1		1.0	13	3.0	core	HGTP_anticodon,tRNA-synt_2b
H031	B11400|CF1B8A4_004391-T1	B12496|CD2FAA9_003660-T1		1.0	95	-1.0	core	Aspzincin_M35,Peptidase_M35
H031	B11400|CF1B8A4_004391-T1	B15257|C0359CC_004728-T1		1.0	95	-4.0	core	AA_permease,SLC12
