"Gene ID","Organism","Genomic Location (Gene)","Product Description","Is Pseudo","# Transcripts","Gene Name or Symbol"
"SPAC1039.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,444,360..5,447,537(+)","amino acid transmembrane transporter","No","1","N/A"
"SPAC1039.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,448,735..5,451,642(+)","extracellular 5'-nucleotidase, human NT5E family","No","1","N/A"
"SPAC1039.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,452,105..5,453,867(+)","esterase/lipase, implicated in cellular detoxification","No","1","N/A"
"SPAC1039.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,454,583..5,456,656(+)","carboxylic acid transmembrane transporter","No","1","N/A"
"SPAC1039.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,456,674..5,459,789(-)","DNA-binding transcription factor, zf-fungal binuclear cluster type Klf1","No","1","klf1"
"SPAC1039.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,460,198..5,462,354(+)","D-serine ammonia-lyase activity","No","1","N/A"
"SPAC1039.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,462,118..5,463,989(-)","aminotransferase class-III, possible transaminase, unknown specificity, implicated in amino acid or cofactor metabolism","No","1","N/A"
"SPAC1039.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,463,863..5,465,172(+)","serine acetyltransferase","No","1","N/A"
"SPAC1039.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,465,377..5,468,649(+)","amino acid transmembrane transporter Isp5","No","1","isp5"
"SPAC1039.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,470,432..5,471,520(+)","mitochondrial matrix protein, YjgF family protein Mmf2, reactive intermediate imine deaminase A homolog","No","1","mmf2"
"SPAC1039.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,471,270..5,474,941(-)","alpha-glucosidase","No","1","gto1"
"SPAC105.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,740,313..1,743,699(-)","plasma membrane potassium ion/proton antiporter Kha1","No","1","kha1"
"SPAC105.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,744,019..1,745,658(-)","ankyrin repeat protein, protein phosphatase regulatory subunit","No","1","ank1"
"SPAC105.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,746,468..1,749,242(-)","DNA-binding transcription factor","No","1","N/A"
"SPAC1071.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,855,385..3,857,994(-)","mRNA cleavage and polyadenylation specificity factor complex subunit Pta1","No","1","pta1"
"SPAC1071.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,858,241..3,861,822(+)","CIA machinery protein Mms19","No","1","mms19"
"SPAC1071.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,860,907..3,862,735(-)","nucleotide exchange factor for the ER lumenal Hsp70 chaperone, Sil1","No","1","sil1"
"SPAC1071.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,863,001..3,863,504(-)","signal peptidase subunit Spc2","No","1","spc2"
"SPAC1071.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,864,467..3,866,158(+)","ribosome methytransferase involved in ribosome assembly Hpm1","No","1","hpm1"
"SPAC1071.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,866,536..3,868,410(+)","SWI/SNF and RSC complex subunit Arp9","No","1","arp9"
"SPAC1071.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,868,310..3,869,076(-)","40S ribosomal protein S15","No","1","rps1502"
"SPAC1071.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,869,082..3,869,610(+)","60S acidic ribosomal protein A2","No","1","rpp203"
"SPAC1071.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,869,017..3,871,602(-)","nucleolar DNAJ domain protein, DNAJC9 family, implicated in mRNA splicing","No","1","N/A"
"SPAC1071.10c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,871,642..3,876,176(-)","plasma membrane P-type proton exporting ATPase, P3-type Pma1","No","1","pma1"
"SPAC1071.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,882,010..3,884,256(+)","NADH-dependent flavin oxidoreductase (predicted), possibly riboflavin reductase","No","1","N/A"
"SPAC1071.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,883,445..3,884,346(-)","protein tyrosine phosphatase Stp1, unknown biological role","No","1","stp1"
"SPAC1071.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,878,007..3,881,812(+)","dubious","No","1","N/A"
"SPAC1093.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,606,299..4,611,737(+)","mitochondrial PPR repeat protein Ppr5","No","1","ppr5"
"SPAC1093.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,612,099..4,613,297(+)","pyridoxamine 5'-phosphate oxidase Pdx3","No","1","pdx3"
"SPAC1093.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,613,443..4,617,157(+)","inositol polyphosphate phosphatase Fig4","No","1","fig4"
"SPAC1093.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,613,715..4,618,620(-)","CTP 3'-tRNA nucleotidyltransferase Cca1","No","1","cca1"
"SPAC1093.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,619,603..4,622,351(+)","ATP-dependent RNA helicase Hca4","No","1","hca4"
"SPAC1093.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,622,166..4,635,111(-)","dynein heavy chain, minus-end directed microtubule motor Dhc1","No","1","dhc1"
"SPAC1093.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,604,880..4,606,871(-)","dubious","No","1","N/A"
"SPAC10F6.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,200,916..1,206,090(-)","sulfite reductase beta subunit Sir1","No","1","sir1"
"SPAC10F6.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,206,812..1,210,630(-)","ATP-dependent RNA helicase Prp22","No","1","prp22"
"SPAC10F6.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,211,195..1,213,553(-)","CTP synthase Cts1","No","1","cts1"
"SPAC10F6.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,213,255..1,216,120(+)","RCC domain protein Ats1","No","1","ats1"
"SPAC10F6.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,214,788..1,217,067(-)","ubiquitin conjugating enzyme E2 Ubc6","No","1","ubc6"
"SPAC10F6.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,217,077..1,218,228(+)","RNA-binding protein Vip1","No","1","vip1"
"SPAC10F6.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,218,321..1,218,887(-)","Schizosaccharomyces pombe specific protein Mug94","No","1","mug94"
"SPAC10F6.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,219,667..1,220,847(-)","Ino80 complex HMG box subunit Nht1","No","1","nht1"
"SPAC10F6.09c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,220,969..1,224,862(-)","mitotic/meiotic cohesin complex ATPase subunit Psm3/Smc3","No","1","psm3"
"SPAC10F6.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,225,464..1,227,365(+)","protein kinase, RIO family Rio1","No","1","rio1"
"SPAC10F6.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,226,090..1,228,894(-)","autophagy associated protein kinase activator Atg17","No","1","atg17"
"SPAC10F6.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,229,095..1,230,361(-)","protein-S isoprenylcysteine O-methyltransferase Mam4","No","1","mam4"
"SPAC10F6.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,230,640..1,232,155(-)","cytoplasmic aspartate aminotransferase Caa1","No","1","caa1"
"SPAC10F6.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,232,262..1,234,076(-)","mitochondrial ABC1 kinase family protein, human ADCK5 ortholog, unknown role","No","1","N/A"
"SPAC10F6.15","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,235,601..1,237,035(+)","UPF0300 family protein 1","No","1","mug134"
"SPAC10F6.16","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,238,896..1,240,185(+)","serine/threonine protein phosphatase inhibitor, endosulfine Igo1","No","1","igo1"
"SPAC10F6.17c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,239,971..1,241,970(-)","mitochondrial pyruvate dehydrogenase (lipoamide) phosphatase","No","1","N/A"
"SPAC110.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,905,755..1,911,747(+)","serine/threonine protein kinase Ppk1","No","1","ppk1"
"SPAC110.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,911,836..1,915,897(+)","mitotic and meiotic cohesin loader subunit Pds5","No","1","pds5"
"SPAC110.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,916,054..1,917,656(+)","Rho family GTPase Cdc42","No","1","cdc42"
"SPAC110.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,917,767..1,920,867(-)","heat shock protein Pss1","No","1","pss1"
"SPAC110.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:1,904,196..1,906,153(-)","Schizosaccharomyces pombe specific protein ","No","1","N/A"
"SPAC1142.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,625,312..3,627,664(+)","ribosome quality control complex (RQC) complex subunit Rqc1","No","1","rqc1"
"SPAC1142.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,627,675..3,629,022(-)","TRC complex (ER membrane insertion) TPR repeat subunit Sgt2","No","1","sgt2"
"SPAC1142.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,629,015..3,631,504(-)","DNA recombination mediator Swi2","No","1","swi2"
"SPAC1142.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,631,499..3,633,874(+)","Noc complex subunit Noc201","No","1","noc201"
"SPAC1142.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,635,293..3,636,572(+)","plasma membrane copper transporter complex subunit Ctr5","No","1","ctr5"
"SPAC1142.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,636,685..3,638,390(+)","GET complex (ER membrane insertion) ATPase subunit Get3","No","1","get3"
"SPAC1142.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,638,557..3,639,824(-)","ESCRT III complex subunit Vps32","No","1","vps32"
"SPAC1142.08","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,639,860..3,642,338(+)","DNA-binding forkhead transcription factor Fhl1","No","1","fhl1"
"SPAC1142.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,642,498..3,642,845(+)","dubious","No","1","N/A"
"SPAC11D3.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:108,732..109,195(-)","Con-6 family conserved fungal protein","No","1","N/A"
"SPAC11D3.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:109,829..110,455(-)","ELLA family acetyltransferase","No","1","N/A"
"SPAC11D3.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:110,904..112,499(-)","aminomethyltransferase-like and DUF1989 family protein, implicated in urea metabolism","No","1","N/A"
"SPAC11D3.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:112,514..114,445(-)","polyketide cyclase SnoaL-like domain protein","No","1","N/A"
"SPAC11D3.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:113,950..115,962(+)","transmembrane transporter Mfs2","No","1","mfs2"
"SPAC11D3.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:116,331..118,189(+)","MatE family transmembrane transporter","No","1","N/A"
"SPAC11D3.07c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:116,054..120,309(-)","DNA-binding transcription factor, zf-fungal binuclear cluster type","No","1","toe4"
"SPAC11D3.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:120,321..123,785(-)","amino acid transmembrane transporter","No","1","N/A"
"SPAC11D3.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:122,187..124,116(+)","agmatinase","No","1","N/A"
"SPAC11D3.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:124,907..126,886(+)","nifs homolog, possible cysteine desulfurase","No","1","N/A"
"SPAC11D3.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:126,951..129,316(-)","DNA-binding transcription factor, zn(2)-C6 fungal-type, truncated","No","1","N/A"
"SPAC11D3.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:130,148..131,268(+)","ThiJ domain protein, implicated in cellular detoxification","No","1","hsp3104"
"SPAC11D3.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:131,190..135,736(-)","5-oxoprolinase (ATP-hydrolizing)","No","1","N/A"
"SPAC11D3.15","Schizosaccharomyces pombe 972h-","Spom972h_chrI:136,139..140,365(+)","5-oxoprolinase (ATP-hydrolizing)","No","1","N/A"
"SPAC11D3.16c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:140,381..141,653(-)","Schizosaccharomyces specific protein","No","1","N/A"
"SPAC11D3.17","Schizosaccharomyces pombe 972h-","Spom972h_chrI:141,199..144,768(+)","DNA-binding transcription factor, zf-fungal binuclear cluster type","No","1","N/A"
"SPAC11D3.18c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:144,819..146,935(-)","carboxylic acid transmembrane transporter","No","1","N/A"
"SPAC11D3.19","Schizosaccharomyces pombe 972h-","Spom972h_chrI:106,893..108,361(+)","Schizosaccharomyces pombe specific protein","No","1","N/A"
"SPAC11D3.20","Schizosaccharomyces pombe 972h-","Spom972h_chrI:127,230..127,316(+)","dubious","No","1","N/A"
"SPAC11E3.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,277,395..5,281,420(-)","Swr1 complex histone chaperone module subunit, SNF2 family ATP-dependent chromatin remodeller Swr1","No","1","swr1"
"SPAC11E3.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,281,778..5,285,905(-)","Munc family exocytic/endocytic regulator Ync13","No","1","ync13"
"SPAC11E3.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,286,053..5,287,290(+)","microtubule-site clamp monopolin complex subunit Csm1/Pcs1","No","1","csm1"
"SPAC11E3.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,287,180..5,288,137(-)","ubiquitin conjugating enzyme E2 Ubc13","No","1","ubc13"
"SPAC11E3.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,288,245..5,292,558(+)","GATOR2-SEACAT complex/GATOR1-SEACIT GTPase complex ubiquitin-protein ligase E3 subunit Sea3","No","1","sea3"
"SPAC11E3.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,292,648..5,294,751(+)","DNA-binding transcription factor, MADS-box Map1","No","1","map1"
"SPAC11E3.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,294,961..5,296,384(+)","V-type ATPase V1 subunit E","No","1","vma4"
"SPAC11E3.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,296,049..5,297,794(-)","Smc5-6 complex non-SMC subunit Nse6","No","1","nse6"
"SPAC11E3.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,298,656..5,300,189(+)","protein tyrosine phosphatase Pyp3","No","1","pyp3"
"SPAC11E3.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,300,670..5,301,956(+)","Golgi multispanning membrane VanZ-like family protein","No","1","N/A"
"SPAC11E3.11c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,302,220..5,305,725(-)","Arf GEF Syt22","No","1","syt22"
"SPAC11E3.12","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,305,696..5,308,686(+)","mitochondrial thioredoxin family protein, implicated in sulfur cluster assembly","No","1","N/A"
"SPAC11E3.13c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,306,742..5,309,063(-)","cell wall 1,3-beta-glucanosyltransferase Gas5","No","1","gas5"
"SPAC11E3.14","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,311,344..5,314,362(+)","protein with a role in clearing protein aggregates","No","1","N/A"
"SPAC11E3.15","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,314,778..5,315,429(+)","60S ribosomal protein L22","No","1","rpl22"
"SPAC11G7.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,959,727..3,962,914(+)","plasma membrane-associated serine-rich cell wall sensor Mtl2","No","1","mtl2"
"SPAC11G7.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,963,058..3,966,172(+)","HECT-type ubiquitin-protein ligase E3 Pub1","No","1","pub1"
"SPAC11G7.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,966,740..3,968,132(+)","isocitrate dehydrogenase (NAD+) subunit 1 Idh1","No","1","idh1"
"SPAC11G7.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,968,932..3,969,558(+)","ribosomal-ubiquitin fusion protein Ubi1","No","1","ubi1"
"SPAC11G7.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,969,366..3,971,294(-)","mitochondrial [acyl-carrier protein] S-malonyltransferase Mct1","No","1","mct1"
"SPAC11G7.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:3,971,564..3,974,699(-)","UPF0300 family protein 3","No","1","mug132"
"SPAC11H11.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,775,688..4,777,440(+)","ESCRT I complex subunit Vps23","No","1","sst6"
"SPAC11H11.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,775,517..4,778,622(-)","Schizosaccharomyces specific protein Mug162","No","1","mug162"
"SPAC11H11.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,779,020..4,780,284(-)","ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity implicated in DNA repair","No","1","N/A"
"SPAC11H11.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,780,224..4,781,922(+)","pheromone p-factor receptor Mam2","No","1","mam2"
"SPAC11H11.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,782,047..4,782,273(-)","Mis6-Sim4 complex subunit Fta6","No","1","fta6"
"SPAC11H11.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,783,007..4,784,765(+)","ARP2/3 actin-organizing complex actin-related protein subunit Arp2","No","1","arp2"
"SPAC1250.01","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,100,148..5,104,194(-)","RSC-type complex ATPase Snf21","No","1","snf21"
"SPAC1250.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,099,293..5,100,214(-)","Schizosaccharomyces specific protein Mug95","No","1","mug95"
"SPAC1250.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,097,690..5,098,816(-)","ubiquitin conjugating enzyme E2 for HECT-type and RBR family E3 Ub ligases, Ubc14","No","1","ubc14"
"SPAC1250.04c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,096,773..5,097,662(+)","alkyltransferase-like protein Atl1","No","1","atl1"
"SPAC1250.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,095,073..5,095,925(-)","60S ribosomal protein L30","No","1","rpl3002"
"SPAC1250.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:5,097,850..5,098,212(-)","transcription factor TFIIIC subunit Sfc7","No","1","sfc7"
"SPAC1296.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:707,948..710,479(-)","phosphoacetylglucosamine mutase","No","1","N/A"
"SPAC1296.02","Schizosaccharomyces pombe 972h-","Spom972h_chrI:711,238..712,354(+)","cytochrome c oxidase subunit IV","No","1","cox4"
"SPAC1296.03c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:712,217..714,070(-)","serine carboxypeptidase Sxa2","No","1","sxa2"
"SPAC1296.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:715,377..716,978(+)","dysferlin-like membrane trafficking protein Mug65","No","1","mug65"
"SPAC1296.05c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:716,874..718,168(-)","cyclin L family cyclin","No","1","lcp1"
"SPAC1296.06","Schizosaccharomyces pombe 972h-","Spom972h_chrI:719,380..721,549(+)","CIA machinery NADPH-dependent diflavin oxidoreductase Tah18","No","1","tah18"
"SPAC12B10.01c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,570,305..4,575,656(-)","HECT-type ubiquitin-protein ligase E3, implicated in negative regulation of ubiquitinated chromatin formation","No","1","N/A"
"SPAC12B10.02c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,576,187..4,577,002(-)","ER resident protein acetylase Sdg1","No","1","sdg1"
"SPAC12B10.03","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,578,164..4,580,722(+)","WD repeat protein Wdr20","No","1","bun62"
"SPAC12B10.04","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,580,656..4,582,281(+)","P-body associated protein Pby1","No","1","pby1"
"SPAC12B10.05","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,582,299..4,584,511(+)","mitochondrial intermediate cleavage peptidase Icp55","No","1","icp55"
"SPAC12B10.06c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,584,473..4,585,226(-)","succinate dehydrogenase complex assembly protein Emi5","No","1","emi5"
"SPAC12B10.07","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,584,465..4,586,536(+)","F-actin capping protein alpha subunit","No","1","acp1"
"SPAC12B10.08c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,586,309..4,588,764(-)","mitochondrial tRNA(Ile)-lysidine synthetase Til1","No","1","til1"
"SPAC12B10.09","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,588,250..4,589,793(+)","mitochondrial carrier, S-adenosylmethionine","No","1","pet801"
"SPAC12B10.10","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,590,152..4,591,524(+)","medial cortical node Gef2-related protein Nod1","No","1","nod1"
"SPAC12B10.11","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,591,855..4,593,567(+)","cell wall glucan glucosidase Exg2","No","1","exg2"
"SPAC12B10.12c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,593,600..4,596,120(-)","DNA repair protein Rhp41","No","1","rhp41"
"SPAC12B10.13","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,596,234..4,597,380(+)","GID complex subunit Gid8","No","1","gid8"
"SPAC12B10.14c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,597,466..4,599,622(-)","pseudokinase Tea5","No","1","tea5"
"SPAC12B10.15c","Schizosaccharomyces pombe 972h-","Spom972h_chrI:4,600,263..4,600,817(-)","ribonuclease H2 complex subunit Rnh203","No","1","rnh203"
