protein_id	source_proteome
EHM034692|EHA02331_bin.15_gene_245_37	C287
EHM034692|EHA02331_bin.15_gene_246_2	C287
EHM034692|EHA02331_bin.15_gene_248_4	C287
EHM034692|EHA02331_bin.15_gene_24_26	C287
EHM034692|EHA02331_bin.15_gene_24_3	C287
EHM034692|EHA02331_bin.15_gene_251_2	C287
EHM034692|EHA02331_bin.15_gene_251_3	C287
EHM034692|EHA02331_bin.15_gene_252_3	C287
EHM034692|EHA02331_bin.15_gene_255_7	C287
EHM034692|EHA02331_bin.15_gene_258_3	C287
EHM034692|EHA02331_bin.15_gene_259_8	C287
EHM034692|EHA02331_bin.15_gene_261_2	C287
EHM034692|EHA02331_bin.15_gene_261_3	C287
EHM034692|EHA02331_bin.15_gene_261_4	C287
EHM034692|EHA02331_bin.15_gene_261_5	C287
EHM034692|EHA02331_bin.15_gene_266_1	C287
EHM034692|EHA02331_bin.15_gene_268_11	C287
EHM034692|EHA02331_bin.15_gene_268_17	C287
EHM034692|EHA02331_bin.15_gene_268_2	C287
EHM034692|EHA02331_bin.15_gene_278_6	C287
EHM034692|EHA02331_bin.15_gene_278_7	C287
EHM034692|EHA02331_bin.15_gene_279_2	C287
EHM034692|EHA02331_bin.15_gene_284_12	C287
EHM034692|EHA02331_bin.15_gene_284_13	C287
EHM034692|EHA02331_bin.15_gene_286_3	C287
EHM034692|EHA02331_bin.15_gene_288_5	C287
EHM034692|EHA02331_bin.15_gene_28_3	C287
EHM034692|EHA02331_bin.15_gene_35_1	C287
EHM034692|EHA02331_bin.15_gene_36_2	C287
EHM034692|EHA02331_bin.15_gene_40_1	C287
EHM034692|EHA02331_bin.15_gene_48_1	C287
EHM034692|EHA02331_bin.15_gene_52_2	C287
EHM034692|EHA02331_bin.15_gene_53_9	C287
EHM034692|EHA02331_bin.15_gene_55_2	C287
EHM034692|EHA02331_bin.15_gene_55_3	C287
EHM034692|EHA02331_bin.15_gene_55_33	C287
EHM034692|EHA02331_bin.15_gene_58_4	C287
EHM034692|EHA02331_bin.15_gene_62_12	C287
EHM034692|EHA02331_bin.15_gene_62_26	C287
EHM034692|EHA02331_bin.15_gene_62_37	C287
EHM034692|EHA02331_bin.15_gene_62_52	C287
EHM034692|EHA02331_bin.15_gene_63_1	C287
EHM034692|EHA02331_bin.15_gene_67_2	C287
EHM034692|EHA02331_bin.15_gene_69_1	C287
EHM034692|EHA02331_bin.15_gene_71_3	C287
EHM034692|EHA02331_bin.15_gene_71_8	C287
EHM034692|EHA02331_bin.15_gene_71_9	C287
EHM034692|EHA02331_bin.15_gene_73_6	C287
EHM034692|EHA02331_bin.15_gene_7_5	C287
EHM034692|EHA02331_bin.15_gene_87_13	C287
EHM034692|EHA02331_bin.15_gene_87_2	C287
EHM034692|EHA02331_bin.15_gene_87_23	C287
EHM034692|EHA02331_bin.15_gene_87_31	C287
EHM034692|EHA02331_bin.15_gene_89_16	C287
EHM034692|EHA02331_bin.15_gene_98_12	C287
EHM034692|EHA02331_bin.15_gene_98_13	C287
EHM034692|EHA02331_bin.15_gene_98_7	C287
EHM034720|EHA02359_bin.2_gene_0_1	C286
EHM034720|EHA02359_bin.2_gene_103_7	C286
EHM034720|EHA02359_bin.2_gene_106_4	C286
EHM034720|EHA02359_bin.2_gene_10_2	C286
EHM034720|EHA02359_bin.2_gene_113_10	C286
EHM034720|EHA02359_bin.2_gene_113_15	C286
EHM034720|EHA02359_bin.2_gene_113_5	C286
EHM034720|EHA02359_bin.2_gene_118_2	C286
EHM034720|EHA02359_bin.2_gene_120_3	C286
EHM034720|EHA02359_bin.2_gene_121_5	C286
EHM034720|EHA02359_bin.2_gene_122_1	C286
EHM034720|EHA02359_bin.2_gene_122_2	C286
EHM034720|EHA02359_bin.2_gene_128_5	C286
EHM034720|EHA02359_bin.2_gene_128_6	C286
EHM034720|EHA02359_bin.2_gene_12_8	C286
EHM034720|EHA02359_bin.2_gene_133_2	C286
EHM034720|EHA02359_bin.2_gene_134_3	C286
EHM034720|EHA02359_bin.2_gene_134_4	C286
EHM034720|EHA02359_bin.2_gene_135_4	C286
EHM034720|EHA02359_bin.2_gene_136_3	C286
EHM034720|EHA02359_bin.2_gene_137_9	C286
EHM034720|EHA02359_bin.2_gene_141_1	C286
EHM034720|EHA02359_bin.2_gene_143_4	C286
EHM034720|EHA02359_bin.2_gene_150_11	C286
EHM034720|EHA02359_bin.2_gene_151_2	C286
EHM034720|EHA02359_bin.2_gene_152_8	C286
EHM034720|EHA02359_bin.2_gene_153_1	C286
EHM034720|EHA02359_bin.2_gene_156_5	C286
EHM034720|EHA02359_bin.2_gene_167_1	C286
EHM034720|EHA02359_bin.2_gene_171_5	C286
EHM034720|EHA02359_bin.2_gene_179_1	C286
EHM034720|EHA02359_bin.2_gene_184_8	C286
EHM034720|EHA02359_bin.2_gene_186_16	C286
EHM034720|EHA02359_bin.2_gene_186_5	C286
EHM034720|EHA02359_bin.2_gene_186_6	C286
EHM034720|EHA02359_bin.2_gene_186_7	C286
EHM034720|EHA02359_bin.2_gene_189_1	C286
EHM034720|EHA02359_bin.2_gene_18_3	C286
EHM034720|EHA02359_bin.2_gene_190_13	C286
EHM034720|EHA02359_bin.2_gene_190_8	C286
EHM034720|EHA02359_bin.2_gene_194_1	C286
EHM034720|EHA02359_bin.2_gene_194_3	C286
EHM034720|EHA02359_bin.2_gene_196_15	C286
EHM034720|EHA02359_bin.2_gene_199_16	C286
EHM034720|EHA02359_bin.2_gene_199_5	C286
EHM034720|EHA02359_bin.2_gene_199_6	C286
EHM034720|EHA02359_bin.2_gene_202_1	C286
EHM034720|EHA02359_bin.2_gene_202_2	C286
EHM034720|EHA02359_bin.2_gene_206_5	C286
EHM034720|EHA02359_bin.2_gene_209_14	C286
EHM034720|EHA02359_bin.2_gene_209_8	C286
EHM034720|EHA02359_bin.2_gene_217_9	C286
EHM034720|EHA02359_bin.2_gene_220_15	C286
EHM034720|EHA02359_bin.2_gene_220_29	C286
EHM034720|EHA02359_bin.2_gene_221_4	C286
EHM034720|EHA02359_bin.2_gene_221_5	C286
EHM034720|EHA02359_bin.2_gene_233_4	C286
EHM034720|EHA02359_bin.2_gene_236_5	C286
EHM034720|EHA02359_bin.2_gene_244_5	C286
EHM034720|EHA02359_bin.2_gene_247_4	C286
EHM034720|EHA02359_bin.2_gene_250_1	C286
EHM034720|EHA02359_bin.2_gene_253_2	C286
EHM034720|EHA02359_bin.2_gene_254_19	C286
EHM034720|EHA02359_bin.2_gene_254_20	C286
EHM034720|EHA02359_bin.2_gene_255_15	C286
EHM034720|EHA02359_bin.2_gene_256_9	C286
EHM034720|EHA02359_bin.2_gene_2_2	C286
EHM034720|EHA02359_bin.2_gene_2_6	C286
EHM034720|EHA02359_bin.2_gene_32_2	C286
EHM034720|EHA02359_bin.2_gene_33_2	C286
EHM034720|EHA02359_bin.2_gene_33_3	C286
EHM034720|EHA02359_bin.2_gene_3_6	C286
EHM034720|EHA02359_bin.2_gene_41_1	C286
EHM034720|EHA02359_bin.2_gene_46_1	C286
EHM034720|EHA02359_bin.2_gene_46_5	C286
EHM034720|EHA02359_bin.2_gene_4_20	C286
EHM034720|EHA02359_bin.2_gene_4_8	C286
EHM034720|EHA02359_bin.2_gene_53_8	C286
EHM034720|EHA02359_bin.2_gene_55_23	C286
EHM034720|EHA02359_bin.2_gene_56_3	C286
EHM034720|EHA02359_bin.2_gene_56_8	C286
EHM034720|EHA02359_bin.2_gene_56_9	C286
EHM034720|EHA02359_bin.2_gene_57_3	C286
EHM034720|EHA02359_bin.2_gene_58_10	C286
EHM034720|EHA02359_bin.2_gene_69_3	C286
EHM034720|EHA02359_bin.2_gene_70_4	C286
EHM034720|EHA02359_bin.2_gene_76_10	C286
EHM034720|EHA02359_bin.2_gene_76_19	C286
EHM034720|EHA02359_bin.2_gene_76_21	C286
EHM034720|EHA02359_bin.2_gene_76_3	C286
EHM034720|EHA02359_bin.2_gene_76_4	C286
EHM034720|EHA02359_bin.2_gene_76_5	C286
EHM034720|EHA02359_bin.2_gene_76_6	C286
EHM034720|EHA02359_bin.2_gene_76_7	C286
EHM034720|EHA02359_bin.2_gene_79_3	C286
EHM034720|EHA02359_bin.2_gene_7_20	C286
EHM034720|EHA02359_bin.2_gene_7_8	C286
EHM034720|EHA02359_bin.2_gene_81_14	C286
EHM034720|EHA02359_bin.2_gene_81_4	C286
EHM034720|EHA02359_bin.2_gene_92_1	C286
EHM034720|EHA02359_bin.2_gene_92_2	C286
EHM034720|EHA02359_bin.2_gene_94_28	C286
EHM034720|EHA02359_bin.2_gene_94_29	C286
EHM034720|EHA02359_bin.2_gene_97_2	C286
EHM034720|EHA02359_bin.2_gene_97_3	C286
STP248.12601_R.bin.118|k141_129934_100	C298
STP248.12601_R.bin.118|k141_129934_107	C298
STP248.12601_R.bin.118|k141_129934_110	C298
STP248.12601_R.bin.118|k141_129934_115	C298
STP248.12601_R.bin.118|k141_129934_20	C298
STP248.12601_R.bin.118|k141_129934_31	C298
STP248.12601_R.bin.118|k141_129934_82	C298
STP248.12601_R.bin.118|k141_129934_91	C298
STP248.12601_R.bin.118|k141_129934_92	C298
STP248.12601_R.bin.118|k141_417709_118	C298
STP248.12601_R.bin.118|k141_417709_123	C298
STP248.12601_R.bin.118|k141_417709_49	C298
STP248.12601_R.bin.118|k141_417709_68	C298
STP248.12601_R.bin.118|k141_435317_26	C298
STP248.12601_R.bin.118|k141_435317_9	C298
STP248.12601_R.bin.118|k141_465240_11	C298
STP248.12601_R.bin.118|k141_465240_110	C298
STP248.12601_R.bin.118|k141_465240_2	C298
STP248.12601_R.bin.118|k141_465240_36	C298
STP248.12601_R.bin.118|k141_465240_8	C298
STP248.12601_R.bin.118|k141_465240_9	C298
STP248.12601_R.bin.118|k141_483842_16	C298
STP248.12601_R.bin.118|k141_483842_34	C298
STP248.12601_R.bin.118|k141_483842_37	C298
STP248.12601_R.bin.118|k141_500071_4	C298
STP248.12601_R.bin.118|k141_505779_68	C298
STP248.12601_R.bin.118|k141_520429_36	C298
STP248.12601_R.bin.118|k141_520429_37	C298
STP248.12601_R.bin.118|k141_540405_121	C298
STP248.12601_R.bin.118|k141_540405_132	C298
STP248.12601_R.bin.118|k141_540405_141	C298
STP248.12601_R.bin.118|k141_540405_173	C298
STP248.12601_R.bin.118|k141_540405_186	C298
STP248.12601_R.bin.118|k141_540405_40	C298
STP248.12601_R.bin.118|k141_540405_48	C298
STP248.12601_R.bin.118|k141_540405_50	C298
STP248.12601_R.bin.118|k141_540405_51	C298
STP248.12601_R.bin.118|k141_540405_52	C298
STP248.12601_R.bin.118|k141_540405_53	C298
STP248.12601_R.bin.118|k141_540405_54	C298
STP248.12601_R.bin.118|k141_540405_57	C298
STP248.12601_R.bin.118|k141_540405_63	C298
STP248.12601_R.bin.118|k141_540405_79	C298
STP248.12601_R.bin.118|k141_540405_86	C298
STP248.12601_R.bin.118|k141_540405_90	C298
STP248.12601_R.bin.118|k141_540405_93	C298
STP248.12601_R.bin.118|k141_556585_6	C298
STP248.12601_R.bin.118|k141_557158_38	C298
STP248.12601_R.bin.118|k141_557158_46	C298
STP248.12601_R.bin.118|k141_563334_30	C298
STP248.12601_R.bin.118|k141_588353_110	C298
STP248.12601_R.bin.118|k141_588353_58	C298
STP248.12601_R.bin.118|k141_588353_61	C298
STP248.12601_R.bin.118|k141_588353_77	C298
STP248.12601_R.bin.118|k141_588353_78	C298
STP248.12601_R.bin.118|k141_588353_80	C298
STP248.12601_R.bin.118|k141_588353_82	C298
STP248.12601_R.bin.118|k141_588353_86	C298
STP248.12601_R.bin.118|k141_588353_99	C298
STP248.12601_R.bin.118|k141_589226_26	C298
STP248.12601_R.bin.118|k141_624970_22	C298
STP248.12601_R.bin.118|k141_642822_22	C298
STP248.12601_R.bin.118|k141_642822_6	C298
STP248.12601_R.bin.118|k141_649852_9	C298
STP248.12601_R.bin.118|k141_666362_24	C298
STP248.12601_R.bin.118|k141_70658_11	C298
STP248.12601_R.bin.118|k141_745868_12	C298
STP248.12601_R.bin.118|k141_745868_25	C298
STP248.12601_R.bin.118|k141_745868_29	C298
STP248.12601_R.bin.118|k141_76108_23	C298
STP248.12601_R.bin.118|k141_76108_32	C298
STP248.12601_R.bin.118|k141_769723_105	C298
STP248.12601_R.bin.118|k141_769723_19	C298
STP248.12601_R.bin.118|k141_769723_22	C298
STP248.12601_R.bin.118|k141_769723_53	C298
STP248.12601_R.bin.118|k141_769723_57	C298
STP248.12601_R.bin.118|k141_769723_58	C298
STP248.12601_R.bin.118|k141_769723_73	C298
STP248.12601_R.bin.118|k141_771786_24	C298
STP248.12601_R.bin.118|k141_771786_39	C298
STP248.12601_R.bin.118|k141_772933_22	C298
STP248.12601_R.bin.118|k141_772933_3	C298
STP248.12601_R.bin.118|k141_772933_68	C298
STP248.12601_R.bin.118|k141_786323_30	C298
STP248.12601_R.bin.118|k141_879507_13	C298
STP248.12601_R.bin.118|k141_879507_14	C298
STP248.12601_R.bin.118|k141_879507_8	C298
STP248.12601_R.bin.118|k141_904984_100	C298
STP248.12601_R.bin.118|k141_904984_11	C298
STP248.12601_R.bin.118|k141_904984_20	C298
STP248.12601_R.bin.118|k141_904984_30	C298
STP248.12601_R.bin.118|k141_923502_55	C298
STP248.12601_R.bin.118|k141_923502_65	C298
STP248.12601_R.bin.118|k141_923502_7	C298
STP248.12601_R.bin.118|k141_958820_20	C298
STP248.12601_R.bin.118|k141_958820_53	C298
STP248.12601_R.bin.118|k141_958820_79	C298
STP248.12601_R.bin.118|k141_962093_11	C298
STP248.12601_R.bin.118|k141_962093_21	C298
STP248.12601_R.bin.118|k141_962093_34	C298
STP248.12601_R.bin.118|k141_962093_35	C298
STP248.12601_R.bin.118|k141_962093_4	C298
STP248.12601_R.bin.118|k141_962093_53	C298
UHM1073.23039_R.bin.125|k141_114434_16	C288
UHM1073.23039_R.bin.125|k141_114434_18	C288
UHM1073.23039_R.bin.125|k141_197029_12	C288
UHM1073.23039_R.bin.125|k141_197029_3	C288
UHM1073.23039_R.bin.125|k141_197029_78	C288
UHM1073.23039_R.bin.125|k141_200691_1	C288
UHM1073.23039_R.bin.125|k141_200691_134	C288
UHM1073.23039_R.bin.125|k141_215613_12	C288
UHM1073.23039_R.bin.125|k141_215613_4	C288
UHM1073.23039_R.bin.125|k141_223244_108	C288
UHM1073.23039_R.bin.125|k141_223244_124	C288
UHM1073.23039_R.bin.125|k141_223244_133	C288
UHM1073.23039_R.bin.125|k141_223244_26	C288
UHM1073.23039_R.bin.125|k141_223244_69	C288
UHM1073.23039_R.bin.125|k141_223244_7	C288
UHM1073.23039_R.bin.125|k141_223244_75	C288
UHM1073.23039_R.bin.125|k141_223244_84	C288
UHM1073.23039_R.bin.125|k141_223244_95	C288
UHM1073.23039_R.bin.125|k141_227938_29	C288
UHM1073.23039_R.bin.125|k141_227938_30	C288
UHM1073.23039_R.bin.125|k141_228062_101	C288
UHM1073.23039_R.bin.125|k141_228062_113	C288
UHM1073.23039_R.bin.125|k141_228062_126	C288
UHM1073.23039_R.bin.125|k141_228062_17	C288
UHM1073.23039_R.bin.125|k141_228062_76	C288
UHM1073.23039_R.bin.125|k141_228062_91	C288
UHM1073.23039_R.bin.125|k141_228062_97	C288
UHM1073.23039_R.bin.125|k141_248016_9	C288
UHM1073.23039_R.bin.125|k141_27918_10	C288
UHM1073.23039_R.bin.125|k141_27918_71	C288
UHM1073.23039_R.bin.125|k141_293949_31	C288
UHM1073.23039_R.bin.125|k141_293949_48	C288
UHM1073.23039_R.bin.125|k141_293949_56	C288
UHM1073.23039_R.bin.125|k141_293949_58	C288
UHM1073.23039_R.bin.125|k141_311317_127	C288
UHM1073.23039_R.bin.125|k141_311317_145	C288
UHM1073.23039_R.bin.125|k141_311317_146	C288
UHM1073.23039_R.bin.125|k141_311317_147	C288
UHM1073.23039_R.bin.125|k141_311317_148	C288
UHM1073.23039_R.bin.125|k141_311317_149	C288
UHM1073.23039_R.bin.125|k141_311317_150	C288
UHM1073.23039_R.bin.125|k141_311317_151	C288
UHM1073.23039_R.bin.125|k141_311317_16	C288
UHM1073.23039_R.bin.125|k141_311317_19	C288
UHM1073.23039_R.bin.125|k141_311317_39	C288
UHM1073.23039_R.bin.125|k141_311317_53	C288
UHM1073.23039_R.bin.125|k141_311317_68	C288
UHM1073.23039_R.bin.125|k141_311317_90	C288
UHM1073.23039_R.bin.125|k141_311317_97	C288
UHM1073.23039_R.bin.125|k141_32380_101	C288
UHM1073.23039_R.bin.125|k141_32380_56	C288
UHM1073.23039_R.bin.125|k141_327978_105	C288
UHM1073.23039_R.bin.125|k141_327978_110	C288
UHM1073.23039_R.bin.125|k141_327978_140	C288
UHM1073.23039_R.bin.125|k141_327978_18	C288
UHM1073.23039_R.bin.125|k141_327978_26	C288
UHM1073.23039_R.bin.125|k141_327978_55	C288
UHM1073.23039_R.bin.125|k141_327978_80	C288
UHM1073.23039_R.bin.125|k141_333189_17	C288
UHM1073.23039_R.bin.125|k141_333189_18	C288
UHM1073.23039_R.bin.125|k141_333189_4	C288
UHM1073.23039_R.bin.125|k141_334212_8	C288
UHM1073.23039_R.bin.125|k141_392367_29	C288
UHM1073.23039_R.bin.125|k141_392367_30	C288
UHM1073.23039_R.bin.125|k141_392367_34	C288
UHM1073.23039_R.bin.125|k141_405036_12	C288
UHM1073.23039_R.bin.125|k141_405036_4	C288
UHM1073.23039_R.bin.125|k141_405036_61	C288
UHM1073.23039_R.bin.125|k141_42250_27	C288
