family_index	representative_id	n_members
fam_000162	XP_001834494.1	3
fam_000163	XP_001834507.2	4
fam_000164	XP_001838291.2	2
fam_000165	XP_001838293.2	2
fam_000166	XP_001838304.1	4
fam_000167	XP_001838321.1	4
fam_000168	XP_001838340.1	2
fam_000169	XP_001838341.1	4
fam_000170	XP_001838342.2	4
fam_000171	XP_001838353.2	1
fam_000172	XP_001828801.2	1
fam_000173	XP_001838362.1	4
fam_000174	XP_001838363.1	4
fam_000175	XP_001838367.2	3
fam_000176	XP_001838377.2	3
fam_000177	XP_001838382.2	2
fam_000178	XP_001838385.2	2
fam_000179	XP_001838394.2	3
fam_000180	XP_002910174.1	2
fam_000181	XP_002910177.1	3
fam_000182	XP_002910182.1	2
fam_000183	XP_002910185.1	2
fam_000184	XP_002910189.1	6
fam_000185	XP_002910190.1	4
fam_000186	XP_002910202.1	3
fam_000187	XP_002910203.1	2
fam_000188	XP_002910225.1	2
fam_000189	XP_002910232.1	2
fam_000190	XP_002910233.1	4
fam_000191	XP_002910255.1	3
fam_000192	XP_002910260.1	3
fam_000193	XP_002910264.1	2
fam_000194	XP_002910265.1	4
fam_000195	XP_003027212.1	2
fam_000196	XP_003027217.2	3
fam_000197	XP_003027224.1	6
fam_000198	XP_003027235.1	4
fam_000199	XP_003027238.1	3
fam_000200	XP_003027240.1	3
fam_000201	XP_003027241.1	10
fam_000202	XP_003027246.1	6
fam_000203	XP_003027250.1	2
fam_000204	XP_003027261.1	4
fam_000205	XP_003027266.1	9
fam_000206	XP_003027277.1	8
fam_000207	XP_003027287.1	2
fam_000208	XP_003027294.1	2
fam_000209	XP_003027297.1	14
fam_000210	XP_003027316.1	2
fam_000211	XP_003031379.1	10
fam_000212	XP_003031381.1	4
fam_000213	XP_003031384.1	4
fam_000214	XP_003031419.2	7
fam_000215	XP_003031422.1	3
fam_000216	XP_003031424.1	4
fam_000217	XP_003031431.1	2
fam_000218	XP_003031434.1	10
fam_000219	XP_003031436.1	3
fam_000220	XP_003031437.1	2
fam_000221	XP_003031448.1	2
fam_000222	XP_003031460.2	6
fam_000223	XP_003031462.1	4
fam_000224	XP_003031468.2	2
fam_000225	XP_003031472.1	4
fam_000226	XP_003031474.2	4
fam_000227	XP_003031479.1	2
fam_000228	XP_003031480.1	2
fam_000229	XP_003031482.2	1
fam_000230	XP_003031475.2	1
fam_000231	XP_003031483.1	8
fam_000232	XP_003031485.1	2
fam_000233	XP_003031497.1	3
fam_000234	XP_003035664.1	1
fam_000235	XP_003036608.1	1
fam_000236	XP_003035676.1	2
fam_000237	XP_003035683.1	4
fam_000238	XP_003035685.1	4
fam_000239	XP_003035689.1	4
fam_000240	XP_003035704.1	4
fam_000241	XP_003035712.1	3
fam_000242	XP_003035713.1	3
fam_000243	XP_003035725.1	3
fam_000244	XP_003035731.1	6
fam_000245	XP_003035747.2	4
fam_000246	XP_003035759.1	4
fam_000247	XP_003035763.2	3
fam_000248	XP_003035776.1	4
fam_000249	XP_050197328.1	5
fam_000250	XP_050197334.1	6
fam_000251	XP_050197337.1	6
fam_000252	XP_050197338.1	7
fam_000253	XP_050197351.1	1
fam_000254	XP_050197355.1	1
fam_000255	XP_050199044.1	2
fam_000256	XP_050198336.1	1
fam_000257	XP_050197363.1	2
fam_000258	XP_050197364.1	2
fam_000259	XP_050197366.1	2
fam_000260	XP_050197368.1	3
fam_000261	XP_050197372.1	5
fam_000262	XP_050197373.1	3
fam_000263	XP_050197374.1	2
fam_000264	XP_050197384.1	3
fam_000265	XP_050197410.1	2
fam_000266	XP_050197412.1	4
fam_000267	XP_050197420.1	2
fam_000268	XP_050197422.1	2
fam_000269	XP_050200137.1	3
fam_000270	XP_050200144.1	8
fam_000271	XP_050200146.1	6
fam_000272	XP_001874683.1	1
fam_000273	XP_001888751.1	1
fam_000274	XP_001876995.1	4
fam_000275	XP_001876996.1	5
fam_000276	XP_001877005.1	2
fam_000277	XP_001877013.1	4
fam_000278	XP_001877017.1	4
fam_000279	XP_001877019.1	4
fam_000280	XP_001877026.1	4
fam_000281	XP_001877035.1	4
fam_000282	XP_001877037.1	4
fam_000283	XP_001877040.1	4
fam_000284	XP_001877046.1	8
fam_000285	XP_001877053.1	3
fam_000286	XP_001877062.1	4
fam_000287	XP_001877073.1	3
fam_000288	XP_001877075.1	3
fam_000289	XP_001877076.1	3
fam_000290	XP_001877081.1	4
fam_000291	XP_001877082.1	4
fam_000292	XP_001877084.1	4
fam_000293	XP_001878797.1	12
fam_000294	XP_001878826.1	4
fam_000295	XP_001878836.1	2
fam_000296	XP_001878838.1	2
fam_000297	XP_001878845.1	3
fam_000298	XP_001878847.1	4
fam_000299	XP_001878851.1	3
fam_000300	XP_001878859.1	2
fam_000301	XP_001878862.1	14
fam_000302	XP_001878864.1	2
fam_000303	XP_001878876.1	4
fam_000304	XP_001878878.1	2
fam_000305	XP_001891003.1	1
fam_000306	XP_001880887.1	2
fam_000307	XP_001880889.1	3
fam_000308	XP_001880890.1	2
fam_000309	XP_001880892.1	4
fam_000310	XP_001880896.1	4
fam_000311	XP_001880901.1	2
fam_000312	XP_001880905.1	4
fam_000313	XP_001880913.1	5
fam_000314	XP_001880917.1	3
fam_000315	XP_001880922.1	3
fam_000316	XP_001880923.1	2
fam_000317	XP_001880935.1	4
fam_000318	XP_001880936.1	3
fam_000319	XP_001880945.1	3
fam_000320	XP_001880950.1	4
fam_000321	XP_001880955.1	3
fam_000322	XP_001880957.1	3
fam_000323	XP_001880961.1	4
fam_000324	XP_001880964.1	3
fam_000325	XP_001880965.1	4
fam_000326	XP_001880966.1	3
fam_000327	XP_001880968.1	4
fam_000328	XP_001880976.1	4
fam_000329	XP_001880982.1	4
fam_000330	XP_001882894.1	2
fam_000331	XP_001882897.1	3
fam_000332	XP_001882940.1	1
fam_000333	XP_001882814.1	1
fam_000334	XP_001882946.1	3
fam_000335	XP_001882953.1	2
fam_000336	XP_001882961.1	6
fam_000337	XP_001882968.1	1
fam_000338	XP_001891244.1	1
fam_000339	XP_001882970.1	10
fam_000340	XP_001882983.1	3
fam_000341	XP_001833506.2	4
fam_000342	XP_001833507.1	3
fam_000343	XP_001833550.1	2
fam_000344	XP_001833555.2	3
fam_000345	XP_001833559.2	4
fam_000346	XP_001833564.2	3
fam_000347	XP_001833572.1	4
fam_000348	XP_001833575.2	4
fam_000349	XP_001833584.2	4
fam_000350	XP_001833598.2	4
fam_000351	XP_001833599.1	4
fam_000352	XP_001833601.2	3
fam_000353	XP_001833605.2	2
fam_000354	XP_001833613.1	4
fam_000355	XP_001833619.2	4
fam_000356	XP_001833621.2	3
fam_000357	XP_001833623.2	1
fam_000358	XP_001833608.1	1
fam_000359	XP_001833636.2	4
fam_000360	XP_001833637.2	3
fam_000361	XP_001833643.1	3
fam_000362	XP_001833644.2	7
fam_000363	XP_001836614.1	6
fam_000364	XP_001836622.1	2
fam_000365	XP_001836624.2	4
fam_000366	XP_001836634.1	2
fam_000367	XP_001836649.2	2
fam_000368	XP_001836653.1	4
fam_000369	XP_001836663.1	4
fam_000370	XP_001836664.1	4
fam_000371	XP_001836667.2	4
fam_000372	XP_001836668.1	3
fam_000373	XP_001836671.2	2
fam_000374	XP_001836679.2	4
fam_000375	XP_001836681.1	5
fam_000376	XP_001836688.2	2
fam_000377	XP_001836695.1	4
fam_000378	XP_001836701.1	6
fam_000379	XP_001836703.1	2
fam_000380	XP_001836713.2	4
fam_000381	XP_001836725.2	6
fam_000382	XP_001836727.1	4
fam_000383	XP_001840220.1	4
fam_000384	XP_001840224.2	3
fam_000385	XP_001840225.2	2
fam_000386	XP_001840231.2	4
fam_000387	XP_001840233.1	2
fam_000388	XP_001840235.2	3
fam_000389	XP_001840238.2	2
fam_000390	XP_001840240.2	10
fam_000391	XP_001874539.1	1
fam_000392	XP_001840241.1	4
fam_000393	XP_001840250.1	3
fam_000394	XP_001840251.1	2
fam_000395	XP_001840253.2	2
fam_000396	XP_001840262.2	3
fam_000397	XP_001840280.2	23
fam_000398	XP_001840282.2	2
fam_000399	XP_001840300.2	2
fam_000400	XP_001840320.2	4
fam_000401	XP_001840333.2	3
fam_000402	XP_001840335.2	4
fam_000403	XP_001840336.2	4
fam_000404	XP_002911682.1	2
fam_000405	XP_002911684.1	4
fam_000406	XP_002911686.1	3
fam_000407	XP_002911688.1	3
fam_000408	XP_002911692.1	2
fam_000409	XP_002911694.1	4
fam_000410	XP_002911695.1	2
fam_000411	XP_002911707.1	3
fam_000412	XP_002911708.1	4
fam_000413	XP_002911724.1	3
fam_000414	XP_002911740.1	3
fam_000415	XP_002911755.1	3
fam_000416	XP_003028770.1	11
fam_000417	XP_003028783.1	4
fam_000418	XP_003028823.1	4
fam_000419	XP_003028847.2	2
fam_000420	XP_003028849.1	7
fam_000421	XP_003028850.1	3
fam_000422	XP_003028874.2	2
fam_000423	XP_003028876.1	3
fam_000424	XP_003028879.1	4
fam_000425	XP_003028881.1	4
fam_000426	XP_003033676.1	4
fam_000427	XP_003033706.1	4
fam_000428	XP_003033729.1	3
fam_000429	XP_003033734.1	6
fam_000430	XP_003033738.1	3
fam_000431	XP_003033743.1	5
fam_000432	XP_003033746.1	2
fam_000433	XP_003033752.1	2
fam_000434	XP_003033767.2	7
fam_000435	XP_003033771.1	2
fam_000436	XP_003036588.2	4
fam_000437	XP_003036594.2	4
fam_000438	XP_003036609.2	4
fam_000439	XP_003036610.2	4
fam_000440	XP_003036612.2	4
fam_000441	XP_003036617.2	4
fam_000442	XP_003036626.2	3
fam_000443	XP_003036638.1	3
fam_000444	XP_003036639.2	2
fam_000445	XP_003036640.1	4
fam_000446	XP_003036649.1	4
fam_000447	XP_003036658.1	9
fam_000448	XP_003036679.1	4
fam_000449	XP_003036681.1	3
fam_000450	XP_003036684.1	2
fam_000451	XP_003036687.1	1
fam_000452	XP_003036688.2	1
fam_000453	XP_003036710.1	2
fam_000454	XP_003036713.1	4
fam_000455	XP_003036716.2	3
fam_000456	XP_003036718.1	4
fam_000457	XP_050197536.1	4
fam_000458	XP_050197545.1	2
fam_000459	XP_050197549.1	5
fam_000460	XP_050197574.1	4
fam_000461	XP_050197577.1	2
fam_000462	XP_050197587.1	1
fam_000463	XP_003027713.1	1
fam_000464	XP_050197591.1	3
fam_000465	XP_050197602.1	2
fam_000466	XP_050197611.1	1
fam_000467	XP_003026961.1	1
fam_000468	XP_050197626.1	2
fam_000469	XP_003027001.1	1
fam_000470	XP_050197627.1	2
fam_000471	XP_050200334.1	2
fam_000472	XP_050200357.1	22
fam_000473	XP_050200360.1	6
fam_000474	XP_050200369.1	5
fam_000475	XP_050200370.1	7
fam_000476	XP_050200375.1	3
fam_000477	XP_050200376.1	3
fam_000478	XP_050200381.1	2
fam_000479	XP_050200388.1	2
fam_000480	XP_050200395.1	4
fam_000481	XP_050200402.1	3
fam_000482	XP_050200417.1	4
fam_000483	XP_050200419.1	7
fam_000484	XP_050200422.1	4
fam_000485	XP_050200426.1	2
fam_000486	XP_007333854.1	4
fam_000487	XP_007333857.1	2
fam_000488	XP_007333865.1	2
fam_000489	XP_007333867.1	3
fam_000490	XP_007333876.1	3
fam_000491	XP_007333878.1	5
fam_000492	XP_007333882.1	3
fam_000493	XP_007333889.1	4
fam_000494	XP_007333902.1	2
fam_000495	XP_007333906.1	5
fam_000496	XP_001873687.1	2
fam_000497	XP_001873691.1	7
fam_000498	XP_001873700.1	4
fam_000499	XP_001873717.1	2
fam_000500	XP_001873739.1	2
fam_000501	XP_001873740.1	5
fam_000502	XP_001873753.1	38
fam_000503	XP_001873760.1	4
fam_000504	XP_001873769.1	4
fam_000505	XP_001873770.1	2
fam_000506	XP_001873771.1	8
fam_000507	XP_001873778.1	4
fam_000508	XP_001873780.1	2
fam_000509	XP_001876187.1	4
fam_000510	XP_001876191.1	4
fam_000511	XP_001876194.1	2
fam_000512	XP_001876195.1	3
fam_000513	XP_001876199.1	4
fam_000514	XP_001876201.1	4
fam_000515	XP_001876209.1	3
fam_000516	XP_001876213.1	5
fam_000517	XP_001876214.1	4
fam_000518	XP_001876219.1	3
fam_000519	XP_001876224.1	4
fam_000520	XP_001876225.1	4
fam_000521	XP_001876232.1	4
fam_000522	XP_001876240.1	3
fam_000523	XP_001876241.1	3
fam_000524	XP_001876242.1	4
fam_000525	XP_001876243.1	3
fam_000526	XP_001876246.1	3
fam_000527	XP_001876249.1	4
fam_000528	XP_001876251.1	6
fam_000529	XP_001876252.1	3
fam_000530	XP_001876256.1	3
fam_000531	XP_001876257.1	4
fam_000532	XP_001876259.1	2
fam_000533	XP_001876263.1	3
fam_000534	XP_001876265.1	2
fam_000535	XP_001876269.1	2
fam_000536	XP_001876276.1	3
fam_000537	XP_001876279.1	4
fam_000538	XP_001876281.1	2
fam_000539	XP_001876284.1	4
fam_000540	XP_001878587.1	4
fam_000541	XP_001878588.1	4
fam_000542	XP_001878594.1	3
fam_000543	XP_001878598.1	3
fam_000544	XP_001878603.1	4
fam_000545	XP_001878608.1	4
fam_000546	XP_001878610.1	4
fam_000547	XP_001878615.1	2
fam_000548	XP_001878617.1	2
fam_000549	XP_001878620.1	4
fam_000550	XP_001878625.1	4
fam_000551	XP_001878629.1	2
fam_000552	XP_001878633.1	4
fam_000553	XP_001878635.1	9
fam_000554	XP_001878642.1	4
fam_000555	XP_001878643.1	4
fam_000556	XP_001878648.1	4
fam_000557	XP_001878649.1	4
fam_000558	XP_001878650.1	3
fam_000559	XP_001878654.1	3
fam_000560	XP_001878658.1	3
fam_000561	XP_001878660.1	3
fam_000562	XP_001878661.1	2
fam_000563	XP_001878673.1	2
fam_000564	XP_001878683.1	1
fam_000565	XP_001878918.1	1
fam_000566	XP_001888393.1	2
fam_000567	XP_001888394.1	3
fam_000568	XP_001888395.1	2
fam_000569	XP_001888397.1	4
fam_000570	XP_001888403.1	4
fam_000571	XP_001888408.1	2
fam_000572	XP_001888409.1	4
fam_000573	XP_001888417.1	2
fam_000574	XP_001888420.1	10
fam_000575	XP_001888447.1	2
fam_000576	XP_001888456.1	5
fam_000577	XP_001888458.1	7
fam_000578	XP_001888460.1	4
fam_000579	XP_001888462.1	2
fam_000580	XP_001888464.1	2
fam_000581	XP_001888474.1	2
fam_000582	XP_001889489.1	3
fam_000583	XP_001889491.1	10
fam_000584	XP_001889500.1	4
fam_000585	XP_001889502.1	3
fam_000586	XP_001889520.1	26
fam_000587	XP_001889524.1	2
fam_000588	XP_001889525.1	3
fam_000589	XP_001889527.1	2
fam_000590	XP_001889536.1	4
fam_000591	XP_001889540.1	2
fam_000592	XP_001889543.1	3
fam_000593	XP_001889546.1	1
fam_000594	XP_001881978.1	2
fam_000595	XP_001889547.1	2
fam_000596	XP_001889559.1	2
fam_000597	XP_001889566.1	1
fam_000598	XP_001889564.1	1
fam_000599	XP_001889568.1	2
fam_000600	XP_001889569.1	2
fam_000601	XP_001889570.1	6
fam_000602	XP_001889579.1	2
fam_000603	XP_001889580.1	2
fam_000604	XP_001889584.1	1
fam_000605	XP_001887522.1	1
fam_000606	XP_001890593.1	2
fam_000607	XP_001890595.1	2
fam_000608	XP_001890600.1	5
fam_000609	XP_001890612.1	2
fam_000610	XP_001890640.1	2
fam_000611	XP_001890647.1	2
fam_000612	XP_001890648.1	2
fam_000613	XP_001890649.1	2
fam_000614	XP_001890652.1	4
fam_000615	XP_001890655.1	3
fam_000616	XP_001890667.1	2
fam_000617	XP_001890669.1	2
fam_000618	XP_001890672.1	3
fam_000619	XP_001828883.2	3
fam_000620	XP_001828886.1	2
fam_000621	XP_001828887.2	2
fam_000622	XP_001828889.1	3
fam_000623	XP_001828890.2	3
fam_000624	XP_001828897.2	3
fam_000625	XP_001828906.2	3
fam_000626	XP_001828907.2	15
fam_000627	XP_001828910.2	3
fam_000628	XP_001828912.2	4
fam_000629	XP_001828920.1	4
fam_000630	XP_001828921.2	4
fam_000631	XP_001828923.2	4
fam_000632	XP_001828924.1	4
fam_000633	XP_001828925.1	4
fam_000634	XP_001828926.1	3
fam_000635	XP_001828928.2	3
fam_000636	XP_001828930.2	4
fam_000637	XP_001828932.2	3
fam_000638	XP_001828937.2	4
fam_000639	XP_001828941.1	3
fam_000640	XP_001828943.2	3
fam_000641	XP_001828948.1	4
fam_000642	XP_001828951.1	4
fam_000643	XP_001828952.2	4
fam_000644	XP_001828956.1	4
fam_000645	XP_001828958.2	2
fam_000646	XP_001828965.1	2
fam_000647	XP_001828972.1	3
fam_000648	XP_001830636.1	2
fam_000649	XP_001830643.2	8
fam_000650	XP_001830664.1	3
fam_000651	XP_001830669.2	3
fam_000652	XP_001830670.2	3
fam_000653	XP_001830680.2	11
fam_000654	XP_001830684.2	4
fam_000655	XP_001830688.2	2
fam_000656	XP_001830689.2	3
fam_000657	XP_001830691.2	4
fam_000658	XP_001830699.1	4
fam_000659	XP_001830706.2	12
fam_000660	XP_001830710.2	2
fam_000661	XP_001830712.2	4
fam_000662	XP_001830716.1	2
fam_000663	XP_001830726.1	3
fam_000664	XP_001830732.1	4
fam_000665	XP_001830733.2	4
fam_000666	XP_001830738.2	2
fam_000667	XP_001830742.1	14
fam_000668	XP_001830745.1	2
fam_000669	XP_001832676.1	4
fam_000670	XP_001832710.1	4
fam_000671	XP_001832747.2	2
fam_000672	XP_001832748.1	12
fam_000673	XP_001832751.2	7
fam_000674	XP_001832758.2	3
fam_000675	XP_001832772.1	10
fam_000676	XP_001832789.1	2
fam_000677	XP_001835550.2	5
fam_000678	XP_001835564.2	2
fam_000679	XP_001835565.2	2
fam_000680	XP_001835582.2	4
fam_000681	XP_001835602.2	3
fam_000682	XP_001835604.2	4
fam_000683	XP_001835614.2	3
fam_000684	XP_001835634.1	4
fam_000685	XP_001835638.2	4
fam_000686	XP_001835646.2	3
fam_000687	XP_001835648.1	2
fam_000688	XP_001835656.2	2
fam_000689	XP_001835657.2	2
fam_000690	XP_001835660.2	3
fam_000691	XP_001835665.1	3
fam_000692	XP_001835666.1	3
fam_000693	XP_001839003.2	3
fam_000694	XP_001839004.1	2
fam_000695	XP_001839009.1	8
fam_000696	XP_001839010.2	2
fam_000697	XP_001839011.2	6
fam_000698	XP_001839027.2	5
fam_000699	XP_001839069.1	3
fam_000700	XP_001839074.2	2
fam_000701	XP_001839078.1	4
fam_000702	XP_001839082.1	6
fam_000703	XP_001839104.1	2
fam_000704	XP_001839106.1	2
fam_000705	XP_001839111.2	2
fam_000706	XP_001839113.1	4
fam_000707	XP_001839123.2	4
fam_000708	XP_001839128.1	4
fam_000709	XP_002910668.1	4
fam_000710	XP_002910681.1	4
fam_000711	XP_002910688.1	4
fam_000712	XP_002910691.1	3
fam_000713	XP_002910695.1	4
fam_000714	XP_002910728.1	12
fam_000715	XP_002910736.1	4
fam_000716	XP_002910740.1	2
fam_000717	XP_002910743.1	5
fam_000718	XP_002910750.1	6
fam_000719	XP_003027985.1	2
fam_000720	XP_003027986.1	3
fam_000721	XP_003027992.1	3
fam_000722	XP_003027994.1	2
fam_000723	XP_003028019.1	2
fam_000724	XP_003028021.1	4
fam_000725	XP_003028024.1	4
fam_000726	XP_003028044.1	2
fam_000727	XP_003028045.1	2
fam_000728	XP_003028055.1	4
fam_000729	XP_003028064.1	2
fam_000730	XP_003028070.1	3
fam_000731	XP_003028085.1	1
fam_000732	XP_003034240.1	1
fam_000733	XP_003028088.1	2
fam_000734	XP_003028093.1	2
fam_000735	XP_003028096.1	3
fam_000736	XP_003028099.1	2
fam_000737	XP_003028102.1	4
fam_000738	XP_003031632.1	11
fam_000739	XP_003031641.1	2
fam_000740	XP_003031646.1	2
fam_000741	XP_003031647.1	3
fam_000742	XP_003031652.1	4
fam_000743	XP_003031653.2	4
fam_000744	XP_003031660.1	3
fam_000745	XP_003031661.1	4
fam_000746	XP_003031665.1	4
fam_000747	XP_003031679.1	4
fam_000748	XP_003031714.1	3
fam_000749	XP_003031729.1	3
fam_000750	XP_003031732.2	2
fam_000751	XP_003031734.1	3
fam_000752	XP_003031741.1	5
fam_000753	XP_003035249.1	3
fam_000754	XP_003035261.1	4
fam_000755	XP_003035262.1	3
fam_000756	XP_003035269.1	4
fam_000757	XP_003035278.1	3
fam_000758	XP_003035280.1	7
fam_000759	XP_003035289.2	2
fam_000760	XP_003035291.2	3
fam_000761	XP_003035298.1	3
fam_000762	XP_003035300.1	4
fam_000763	XP_003035303.1	4
fam_000764	XP_003035304.1	4
fam_000765	XP_003035307.1	6
fam_000766	XP_003035316.2	2
fam_000767	XP_003035322.1	2
fam_000768	XP_003035329.1	4
fam_000769	XP_003035338.1	2
fam_000770	XP_003035342.2	4
fam_000771	XP_003035346.1	4
fam_000772	XP_003035364.1	3
fam_000773	XP_003035369.1	7
fam_000774	XP_050197229.1	1
fam_000775	XP_003026659.1	3
fam_000776	XP_050197238.1	3
fam_000777	XP_050197244.1	2
fam_000778	XP_050197247.1	3
fam_000779	XP_050197248.1	2
fam_000780	XP_050197266.1	4
fam_000781	XP_050197274.1	2
fam_000782	XP_050197277.1	4
fam_000783	XP_050197284.1	2
fam_000784	XP_050197294.1	2
fam_000785	XP_050197295.1	2
fam_000786	XP_050197298.1	2
fam_000787	XP_050197299.1	2
fam_000788	XP_050197302.1	1
fam_000789	XP_050197278.1	1
fam_000790	XP_050197304.1	4
fam_000791	XP_050197305.1	3
fam_000792	XP_050197307.1	2
fam_000793	XP_050199272.1	1
fam_000794	XP_050197309.1	3
fam_000795	XP_050197311.1	4
fam_000796	XP_050197314.1	2
fam_000797	XP_050197317.1	3
fam_000798	XP_050200028.1	5
fam_000799	XP_050200033.1	2
fam_000800	XP_050200034.1	2
fam_000801	XP_050200035.1	2
fam_000802	XP_050200046.1	2
fam_000803	XP_050200051.1	1
fam_000804	XP_003036285.1	1
fam_000805	XP_050200058.1	4
fam_000806	XP_050200082.1	3
fam_000807	XP_050200088.1	5
fam_000808	XP_050200091.1	3
fam_000809	XP_050200093.1	2
fam_000810	XP_050200097.1	15
fam_000811	XP_050200101.1	8
fam_000812	XP_050200104.1	4
fam_000813	XP_050200108.1	5
fam_000814	XP_050200110.1	2
fam_000815	XP_050200119.1	3
fam_000816	XP_050200120.1	3
fam_000817	XP_050200125.1	3
fam_000818	XP_050203036.1	1
fam_000819	XP_050201558.1	1
fam_000820	XP_050203053.1	7
fam_000821	XP_050203060.1	4
fam_000822	XP_050203063.1	1
