family_index	representative_id	n_members
fam_000272	tr|A0ACF5C9U2|A0ACF5C9U2_9PEZI	2
fam_000273	tr|A0ACF5CET3|A0ACF5CET3_9PEZI	3
fam_000274	tr|A0ACF5CFC4|A0ACF5CFC4_9PEZI	9
fam_000275	tr|A0ACF5BQV4|A0ACF5BQV4_9PEZI	1
fam_000276	tr|A0ACF5BYG3|A0ACF5BYG3_9PEZI	1
fam_000277	tr|A0ACF5BSK5|A0ACF5BSK5_9PEZI	3
fam_000278	tr|A0ACF5BUJ6|A0ACF5BUJ6_9PEZI	2
fam_000279	tr|A0ACF5BWN4|A0ACF5BWN4_9PEZI	5
fam_000280	tr|A0ACF5BZN4|A0ACF5BZN4_9PEZI	5
fam_000281	tr|A0ACF5C1Z7|A0ACF5C1Z7_9PEZI	3
fam_000282	tr|A0ACF5C4G2|A0ACF5C4G2_9PEZI	4
fam_000283	tr|A0ACF5C563|A0ACF5C563_9PEZI	1
fam_000284	tr|A0ACF5BK38|A0ACF5BK38_9PEZI	1
fam_000285	tr|A0ACF5C4V4|A0ACF5C4V4_9PEZI	3
fam_000286	tr|A0ACF5CDF7|A0ACF5CDF7_9PEZI	2
fam_000287	tr|A0ACF5BNN4|A0ACF5BNN4_9PEZI	5
fam_000288	tr|A0ACF5BPA5|A0ACF5BPA5_9PEZI	5
fam_000289	tr|A0ACF5BQ06|A0ACF5BQ06_9PEZI	4
fam_000290	tr|A0ACF5BRR9|A0ACF5BRR9_9PEZI	2
fam_000291	tr|A0ACF5BRU2|A0ACF5BRU2_9PEZI	4
fam_000292	tr|A0ACF5C2U9|A0ACF5C2U9_9PEZI	2
fam_000293	tr|A0ACF5C3W3|A0ACF5C3W3_9PEZI	2
fam_000294	tr|A0ACF5C525|A0ACF5C525_9PEZI	10
fam_000295	tr|A0ACF5C761|A0ACF5C761_9PEZI	4
fam_000296	tr|A0ACF5C435|A0ACF5C435_9PEZI	1
fam_000297	tr|A0ACF5BZE7|A0ACF5BZE7_9PEZI	1
fam_000298	tr|A0ACF5C4X7|A0ACF5C4X7_9PEZI	1
fam_000299	tr|A0ACF5BWD9|A0ACF5BWD9_9PEZI	1
fam_000300	tr|A0ACF5C554|A0ACF5C554_9PEZI	3
fam_000301	tr|A0ACF5CHR6|A0ACF5CHR6_9PEZI	5
fam_000302	tr|A0ACF5CIA4|A0ACF5CIA4_9PEZI	7
fam_000303	tr|A0ACF5CIF1|A0ACF5CIF1_9PEZI	2
fam_000304	tr|A0ACF5BM57|A0ACF5BM57_9PEZI	2
fam_000305	tr|A0ACF5BND6|A0ACF5BND6_9PEZI	5
fam_000306	tr|A0ACF5BPH4|A0ACF5BPH4_9PEZI	5
fam_000307	tr|A0ACF5BQQ7|A0ACF5BQQ7_9PEZI	3
fam_000308	tr|A0ACF5BRI9|A0ACF5BRI9_9PEZI	5
fam_000309	tr|A0ACF5BS04|A0ACF5BS04_9PEZI	2
fam_000310	tr|A0ACF5C237|A0ACF5C237_9PEZI	2
fam_000311	tr|A0ACF5C8E9|A0ACF5C8E9_9PEZI	5
fam_000312	tr|A0ACF5C9A1|A0ACF5C9A1_9PEZI	6
fam_000313	tr|A0ACF5CC82|A0ACF5CC82_9PEZI	5
fam_000314	tr|A0ACF5CD15|A0ACF5CD15_9PEZI	21
fam_000315	tr|A0ACF5CGZ1|A0ACF5CGZ1_9PEZI	3
fam_000316	tr|A0ACF5CIU7|A0ACF5CIU7_9PEZI	5
fam_000317	tr|A0ACF5BP81|A0ACF5BP81_9PEZI	2
fam_000318	tr|A0ACF5BQB0|A0ACF5BQB0_9PEZI	4
fam_000319	tr|A0ACF5BRD6|A0ACF5BRD6_9PEZI	2
fam_000320	tr|A0ACF5BXG6|A0ACF5BXG6_9PEZI	5
fam_000321	tr|A0ACF5BXG7|A0ACF5BXG7_9PEZI	5
fam_000322	tr|A0ACF5C3B5|A0ACF5C3B5_9PEZI	3
fam_000323	tr|A0ACF5C555|A0ACF5C555_9PEZI	5
fam_000324	tr|A0ACF5C8I6|A0ACF5C8I6_9PEZI	5
fam_000325	tr|A0ACF5CE03|A0ACF5CE03_9PEZI	4
fam_000326	tr|A0ACF5CGT8|A0ACF5CGT8_9PEZI	5
fam_000327	tr|A0ACF5BKR7|A0ACF5BKR7_9PEZI	4
fam_000328	tr|A0ACF5BU55|A0ACF5BU55_9PEZI	16
fam_000329	tr|A0ACF5BY75|A0ACF5BY75_9PEZI	3
fam_000330	tr|A0ACF5BYL2|A0ACF5BYL2_9PEZI	5
fam_000331	tr|A0ACF5BZE5|A0ACF5BZE5_9PEZI	5
fam_000332	tr|A0ACF5BZY3|A0ACF5BZY3_9PEZI	5
fam_000333	tr|A0ACF5BZZ6|A0ACF5BZZ6_9PEZI	5
fam_000334	tr|A0ACF5C0G7|A0ACF5C0G7_9PEZI	3
fam_000335	tr|A0ACF5C106|A0ACF5C106_9PEZI	4
fam_000336	tr|Q7S461|Q7S461_NEUCR	5
fam_000337	sp|Q873E8|GSHR_NEUCR	4
fam_000338	sp|P37211|ATPA_NEUCR	5
fam_000339	tr|Q1K4L9|Q1K4L9_NEUCR	4
fam_000340	tr|Q7RX07|Q7RX07_NEUCR	2
fam_000341	tr|Q7RXQ5|Q7RXQ5_NEUCR	5
fam_000342	tr|Q7RZE1|Q7RZE1_NEUCR	3
fam_000343	tr|Q7SGB2|Q7SGB2_NEUCR	3
fam_000344	tr|Q7SGN7|Q7SGN7_NEUCR	5
fam_000345	tr|Q7SGQ7|Q7SGQ7_NEUCR	24
fam_000346	tr|Q7SHS8|Q7SHS8_NEUCR	4
fam_000347	sp|Q9C291|MRE11_NEUCR	5
fam_000348	tr|V5IP70|V5IP70_NEUCR	4
fam_000349	tr|Q1K5T0|Q1K5T0_NEUCR	2
fam_000350	tr|Q1K7D0|Q1K7D0_NEUCR	4
fam_000351	tr|Q1K815|Q1K815_NEUCR	3
fam_000352	tr|Q1K8J9|Q1K8J9_NEUCR	5
fam_000353	tr|Q7S683|Q7S683_NEUCR	3
fam_000354	sp|Q7SCE9|AA13_NEUCR	2
fam_000355	tr|Q7SHT0|Q7SHT0_NEUCR	5
fam_000356	tr|V5IMW7|V5IMW7_NEUCR	3
fam_000357	tr|V5IQ80|V5IQ80_NEUCR	3
fam_000358	sp|P24919|NDUA5_NEUCR	5
fam_000359	tr|Q1K788|Q1K788_NEUCR	2
fam_000360	tr|Q7RV07|Q7RV07_NEUCR	5
fam_000361	sp|Q7RZ35|DBP4_NEUCR	5
fam_000362	tr|Q7RZE6|Q7RZE6_NEUCR	4
fam_000363	tr|Q7RZR3|Q7RZR3_NEUCR	5
fam_000364	tr|Q7SD08|Q7SD08_NEUCR	5
fam_000365	tr|U9WGD4|U9WGD4_NEUCR	4
fam_000366	tr|A7UXI2|A7UXI2_NEUCR	4
fam_000367	tr|Q1K7G5|Q1K7G5_NEUCR	4
fam_000368	tr|Q7RWD5|Q7RWD5_NEUCR	2
fam_000369	tr|Q7S2E1|Q7S2E1_NEUCR	3
fam_000370	tr|Q7S3Z2|Q7S3Z2_NEUCR	4
fam_000371	tr|Q7S829|Q7S829_NEUCR	5
fam_000372	tr|Q7SB78|Q7SB78_NEUCR	6
fam_000373	sp|Q7SFY0|SSU72_NEUCR	5
fam_000374	tr|Q7RY10|Q7RY10_NEUCR	4
fam_000375	tr|Q7S1E1|Q7S1E1_NEUCR	2
fam_000376	tr|A0A0D8JVM0|A0A0D8JVM0_COCIM	5
fam_000377	tr|A0A0D8JWQ4|A0A0D8JWQ4_COCIM	2
fam_000378	tr|A0A0E1RUQ3|A0A0E1RUQ3_COCIM	5
fam_000379	tr|A0A0E1RUU9|A0A0E1RUU9_COCIM	5
fam_000380	tr|A0A0E1RUY4|A0A0E1RUY4_COCIM	3
fam_000381	tr|A0A0E1RYK4|A0A0E1RYK4_COCIM	5
fam_000382	tr|J3K1T0|J3K1T0_COCIM	5
fam_000383	tr|J3K6Y9|J3K6Y9_COCIM	5
fam_000384	tr|J3K707|J3K707_COCIM	3
fam_000385	tr|J3KBB1|J3KBB1_COCIM	4
fam_000386	tr|J3KE23|J3KE23_COCIM	3
fam_000387	tr|J3KG15|J3KG15_COCIM	4
fam_000388	tr|J3KH22|J3KH22_COCIM	5
fam_000389	tr|J3KLD6|J3KLD6_COCIM	4
fam_000390	tr|J3KLE3|J3KLE3_COCIM	4
fam_000391	sp|Q1DLC7|NTE1_COCIM	5
fam_000392	tr|A0A0D8JXR9|A0A0D8JXR9_COCIM	8
fam_000393	tr|A0A0E1RYU4|A0A0E1RYU4_COCIM	2
fam_000394	tr|A0A0E1S4M2|A0A0E1S4M2_COCIM	2
fam_000395	tr|J3K2L1|J3K2L1_COCIM	3
fam_000396	tr|J3K2M7|J3K2M7_COCIM	3
fam_000397	tr|J3K4A1|J3K4A1_COCIM	3
fam_000398	tr|J3K5K2|J3K5K2_COCIM	2
fam_000399	tr|J3K4X3|J3K4X3_COCIM	2
fam_000400	tr|J3K628|J3K628_COCIM	4
fam_000401	tr|J3K7T3|J3K7T3_COCIM	19
fam_000402	tr|J3KA46|J3KA46_COCIM	12
fam_000403	tr|J3KAT0|J3KAT0_COCIM	3
fam_000404	tr|J3KBS7|J3KBS7_COCIM	5
fam_000405	tr|J3KDD2|J3KDD2_COCIM	3
fam_000406	tr|J3KM18|J3KM18_COCIM	2
fam_000407	tr|A0A0D8JU03|A0A0D8JU03_COCIM	2
fam_000408	tr|A0A0E1RVL8|A0A0E1RVL8_COCIM	3
fam_000409	tr|A0A0E1RZ02|A0A0E1RZ02_COCIM	3
fam_000410	tr|J3K1N2|J3K1N2_COCIM	3
fam_000411	tr|J3K2L6|J3K2L6_COCIM	5
fam_000412	tr|J3K9R0|J3K9R0_COCIM	8
fam_000413	tr|J3KAP1|J3KAP1_COCIM	3
fam_000414	tr|J3KCL6|J3KCL6_COCIM	4
fam_000415	tr|J3KEX4|J3KEX4_COCIM	2
