GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Coccidioides immitis,GT-114,GT-114.pep.fa,GT-114.dna.fa,GT-114.gff3,GT-114,Coccidioides immitis
IN,Coccidioides immitis,GT-116,GT-116.pep.fa,GT-116.dna.fa,GT-116.gff3,GT-116,Coccidioides immitis
IN,Coccidioides immitis,GT-117,GT-117.pep.fa,GT-117.dna.fa,GT-117.gff3,GT-117,Coccidioides immitis
IN,Coccidioides immitis,GT-118,GT-118.pep.fa,GT-118.dna.fa,GT-118.gff3,GT-118,Coccidioides immitis
IN,Coccidioides immitis,GT-119,GT-119.pep.fa,GT-119.dna.fa,GT-119.gff3,GT-119,Coccidioides immitis
IN,Coccidioides immitis,GT-121,GT-121.pep.fa,GT-121.dna.fa,GT-121.gff3,GT-121,Coccidioides immitis
IN,Coccidioides immitis,GT-123,GT-123.pep.fa,GT-123.dna.fa,GT-123.gff3,GT-123,Coccidioides immitis
IN,Coccidioides immitis,GT-125,GT-125.pep.fa,GT-125.dna.fa,GT-125.gff3,GT-125,Coccidioides immitis
IN,Coccidioides immitis,GT-126,GT-126.pep.fa,GT-126.dna.fa,GT-126.gff3,GT-126,Coccidioides immitis
IN,Coccidioides immitis,GT-127,GT-127.pep.fa,GT-127.dna.fa,GT-127.gff3,GT-127,Coccidioides immitis
IN,Coccidioides immitis,GT-128,GT-128.pep.fa,GT-128.dna.fa,GT-128.gff3,GT-128,Coccidioides immitis
IN,Coccidioides immitis,GT-129,GT-129.pep.fa,GT-129.dna.fa,GT-129.gff3,GT-129,Coccidioides immitis
IN,Coccidioides immitis,GT-132,GT-132.pep.fa,GT-132.dna.fa,GT-132.gff3,GT-132,Coccidioides immitis
IN,Coccidioides immitis,GT-133,GT-133.pep.fa,GT-133.dna.fa,GT-133.gff3,GT-133,Coccidioides immitis
IN,Coccidioides immitis,GT-140,GT-140.pep.fa,GT-140.dna.fa,GT-140.gff3,GT-140,Coccidioides immitis
IN,Coccidioides immitis,GT-146,GT-146.pep.fa,GT-146.dna.fa,GT-146.gff3,GT-146,Coccidioides immitis
IN,Coccidioides immitis,GT-147,GT-147.pep.fa,GT-147.dna.fa,GT-147.gff3,GT-147,Coccidioides immitis
IN,Coccidioides immitis,GT-156,GT-156.pep.fa,GT-156.dna.fa,GT-156.gff3,GT-156,Coccidioides immitis
IN,Coccidioides immitis,GT-163,GT-163.pep.fa,GT-163.dna.fa,GT-163.gff3,GT-163,Coccidioides immitis
IN,Coccidioides immitis,GT-167,GT-167.pep.fa,GT-167.dna.fa,GT-167.gff3,GT-167,Coccidioides immitis
IN,Coccidioides immitis,GT-169,GT-169.pep.fa,GT-169.dna.fa,GT-169.gff3,GT-169,Coccidioides immitis
IN,Coccidioides immitis,Guerrero_1,Guerrero_1.pep.fa,Guerrero_1.dna.fa,Guerrero_1.gff3,Guerrero_1,Coccidioides immitis
IN,Coccidioides immitis,M204,M204.pep.fa,M204.dna.fa,M204.gff3,M204,Coccidioides immitis
IN,Coccidioides immitis,Michoacan_2,Michoacan_2.pep.fa,Michoacan_2.dna.fa,Michoacan_2.gff3,Michoacan_2,Coccidioides immitis
IN,Coccidioides immitis,RS,RS.pep.fa,RS.dna.fa,RS.gff3,RS,Coccidioides immitis
IN,Coccidioides immitis,SDVA1,SDVA1.pep.fa,SDVA1.dna.fa,SDVA1.gff3,SDVA1,Coccidioides immitis
IN,Coccidioides immitis,SDVA15,SDVA15.pep.fa,SDVA15.dna.fa,SDVA15.gff3,SDVA15,Coccidioides immitis
IN,Coccidioides immitis,SDVA17,SDVA17.pep.fa,SDVA17.dna.fa,SDVA17.gff3,SDVA17,Coccidioides immitis
IN,Coccidioides immitis,SDVA2,SDVA2.pep.fa,SDVA2.dna.fa,SDVA2.gff3,SDVA2,Coccidioides immitis
IN,Coccidioides immitis,SDVA3,SDVA3.pep.fa,SDVA3.dna.fa,SDVA3.gff3,SDVA3,Coccidioides immitis
IN,Coccidioides immitis,SDVA36,SDVA36.pep.fa,SDVA36.dna.fa,SDVA36.gff3,SDVA36,Coccidioides immitis
IN,Coccidioides immitis,SDVA38,SDVA38.pep.fa,SDVA38.dna.fa,SDVA38.gff3,SDVA38,Coccidioides immitis
IN,Coccidioides immitis,SDVA39,SDVA39.pep.fa,SDVA39.dna.fa,SDVA39.gff3,SDVA39,Coccidioides immitis
IN,Coccidioides immitis,SDVA4,SDVA4.pep.fa,SDVA4.dna.fa,SDVA4.gff3,SDVA4,Coccidioides immitis
IN,Coccidioides immitis,SDVA41,SDVA41.pep.fa,SDVA41.dna.fa,SDVA41.gff3,SDVA41,Coccidioides immitis
IN,Coccidioides immitis,SDVA44,SDVA44.pep.fa,SDVA44.dna.fa,SDVA44.gff3,SDVA44,Coccidioides immitis
IN,Coccidioides immitis,SDVA48,SDVA48.pep.fa,SDVA48.dna.fa,SDVA48.gff3,SDVA48,Coccidioides immitis
IN,Coccidioides immitis,SDVA5,SDVA5.pep.fa,SDVA5.dna.fa,SDVA5.gff3,SDVA5,Coccidioides immitis
IN,Coccidioides immitis,SDVA6,SDVA6.pep.fa,SDVA6.dna.fa,SDVA6.gff3,SDVA6,Coccidioides immitis
IN,Coccidioides immitis,SJV_1,SJV_1.pep.fa,SJV_1.dna.fa,SJV_1.gff3,SJV_1,Coccidioides immitis
IN,Coccidioides immitis,SJV_10,SJV_10.pep.fa,SJV_10.dna.fa,SJV_10.gff3,SJV_10,Coccidioides immitis
IN,Coccidioides immitis,SJV_11,SJV_11.pep.fa,SJV_11.dna.fa,SJV_11.gff3,SJV_11,Coccidioides immitis
IN,Coccidioides immitis,SJV_2,SJV_2.pep.fa,SJV_2.dna.fa,SJV_2.gff3,SJV_2,Coccidioides immitis
IN,Coccidioides immitis,SJV_4,SJV_4.pep.fa,SJV_4.dna.fa,SJV_4.gff3,SJV_4,Coccidioides immitis
IN,Coccidioides immitis,SJV_5,SJV_5.pep.fa,SJV_5.dna.fa,SJV_5.gff3,SJV_5,Coccidioides immitis
IN,Coccidioides immitis,SJV_6,SJV_6.pep.fa,SJV_6.dna.fa,SJV_6.gff3,SJV_6,Coccidioides immitis
IN,Coccidioides immitis,SJV_7,SJV_7.pep.fa,SJV_7.dna.fa,SJV_7.gff3,SJV_7,Coccidioides immitis
IN,Coccidioides immitis,SJV_8,SJV_8.pep.fa,SJV_8.dna.fa,SJV_8.gff3,SJV_8,Coccidioides immitis
IN,Coccidioides immitis,SJV_9,SJV_9.pep.fa,SJV_9.dna.fa,SJV_9.gff3,SJV_9,Coccidioides immitis
IN,Coccidioides immitis,San_Diego_1,San_Diego_1.pep.fa,San_Diego_1.dna.fa,San_Diego_1.gff3,San_Diego_1,Coccidioides immitis
IN,Coccidioides immitis,UTAH_20380X10,UTAH_20380X10.pep.fa,UTAH_20380X10.dna.fa,UTAH_20380X10.gff3,UTAH_20380X10,Coccidioides immitis
IN,Coccidioides immitis,UTAH_20380X16,UTAH_20380X16.pep.fa,UTAH_20380X16.dna.fa,UTAH_20380X16.gff3,UTAH_20380X16,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X111,UTAH_23742X111.pep.fa,UTAH_23742X111.dna.fa,UTAH_23742X111.gff3,UTAH_23742X111,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X123,UTAH_23742X123.pep.fa,UTAH_23742X123.dna.fa,UTAH_23742X123.gff3,UTAH_23742X123,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X138,UTAH_23742X138.pep.fa,UTAH_23742X138.dna.fa,UTAH_23742X138.gff3,UTAH_23742X138,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X153,UTAH_23742X153.pep.fa,UTAH_23742X153.dna.fa,UTAH_23742X153.gff3,UTAH_23742X153,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X162,UTAH_23742X162.pep.fa,UTAH_23742X162.dna.fa,UTAH_23742X162.gff3,UTAH_23742X162,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X170,UTAH_23742X170.pep.fa,UTAH_23742X170.dna.fa,UTAH_23742X170.gff3,UTAH_23742X170,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X205,UTAH_23742X205.pep.fa,UTAH_23742X205.dna.fa,UTAH_23742X205.gff3,UTAH_23742X205,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X206,UTAH_23742X206.pep.fa,UTAH_23742X206.dna.fa,UTAH_23742X206.gff3,UTAH_23742X206,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X211,UTAH_23742X211.pep.fa,UTAH_23742X211.dna.fa,UTAH_23742X211.gff3,UTAH_23742X211,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X214,UTAH_23742X214.pep.fa,UTAH_23742X214.dna.fa,UTAH_23742X214.gff3,UTAH_23742X214,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X223,UTAH_23742X223.pep.fa,UTAH_23742X223.dna.fa,UTAH_23742X223.gff3,UTAH_23742X223,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X225,UTAH_23742X225.pep.fa,UTAH_23742X225.dna.fa,UTAH_23742X225.gff3,UTAH_23742X225,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X227,UTAH_23742X227.pep.fa,UTAH_23742X227.dna.fa,UTAH_23742X227.gff3,UTAH_23742X227,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X235,UTAH_23742X235.pep.fa,UTAH_23742X235.dna.fa,UTAH_23742X235.gff3,UTAH_23742X235,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X241,UTAH_23742X241.pep.fa,UTAH_23742X241.dna.fa,UTAH_23742X241.gff3,UTAH_23742X241,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X242,UTAH_23742X242.pep.fa,UTAH_23742X242.dna.fa,UTAH_23742X242.gff3,UTAH_23742X242,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X255,UTAH_23742X255.pep.fa,UTAH_23742X255.dna.fa,UTAH_23742X255.gff3,UTAH_23742X255,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X257,UTAH_23742X257.pep.fa,UTAH_23742X257.dna.fa,UTAH_23742X257.gff3,UTAH_23742X257,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X260,UTAH_23742X260.pep.fa,UTAH_23742X260.dna.fa,UTAH_23742X260.gff3,UTAH_23742X260,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X31,UTAH_23742X31.pep.fa,UTAH_23742X31.dna.fa,UTAH_23742X31.gff3,UTAH_23742X31,Coccidioides immitis
IN,Coccidioides immitis,UTAH_23742X71,UTAH_23742X71.pep.fa,UTAH_23742X71.dna.fa,UTAH_23742X71.gff3,UTAH_23742X71,Coccidioides immitis
IN,Coccidioides immitis,VFC043,VFC043.pep.fa,VFC043.dna.fa,VFC043.gff3,VFC043,Coccidioides immitis
IN,Coccidioides immitis,VFC052,VFC052.pep.fa,VFC052.dna.fa,VFC052.gff3,VFC052,Coccidioides immitis
IN,Coccidioides immitis,WA_211,WA_211.pep.fa,WA_211.dna.fa,WA_211.gff3,WA_211,Coccidioides immitis
IN,Coccidioides immitis,WA_221,WA_221.pep.fa,WA_221.dna.fa,WA_221.gff3,WA_221,Coccidioides immitis
IN,Coccidioides immitis,Washington_1,Washington_1.pep.fa,Washington_1.dna.fa,Washington_1.gff3,Washington_1,Coccidioides immitis
IN,Coccidioides immitis,h5384,h5384.pep.fa,h5384.dna.fa,h5384.gff3,h5384,Coccidioides immitis
