Short,Species,Strain,Group,TaxonGroup,Protein_Source,Protein_Accession,Taxon_ID,Genome_Source,Genome_Accession,GFF3_Source,GFF3_Accession
485B-4_S_NEW_CPA0029,Coccidioides posadasii,485B-4_S_NEW_CPA0029,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_485B-4_S_NEW_CPA0029.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_485B-4_S_NEW_CPA0029.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_485B-4_S_NEW_CPA0029.gff3
4M3,Coccidioides immitis,4M3,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_4M3.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_4M3.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_4M3.gff3
4SD,Coccidioides immitis,4SD,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_4SD.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_4SD.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_4SD.gff3
573-1_L_NEW_CPA0031,Coccidioides posadasii,573-1_L_NEW_CPA0031,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_573-1_L_NEW_CPA0031.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_573-1_L_NEW_CPA0031.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_573-1_L_NEW_CPA0031.gff3
573-1_S_NEW_CPA0033,Coccidioides posadasii,573-1_S_NEW_CPA0033,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_573-1_S_NEW_CPA0033.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_573-1_S_NEW_CPA0033.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_573-1_S_NEW_CPA0033.gff3
574-0_L_OLD_CPA0038,Coccidioides posadasii,574-0_L_OLD_CPA0038,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_574-0_L_OLD_CPA0038.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_574-0_L_OLD_CPA0038.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_574-0_L_OLD_CPA0038.gff3
574-0_S_OLD_CPA0039,Coccidioides posadasii,574-0_S_OLD_CPA0039,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_574-0_S_OLD_CPA0039.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_574-0_S_OLD_CPA0039.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_574-0_S_OLD_CPA0039.gff3
574-1_L_NEW_CPA0040,Coccidioides posadasii,574-1_L_NEW_CPA0040,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_574-1_L_NEW_CPA0040.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_574-1_L_NEW_CPA0040.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_574-1_L_NEW_CPA0040.gff3
578-1_A_NEW_CPA0048,Coccidioides posadasii,578-1_A_NEW_CPA0048,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_578-1_A_NEW_CPA0048.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_578-1_A_NEW_CPA0048.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_578-1_A_NEW_CPA0048.gff3
578-1_L_NEW_CPA0049,Coccidioides posadasii,578-1_L_NEW_CPA0049,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_578-1_L_NEW_CPA0049.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_578-1_L_NEW_CPA0049.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_578-1_L_NEW_CPA0049.gff3
578-1_L_NEW_CPA0049_alt,Coccidioides posadasii,578-1_L_NEW_CPA0049_alt,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_578-1_L_NEW_CPA0049_alt.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_578-1_L_NEW_CPA0049_alt.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_578-1_L_NEW_CPA0049_alt.gff3
582-1_L_NEW_CPA0064,Coccidioides posadasii,582-1_L_NEW_CPA0064,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_582-1_L_NEW_CPA0064.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_582-1_L_NEW_CPA0064.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_582-1_L_NEW_CPA0064.gff3
5SD,Coccidioides immitis,5SD,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_5SD.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_5SD.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_5SD.gff3
730332_Guatemala,Coccidioides posadasii,730332_Guatemala,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_730332_Guatemala.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_730332_Guatemala.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_730332_Guatemala.gff3
730333_Guatemala,Coccidioides posadasii,730333_Guatemala,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_730333_Guatemala.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_730333_Guatemala.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_730333_Guatemala.gff3
730334_Guatemala,Coccidioides posadasii,730334_Guatemala,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_730334_Guatemala.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_730334_Guatemala.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_730334_Guatemala.gff3
A391,Coccidioides immitis,A391,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_A391.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_A391.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_A391.gff3
A432,Coccidioides immitis,A432,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_A432.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_A432.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_A432.gff3
A502-1,Coccidioides immitis,A502-1,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_A502-1.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_A502-1.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_A502-1.gff3
A502-2,Coccidioides immitis,A502-2,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_A502-2.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_A502-2.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_A502-2.gff3
B0727_Argentina,Coccidioides immitis,B0727_Argentina,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_B0727_Argentina.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_B0727_Argentina.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_B0727_Argentina.gff3
B0858-Guatemala,Coccidioides posadasii,B0858-Guatemala,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B0858-Guatemala.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B0858-Guatemala.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B0858-Guatemala.gff3
B10757_Nevada,Coccidioides posadasii,B10757_Nevada,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B10757_Nevada.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B10757_Nevada.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B10757_Nevada.gff3
B10813_Texas,Coccidioides posadasii,B10813_Texas,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B10813_Texas.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B10813_Texas.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B10813_Texas.gff3
B10917,Coccidioides posadasii,B10917,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B10917.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B10917.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B10917.gff3
B10918,Coccidioides posadasii,B10918,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B10918.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B10918.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B10918.gff3
B10919,Coccidioides posadasii,B10919,IN,Coccidioides posadasii,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_posadasii_B10919.proteins.fa,199306,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_posadasii_B10919.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_posadasii_B10919.gff3
B11002,Coccidioides immitis,B11002,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_B11002.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_B11002.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_B11002.gff3
B11019,Coccidioides immitis,B11019,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_B11019.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_B11019.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_B11019.gff3
B11034,Coccidioides immitis,B11034,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_B11034.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_B11034.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_B11034.gff3
B11035,Coccidioides immitis,B11035,IN,Coccidioides immitis,local_faa,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/pep/Coccidioides_immitis_B11035.proteins.fa,5501,local_genome,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/DNA/Coccidioides_immitis_B11035.scaffolds.fa,local_gff3,/bigdata/stajichlab/shared/projects/Coccidioides/PopGenomics/2025_All_Cocci/Assembly/annotation_freeze/20260112/GFF/Coccidioides_immitis_B11035.gff3
