GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Anabaena sp. FACHB-83,FACHB-83,No_FACHB83.pep.fa,No_FACHB83.dna.fa,No_FACHB83.gff3,No_FACHB83,no-fsp-in-name
IN,Anabaena sp. LE011-02,39865,No_39865.pep.fa,No_39865.dna.fa,No_39865.gff3,No_39865,no-fsp-in-name
IN,Anabaena sp. MDT14b,MDT14b,No_MDT14b.pep.fa,No_MDT14b.dna.fa,No_MDT14b.gff3,No_MDT14b,no-fsp-in-name
IN,Anabaena sp. PCC 7108,PCC 7108,No_PCC_7108.pep.fa,No_PCC_7108.dna.fa,No_PCC_7108.gff3,No_PCC_7108,no-fsp-in-name
IN,Anabaena sp. PCC 7938,ATCC 29414,No_ATCC_29414.pep.fa,No_ATCC_29414.dna.fa,No_ATCC_29414.gff3,No_ATCC_29414,no-fsp-in-name
IN,Anabaena sp. TISTR 8404,TISTR 8404,No_TISTR_8404.pep.fa,No_TISTR_8404.dna.fa,No_TISTR_8404.gff3,No_TISTR_8404,no-fsp-in-name
IN,Anabaena sp. UBA12330,UBA12330,No_UBA12330.pep.fa,No_UBA12330.dna.fa,No_UBA12330.gff3,No_UBA12330,no-fsp-in-name
IN,Anabaena sp. UHCC 0187,UHCC 0187,No_UHCC_0187.pep.fa,No_UHCC_0187.dna.fa,No_UHCC_0187.gff3,No_UHCC_0187,no-fsp-in-name
IN,Anabaena sp. UHCC 0204,UHCC 0204,No_UHCC_0204.pep.fa,No_UHCC_0204.dna.fa,No_UHCC_0204.gff3,No_UHCC_0204,no-fsp-in-name
IN,Anabaena sp. UHCC 0253,UHCC 0253,No_UHCC_0253.pep.fa,No_UHCC_0253.dna.fa,No_UHCC_0253.gff3,No_UHCC_0253,no-fsp-in-name
IN,Anabaena sp. UHCC 0399,UHCC 0399,No_UHCC_0399.pep.fa,No_UHCC_0399.dna.fa,No_UHCC_0399.gff3,No_UHCC_0399,no-fsp-in-name
IN,Anabaena sp. UHCC 0451,UHCC 0451,No_UHCC_0451.pep.fa,No_UHCC_0451.dna.fa,No_UHCC_0451.gff3,No_UHCC_0451,no-fsp-in-name
IN,Anabaena sp. WA102,WA102,No_WA102.pep.fa,No_WA102.dna.fa,No_WA102.gff3,No_WA102,no-fsp-in-name
IN,Anabaena sp. WA113,WA113,No_WA113.pep.fa,No_WA113.dna.fa,No_WA113.gff3,No_WA113,no-fsp-in-name
IN,Anabaena sp. WFMT,WFMT,No_WFMT.pep.fa,No_WFMT.dna.fa,No_WFMT.gff3,No_WFMT,no-fsp-in-name
IN,Anabaena sp. YBS01,YBS01,No_YBS01.pep.fa,No_YBS01.dna.fa,No_YBS01.gff3,No_YBS01,no-fsp-in-name
IN,Anabaena sphaerica,FACHB-251,No_FACHB251.pep.fa,No_FACHB251.dna.fa,No_FACHB251.gff3,No_FACHB251,no-fsp-in-name
IN,Anabaena subtropica,FACHB-260,No_FACHB260.pep.fa,No_FACHB260.dna.fa,No_FACHB260.gff3,No_FACHB260,no-fsp-in-name
IN,Anabaenopsis arnoldii,CS-1033,No_CS1033.pep.fa,No_CS1033.dna.fa,No_CS1033.gff3,No_CS1033,no-fsp-in-name
IN,Anabaenopsis circularis,NIES-21,No_NIES21.pep.fa,No_NIES21.dna.fa,No_NIES21.gff3,No_NIES21,no-fsp-in-name
IN,Anabaenopsis elenkinii,CCIBt3563,No_CCIBt3563.pep.fa,No_CCIBt3563.dna.fa,No_CCIBt3563.gff3,No_CCIBt3563,no-fsp-in-name
IN,Anabaenopsis sp. FSS-46,FSS-46,No_FSS46.pep.fa,No_FSS46.dna.fa,No_FSS46.gff3,No_FSS46,no-fsp-in-name
IN,Anabaenopsis sp. NIES-4685,NIES-4685,No_NIES4685.pep.fa,No_NIES4685.dna.fa,No_NIES4685.gff3,No_NIES4685,no-fsp-in-name
IN,Anabaenopsis tanganyikae,CS-531,No_CS531.pep.fa,No_CS531.dna.fa,No_CS531.gff3,No_CS531,no-fsp-in-name
IN,Aphanizomenon flos-aquae,NIES-81,No_NIES81.pep.fa,No_NIES81.dna.fa,No_NIES81.gff3,No_NIES81,no-fsp-in-name
IN,Aphanizomenon gracile,PMC627.10,No_PMC62710.pep.fa,No_PMC62710.dna.fa,No_PMC62710.gff3,No_PMC62710,no-fsp-in-name
IN,Aphanizomenon klebahnii,CCAP 1401/3,No_CCAP_14013.pep.fa,No_CCAP_14013.dna.fa,No_CCAP_14013.gff3,No_CCAP_14013,no-fsp-in-name
IN,Aphanizomenon sp.,samp_4306_concoct_51,No_samp_4306_concoct_51.pep.fa,No_samp_4306_concoct_51.dna.fa,No_samp_4306_concoct_51.gff3,No_samp_4306_concoct_51,no-fsp-in-name
IN,Aphanizomenon sp. 202,202,No_202.pep.fa,No_202.dna.fa,No_202.gff3,No_202,no-fsp-in-name
IN,Aphanizomenon sp. CS-733/32,CS-733/32,No_CS73332.pep.fa,No_CS73332.dna.fa,No_CS73332.gff3,No_CS73332,no-fsp-in-name
IN,Aphanizomenon sp. FACHB-1399,FACHB-1399,No_FACHB1399.pep.fa,No_FACHB1399.dna.fa,No_FACHB1399.gff3,No_FACHB1399,no-fsp-in-name
IN,Aphanizomenon sp. FACHB-1401,FACHB-1401,No_FACHB1401.pep.fa,No_FACHB1401.dna.fa,No_FACHB1401.gff3,No_FACHB1401,no-fsp-in-name
IN,Aphanizomenon sp. PH219,PH219,No_PH219.pep.fa,No_PH219.dna.fa,No_PH219.gff3,No_PH219,no-fsp-in-name
IN,Aphanizomenon sp. UHCC 0183,UHCC 0183,No_UHCC_0183.pep.fa,No_UHCC_0183.dna.fa,No_UHCC_0183.gff3,No_UHCC_0183,no-fsp-in-name
IN,Atlanticothrix silvestris,CENA357,No_CENA357.pep.fa,No_CENA357.dna.fa,No_CENA357.gff3,No_CENA357,no-fsp-in-name
IN,Aulosira laxa,NIES-50,No_NIES50.pep.fa,No_NIES50.dna.fa,No_NIES50.gff3,No_NIES50,no-fsp-in-name
IN,Aulosira sp. DedQUE10,DedQUE10,No_DedQUE10.pep.fa,No_DedQUE10.dna.fa,No_DedQUE10.gff3,No_DedQUE10,no-fsp-in-name
IN,Aulosira sp. DedVER01a,DedVER01a,No_DedVER01a.pep.fa,No_DedVER01a.dna.fa,No_DedVER01a.gff3,No_DedVER01a,no-fsp-in-name
IN,Aulosira sp. FACHB-113,FACHB-113,No_FACHB113.pep.fa,No_FACHB113.dna.fa,No_FACHB113.gff3,No_FACHB113,no-fsp-in-name
IN,Aulosira sp. FACHB-129,FACHB-129,No_FACHB129.pep.fa,No_FACHB129.dna.fa,No_FACHB129.gff3,No_FACHB129,no-fsp-in-name
IN,Aulosira sp. FACHB-615,FACHB-615,No_FACHB615.pep.fa,No_FACHB615.dna.fa,No_FACHB615.gff3,No_FACHB615,no-fsp-in-name
IN,Aulosira sp. ZfuCHP01,ZfuCHP01,No_ZfuCHP01.pep.fa,No_ZfuCHP01.dna.fa,No_ZfuCHP01.gff3,No_ZfuCHP01,no-fsp-in-name
IN,Aulosira sp. ZfuVER01,ZfuVER01,No_ZfuVER01.pep.fa,No_ZfuVER01.dna.fa,No_ZfuVER01.gff3,No_ZfuVER01,no-fsp-in-name
IN,Brasilonema angustatum,MAG-66,No_MAG66.pep.fa,No_MAG66.dna.fa,No_MAG66.gff3,No_MAG66,no-fsp-in-name
IN,Brasilonema bromeliae,SPC951,No_SPC951.pep.fa,No_SPC951.dna.fa,No_SPC951.gff3,No_SPC951,no-fsp-in-name
IN,Brasilonema octagenarum,UFV-E1,No_UFVE1.pep.fa,No_UFVE1.dna.fa,No_UFVE1.gff3,No_UFVE1,no-fsp-in-name
IN,Brasilonema sennae,CENA114,No_CENA114.pep.fa,No_CENA114.dna.fa,No_CENA114.gff3,No_CENA114,no-fsp-in-name
IN,Brasilonema sp.,TC-B1_metawrap_bin.4,No_TCB1_metawrap_bin4.pep.fa,No_TCB1_metawrap_bin4.dna.fa,No_TCB1_metawrap_bin4.gff3,No_TCB1_metawrap_bin4,no-fsp-in-name
IN,Brasilonema sp. CT11,CT11,No_CT11.pep.fa,No_CT11.dna.fa,No_CT11.gff3,No_CT11,no-fsp-in-name
IN,Brasilonema sp. UFV-L1,UFV-L1,No_UFVL1.pep.fa,No_UFVL1.dna.fa,No_UFVL1.gff3,No_UFVL1,no-fsp-in-name
IN,Brunnivagina elsteri,CCALA 953,No_CCALA_953.pep.fa,No_CCALA_953.dna.fa,No_CCALA_953.gff3,No_CCALA_953,no-fsp-in-name
IN,Calothrix anomala,FACHB-343,No_FACHB343.pep.fa,No_FACHB343.dna.fa,No_FACHB343.gff3,No_FACHB343,no-fsp-in-name
IN,Calothrix brevissima,NIES-22,No_NIES22.pep.fa,No_NIES22.dna.fa,No_NIES22.gff3,No_NIES22,no-fsp-in-name
IN,Calothrix membranacea,FACHB-236,No_FACHB236.pep.fa,No_FACHB236.dna.fa,No_FACHB236.gff3,No_FACHB236,no-fsp-in-name
IN,Calothrix parasitica,NIES-267,No_NIES267.pep.fa,No_NIES267.dna.fa,No_NIES267.gff3,No_NIES267,no-fsp-in-name
IN,Calothrix parietina,FACHB-288,No_FACHB288.pep.fa,No_FACHB288.dna.fa,No_FACHB288.gff3,No_FACHB288,no-fsp-in-name
IN,Calothrix rhizosoleniae,1,No_1.pep.fa,No_1.dna.fa,No_1.gff3,No_1,no-fsp-in-name
IN,Calothrix sp.,MAG-385,No_MAG385.pep.fa,No_MAG385.dna.fa,No_MAG385.gff3,No_MAG385,no-fsp-in-name
IN,Calothrix sp. 336/3,336/3,No_3363.pep.fa,No_3363.dna.fa,No_3363.gff3,No_3363,no-fsp-in-name
IN,Calothrix sp. C42_A2020_038,C42_A2020_038,No_C42_A2020_038.pep.fa,No_C42_A2020_038.dna.fa,No_C42_A2020_038.gff3,No_C42_A2020_038,no-fsp-in-name
IN,Calothrix sp. CBUCES-K 9914,CBUCES-K 9914,No_CBUCESK_9914.pep.fa,No_CBUCESK_9914.dna.fa,No_CBUCESK_9914.gff3,No_CBUCESK_9914,no-fsp-in-name
IN,Calothrix sp. CCY 0018,Calothrix CCY 0018,No_Calothrix_CCY_0018.pep.fa,No_Calothrix_CCY_0018.dna.fa,No_Calothrix_CCY_0018.gff3,No_Calothrix_CCY_0018,no-fsp-in-name
IN,Calothrix sp. CSU_2_0,CSU_2_0,No_CSU_2_0.pep.fa,No_CSU_2_0.dna.fa,No_CSU_2_0.gff3,No_CSU_2_0,no-fsp-in-name
IN,Calothrix sp. FACHB-1219,FACHB-1219,No_FACHB1219.pep.fa,No_FACHB1219.dna.fa,No_FACHB1219.gff3,No_FACHB1219,no-fsp-in-name
IN,Calothrix sp. FACHB-156,FACHB-156,No_FACHB156.pep.fa,No_FACHB156.dna.fa,No_FACHB156.gff3,No_FACHB156,no-fsp-in-name
IN,Calothrix sp. FACHB-168,FACHB-168,No_FACHB168.pep.fa,No_FACHB168.dna.fa,No_FACHB168.gff3,No_FACHB168,no-fsp-in-name
IN,Calothrix sp. FI2-JRJ7,FI2-JRJ7,No_FI2JRJ7.pep.fa,No_FI2JRJ7.dna.fa,No_FI2JRJ7.gff3,No_FI2JRJ7,no-fsp-in-name
IN,Calothrix sp. HK-06,HK-06,No_HK06.pep.fa,No_HK06.dna.fa,No_HK06.gff3,No_HK06,no-fsp-in-name
IN,Calothrix sp. MO_167.B12,MO_167.B12,No_MO_167B12.pep.fa,No_MO_167B12.dna.fa,No_MO_167B12.gff3,No_MO_167B12,no-fsp-in-name
IN,Calothrix sp. MO_167.B42,MO_167.B42,No_MO_167B42.pep.fa,No_MO_167B42.dna.fa,No_MO_167B42.gff3,No_MO_167B42,no-fsp-in-name
IN,Calothrix sp. MO_192.B10,MO_192.B10,No_MO_192B10.pep.fa,No_MO_192B10.dna.fa,No_MO_192B10.gff3,No_MO_192B10,no-fsp-in-name
IN,Calothrix sp. NIES-2098,NIES-2098,No_NIES2098.pep.fa,No_NIES2098.dna.fa,No_NIES2098.gff3,No_NIES2098,no-fsp-in-name
IN,Calothrix sp. NIES-2100,NIES-2100,No_NIES2100.pep.fa,No_NIES2100.dna.fa,No_NIES2100.gff3,No_NIES2100,no-fsp-in-name
IN,Calothrix sp. NIES-3974,NIES-3974,No_NIES3974.pep.fa,No_NIES3974.dna.fa,No_NIES3974.gff3,No_NIES3974,no-fsp-in-name
IN,Calothrix sp. NIES-4071,NIES-4071,No_NIES4071.pep.fa,No_NIES4071.dna.fa,No_NIES4071.gff3,No_NIES4071,no-fsp-in-name
IN,Calothrix sp. NIES-4101,NIES-4101,No_NIES4101.pep.fa,No_NIES4101.dna.fa,No_NIES4101.gff3,No_NIES4101,no-fsp-in-name
IN,Calothrix sp. NIES-4105,NIES-4105,No_NIES4105.pep.fa,No_NIES4105.dna.fa,No_NIES4105.gff3,No_NIES4105,no-fsp-in-name
IN,Calothrix sp. PCC 6303,PCC 6303,No_PCC_6303.pep.fa,No_PCC_6303.dna.fa,No_PCC_6303.gff3,No_PCC_6303,no-fsp-in-name
IN,Calothrix sp. PCC 7103,PCC 7103,No_PCC_7103.pep.fa,No_PCC_7103.dna.fa,No_PCC_7103.gff3,No_PCC_7103,no-fsp-in-name
IN,Calothrix sp. PCC 7507,PCC 7507,No_PCC_7507.pep.fa,No_PCC_7507.dna.fa,No_PCC_7507.gff3,No_PCC_7507,no-fsp-in-name
IN,Calothrix sp. PCC 7716,PCC 7716,No_PCC_7716.pep.fa,No_PCC_7716.dna.fa,No_PCC_7716.gff3,No_PCC_7716,no-fsp-in-name
IN,Calothrix sp. SM1_5_4,SM1_5_4,No_SM1_5_4.pep.fa,No_SM1_5_4.dna.fa,No_SM1_5_4.gff3,No_SM1_5_4,no-fsp-in-name
IN,Calothrix sp. SM1_7_51,SM1_7_51,No_SM1_7_51.pep.fa,No_SM1_7_51.dna.fa,No_SM1_7_51.gff3,No_SM1_7_51,no-fsp-in-name
IN,Calothrix sp. UHCC 0171,UHCC 0171,No_UHCC_0171.pep.fa,No_UHCC_0171.dna.fa,No_UHCC_0171.gff3,No_UHCC_0171,no-fsp-in-name
IN,Chlorogloeopsis fritschii,PCC 6912,No_PCC_6912.pep.fa,No_PCC_6912.dna.fa,No_PCC_6912.gff3,No_PCC_6912,no-fsp-in-name
IN,Chlorogloeopsis sp.,MAG6650,No_MAG6650.pep.fa,No_MAG6650.dna.fa,No_MAG6650.gff3,No_MAG6650,no-fsp-in-name
IN,Chlorogloeopsis sp. ULAP01,ULAP01,No_ULAP01.pep.fa,No_ULAP01.dna.fa,No_ULAP01.gff3,No_ULAP01,no-fsp-in-name
IN,Chlorogloeopsis sp. ULAP02,ULAP02,No_ULAP02.pep.fa,No_ULAP02.dna.fa,No_ULAP02.gff3,No_ULAP02,no-fsp-in-name
IN,Chrysosporum bergii,ANA360D,No_ANA360D.pep.fa,No_ANA360D.dna.fa,No_ANA360D.gff3,No_ANA360D,no-fsp-in-name
IN,Cronbergia sp. UHCC 0137,UHCC 0137,No_UHCC_0137.pep.fa,No_UHCC_0137.dna.fa,No_UHCC_0137.gff3,No_UHCC_0137,no-fsp-in-name
IN,Cuspidothrix issatschenkoi,CHARLIE-1,No_CHARLIE1.pep.fa,No_CHARLIE1.dna.fa,No_CHARLIE1.gff3,No_CHARLIE1,no-fsp-in-name
IN,Cuspidothrix sp.,samp_4446_concoct_778,No_samp_4446_concoct_778.pep.fa,No_samp_4446_concoct_778.dna.fa,No_samp_4446_concoct_778.gff3,No_samp_4446_concoct_778,no-fsp-in-name
IN,Cyanocohniella sp. LLY,LLY,No_LLY.pep.fa,No_LLY.dna.fa,No_LLY.gff3,No_LLY,no-fsp-in-name
IN,Cyanomargarita calcarea,MAG-2,No_MAG2.pep.fa,No_MAG2.dna.fa,No_MAG2.gff3,No_MAG2,no-fsp-in-name
IN,Cylindrospermopsis raciborskii,Cr2010,No_Cr2010.pep.fa,No_Cr2010.dna.fa,No_Cr2010.gff3,No_Cr2010,no-fsp-in-name
IN,Cylindrospermopsis sp. CR12,CR12,No_CR12.pep.fa,No_CR12.dna.fa,No_CR12.gff3,No_CR12,no-fsp-in-name
IN,Cylindrospermum sp. FACHB-282,FACHB-282,No_FACHB282.pep.fa,No_FACHB282.dna.fa,No_FACHB282.gff3,No_FACHB282,no-fsp-in-name
IN,Cylindrospermum sp. NIES-4074,NIES-4074,No_NIES4074.pep.fa,No_NIES4074.dna.fa,No_NIES4074.gff3,No_NIES4074,no-fsp-in-name
IN,Cylindrospermum stagnale,PCC 7417,No_PCC_7417.pep.fa,No_PCC_7417.dna.fa,No_PCC_7417.gff3,No_PCC_7417,no-fsp-in-name
IN,Dendronalium phyllosphericum,CENA369,No_CENA369.pep.fa,No_CENA369.dna.fa,No_CENA369.gff3,No_CENA369,no-fsp-in-name
IN,Dendronalium sp. ChiSLP03b,ChiSLP03b,No_ChiSLP03b.pep.fa,No_ChiSLP03b.dna.fa,No_ChiSLP03b.gff3,No_ChiSLP03b,no-fsp-in-name
IN,Desmonostoc geniculatum,MAG-149,No_MAG149.pep.fa,No_MAG149.dna.fa,No_MAG149.gff3,No_MAG149,no-fsp-in-name
IN,Desmonostoc muscorum,CCALA 125,No_CCALA_125.pep.fa,No_CCALA_125.dna.fa,No_CCALA_125.gff3,No_CCALA_125,no-fsp-in-name
IN,Desmonostoc sp.,MAG-31,No_MAG31.pep.fa,No_MAG31.dna.fa,No_MAG31.gff3,No_MAG31,no-fsp-in-name
IN,Desmonostoc vinosum,MAG-72,No_MAG72.pep.fa,No_MAG72.dna.fa,No_MAG72.gff3,No_MAG72,no-fsp-in-name
IN,Dolichospermum circinale,AWQC131C,No_AWQC131C.pep.fa,No_AWQC131C.dna.fa,No_AWQC131C.gff3,No_AWQC131C,no-fsp-in-name
IN,Dolichospermum compactum,NIES-806,No_NIES806.pep.fa,No_NIES806.dna.fa,No_NIES806.gff3,No_NIES806,no-fsp-in-name
IN,Dolichospermum flos-aquae,CCAP 1403/13f,No_CCAP_140313f.pep.fa,No_CCAP_140313f.dna.fa,No_CCAP_140313f.gff3,No_CCAP_140313f,no-fsp-in-name
IN,Dolichospermum heterosporum,NIES-1697,No_NIES1697.pep.fa,No_NIES1697.dna.fa,No_NIES1697.gff3,No_NIES1697,no-fsp-in-name
IN,Dolichospermum lemmermannii,CS-548,No_CS548.pep.fa,No_CS548.dna.fa,No_CS548.gff3,No_CS548,no-fsp-in-name
IN,Dolichospermum planctonicum,UHCC 0167,No_UHCC_0167.pep.fa,No_UHCC_0167.dna.fa,No_UHCC_0167.gff3,No_UHCC_0167,no-fsp-in-name
IN,Dolichospermum sp.,SB001,No_SB001.pep.fa,No_SB001.dna.fa,No_SB001.gff3,No_SB001,no-fsp-in-name
IN,Dolichospermum sp. BR01,BR01,No_BR01.pep.fa,No_BR01.dna.fa,No_BR01.gff3,No_BR01,no-fsp-in-name
IN,Dolichospermum sp. DET50,DET50,No_DET50.pep.fa,No_DET50.dna.fa,No_DET50.gff3,No_DET50,no-fsp-in-name
IN,Dolichospermum sp. DET66,DET66,No_DET66.pep.fa,No_DET66.dna.fa,No_DET66.gff3,No_DET66,no-fsp-in-name
IN,Dolichospermum sp. DET67,DET67,No_DET67.pep.fa,No_DET67.dna.fa,No_DET67.gff3,No_DET67,no-fsp-in-name
IN,Dolichospermum sp. DET68,DET68,No_DET68.pep.fa,No_DET68.dna.fa,No_DET68.gff3,No_DET68,no-fsp-in-name
IN,Dolichospermum sp. DET69,DET69,No_DET69.pep.fa,No_DET69.dna.fa,No_DET69.gff3,No_DET69,no-fsp-in-name
IN,Dolichospermum sp. DET73,DET73,No_DET73.pep.fa,No_DET73.dna.fa,No_DET73.gff3,No_DET73,no-fsp-in-name
IN,Dolichospermum sp. DEX182a,DEX182a,No_DEX182a.pep.fa,No_DEX182a.dna.fa,No_DEX182a.gff3,No_DEX182a,no-fsp-in-name
IN,Dolichospermum sp. DEX189,DEX189,No_DEX189.pep.fa,No_DEX189.dna.fa,No_DEX189.gff3,No_DEX189,no-fsp-in-name
IN,Dolichospermum sp. DL01,DL01,No_DL01.pep.fa,No_DL01.dna.fa,No_DL01.gff3,No_DL01,no-fsp-in-name
IN,Dolichospermum sp. FACHB-1091,FACHB-1091,No_FACHB1091.pep.fa,No_FACHB1091.dna.fa,No_FACHB1091.gff3,No_FACHB1091,no-fsp-in-name
IN,Dolichospermum sp. FACHB-1250,FACHB-1250,No_FACHB1250.pep.fa,No_FACHB1250.dna.fa,No_FACHB1250.gff3,No_FACHB1250,no-fsp-in-name
IN,Dolichospermum sp. JUN01,JUN01,No_JUN01.pep.fa,No_JUN01.dna.fa,No_JUN01.gff3,No_JUN01,no-fsp-in-name
IN,Dolichospermum sp. LBC05a,LBC05a,No_LBC05a.pep.fa,No_LBC05a.dna.fa,No_LBC05a.gff3,No_LBC05a,no-fsp-in-name
IN,Dolichospermum sp. LEGE 00240,LEGE 00240,No_LEGE_00240.pep.fa,No_LEGE_00240.dna.fa,No_LEGE_00240.gff3,No_LEGE_00240,no-fsp-in-name
IN,Dolichospermum sp. LEGE 00246,LEGE 00246,No_LEGE_00246.pep.fa,No_LEGE_00246.dna.fa,No_LEGE_00246.gff3,No_LEGE_00246,no-fsp-in-name
IN,Dolichospermum sp. OL01,OL01,No_OL01.pep.fa,No_OL01.dna.fa,No_OL01.gff3,No_OL01,no-fsp-in-name
IN,Dolichospermum sp. OL03,OL03,No_OL03.pep.fa,No_OL03.dna.fa,No_OL03.gff3,No_OL03,no-fsp-in-name
IN,Dolichospermum sp. ST_con,ST_con,No_ST_con.pep.fa,No_ST_con.dna.fa,No_ST_con.gff3,No_ST_con,no-fsp-in-name
IN,Dolichospermum sp. ST_sed1,ST_sed1,No_ST_sed1.pep.fa,No_ST_sed1.dna.fa,No_ST_sed1.gff3,No_ST_sed1,no-fsp-in-name
IN,Dolichospermum sp. ST_sed10,ST_sed10,No_ST_sed10.pep.fa,No_ST_sed10.dna.fa,No_ST_sed10.gff3,No_ST_sed10,no-fsp-in-name
IN,Dolichospermum sp. ST_sed2,ST_sed2,No_ST_sed2.pep.fa,No_ST_sed2.dna.fa,No_ST_sed2.gff3,No_ST_sed2,no-fsp-in-name
IN,Dolichospermum sp. ST_sed3,ST_sed3,No_ST_sed3.pep.fa,No_ST_sed3.dna.fa,No_ST_sed3.gff3,No_ST_sed3,no-fsp-in-name
IN,Dolichospermum sp. ST_sed4,ST_sed4,No_ST_sed4.pep.fa,No_ST_sed4.dna.fa,No_ST_sed4.gff3,No_ST_sed4,no-fsp-in-name
