label	anchor	species	n_contigs	offset	member	family	family_label	bin	pfam	hrmA_models	product
F01	M222|CDCA80C_007900-T1	Cp	199	-3	M222|CDCA80C_007897-T1	B12400|C21A9A5_002616-T1		shell			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	-2	M222|CDCA80C_007898-T1	CA17|C6A2BBC_006284-T1		cloud			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	-1	M222|CDCA80C_007899-T1	CA17|C6A2BBC_006283-T1		cloud	Pkinase,Pkinase_fungal		hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	0	M222|CDCA80C_007900-T1	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	F01	cloud		HrmA_middle	hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	1	M222|CDCA80C_007901-T1	578-1_L_NEW_CPA0049|C79DB71_000424-T1		shell			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	2	M222|CDCA80C_007902-T1	GT-139|CB29A3D_006564-T1		shell			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	3	M222|CDCA80C_007903-T1	B1249_Guatemala|C40D72F_008025-T1		cloud	Zn_clus		hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	4	M222|CDCA80C_007904-T1	TX14|CEF4951_008063-T1		singleton	AFUB_07903_YDR124W_hel		hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	5	M222|CDCA80C_007905-T1	730332_Guatemala|C45F23D_007646-T1		singleton	BTB,BTB_2		hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	6	M222|CDCA80C_007906-T1	COCPO_34698|C69E555_006823-T1		singleton	DUF7924		hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	7	M222|CDCA80C_007907-T1	730332_Guatemala|C45F23D_006109-T1		singleton			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	8	M222|CDCA80C_007908-T1	730332_Guatemala|C45F23D_006110-T1		cloud			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	9	M222|CDCA80C_007909-T1	730332_Guatemala|C45F23D_006111-T1		singleton			hypothetical protein
F01	M222|CDCA80C_007900-T1	Cp	199	10	M222|CDCA80C_007910-T1	730332_Guatemala|C45F23D_006112-T1		singleton	AAA		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-9	M195|C2FDFE7_006989-T1	B11299|C72C725_000609-T1		cloud			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-8	M195|C2FDFE7_006990-T1	Tucson_1|C6464A9_008584-T1		cloud	DUF3723,DUF3723_N		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-7	M195|C2FDFE7_006991-T1	407-0_S_OLD_CPA0002|C577643_006949-T1		cloud			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-6	M195|C2FDFE7_006992-T1	FMC233|C6DECAF_000481-T1		shell	BTB		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-5	M195|C2FDFE7_006993-T1	B15146|CF83403_008475-T1		shell			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-4	M195|C2FDFE7_006994-T1	578-1_L_NEW_CPA0049|C79DB71_000434-T1		shell			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-3	M195|C2FDFE7_006995-T1	578-1_L_NEW_CPA0049|C79DB71_000433-T1		shell	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-2	M195|C2FDFE7_006996-T1	CA17|C6A2BBC_006284-T1		cloud			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	-1	M195|C2FDFE7_006997-T1	CA17|C6A2BBC_006283-T1		cloud	Pkinase,Pkinase_fungal		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	0	M195|C2FDFE7_006998-T1	574-0_S_OLD_CPA0039|C27CBD2_004020-T1	F01	cloud		HrmA_middle	hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	1	M195|C2FDFE7_006999-T1	578-1_L_NEW_CPA0049|C79DB71_000424-T1		shell			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	2	M195|C2FDFE7_007000-T1	GT-139|CB29A3D_006564-T1		shell			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	3	M195|C2FDFE7_007001-T1	B1249_Guatemala|C40D72F_008025-T1		cloud	Zn_clus		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	4	M195|C2FDFE7_007002-T1	TX14|CEF4951_008063-T1		singleton	AFUB_07903_YDR124W_hel		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	5	M195|C2FDFE7_007003-T1	730332_Guatemala|C45F23D_007646-T1		singleton	BTB,BTB_2		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	6	M195|C2FDFE7_007004-T1	M198|C35C849_006384-T1		singleton			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	7	M195|C2FDFE7_007005-T1	730332_Guatemala|C45F23D_007648-T1		singleton	AAA,DUF7025		hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	8	M195|C2FDFE7_007006-T1	730332_Guatemala|C45F23D_007649-T1		singleton			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	9	M195|C2FDFE7_007007-T1	B1249_Guatemala|C40D72F_008061-T1		cloud			hypothetical protein
F01	M195|C2FDFE7_006998-T1	Cp	385	10	M195|C2FDFE7_007008-T1	730334_Guatemala|C5AD400_000003-T1		cloud	DUF7924		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-8	COCPO_Galgiani|CF9E767_008480-T1	B17635|C3DCA43_003476-T1		soft_core			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-7	COCPO_Galgiani|CF9E767_008481-T1	CA4|C3118D6_004646-T1		core	DNA_methylase,DUF7893,MAS20		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-6	COCPO_Galgiani|CF9E767_008482-T1	578-1_L_NEW_CPA0049|C79DB71_000771-T1		core	WD40		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-5	COCPO_Galgiani|CF9E767_008483-T1	578-1_L_NEW_CPA0049|C79DB71_000772-T1		core	Mtf2		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-4	COCPO_Galgiani|CF9E767_008484-T1	578-1_L_NEW_CPA0049|C79DB71_000773-T1		core	COQ9		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-3	COCPO_Galgiani|CF9E767_008485-T1	B11058|C2FAE97_004394-T1		singleton	DUF3435		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-2	COCPO_Galgiani|CF9E767_008486-T1	B3375|C769598_000732-T1		singleton			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	-1	COCPO_Galgiani|CF9E767_008487-T1	COCPO_Galgiani|CF9E767_008487-T1		cloud	APH		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	0	COCPO_Galgiani|CF9E767_008488-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	F02	singleton	HrmA	HrmA	hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	1	COCPO_Galgiani|CF9E767_008489-T1	574-0_S_OLD_CPA0039|C27CBD2_005587-T1		shell	Fung_rhodopsin		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	2	COCPO_Galgiani|CF9E767_008490-T1	578-1_L_NEW_CPA0049|C79DB71_000779-T1		core	AA_permease,AA_permease_2		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	3	COCPO_Galgiani|CF9E767_008491-T1	578-1_L_NEW_CPA0049|C79DB71_000780-T1		singleton			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	4	COCPO_Galgiani|CF9E767_008492-T1	574-0_S_OLD_CPA0039|C27CBD2_005589-T1		singleton			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	5	COCPO_Galgiani|CF9E767_008493-T1	5SD|CCCC1E1_007453-T1		core			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	6	COCPO_Galgiani|CF9E767_008494-T1	GT-101|C4EFBB3_001817-T1		core			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	7	COCPO_Galgiani|CF9E767_008495-T1	578-1_L_NEW_CPA0049|C79DB71_000784-T1		core	FmdA_AmdA		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	8	COCPO_Galgiani|CF9E767_008496-T1	578-1_L_NEW_CPA0049|C79DB71_000785-T1		singleton			hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	9	COCPO_Galgiani|CF9E767_008497-T1	GT-171|C28DABA_003001-T1		soft_core	RRM_1		hypothetical protein
F02	COCPO_Galgiani|CF9E767_008488-T1	Cp	154	10	COCPO_Galgiani|CF9E767_008498-T1	B3215|C363309_005333-T1		shell	BAR_4,PH,PH_20		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-10	M221|CDACC35_007425-T1	578-1_L_NEW_CPA0049|C79DB71_000766-T1		core	Glyco_hydro_47		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-9	M221|CDACC35_007426-T1	5SD|CCCC1E1_001941-T1		core	Oxidored_FMN		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-8	M221|CDACC35_007427-T1	578-1_L_NEW_CPA0049|C79DB71_000768-T1		core	ATG9		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-7	M221|CDACC35_007428-T1	578-1_L_NEW_CPA0049|C79DB71_000769-T1		core	C2,RasGAP		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-6	M221|CDACC35_007429-T1	CA4|C3118D6_004646-T1		core	DNA_methylase,DUF7893,MAS20		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-5	M221|CDACC35_007430-T1	578-1_L_NEW_CPA0049|C79DB71_000771-T1		core	WD40		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-4	M221|CDACC35_007431-T1	578-1_L_NEW_CPA0049|C79DB71_000772-T1		core	Mtf2		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-3	M221|CDACC35_007432-T1	578-1_L_NEW_CPA0049|C79DB71_000773-T1		core	COQ9		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-2	M221|CDACC35_007433-T1	B11058|C2FAE97_004394-T1		singleton	DUF3435		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	-1	M221|CDACC35_007434-T1	Beeville|C6949CF_002794-T1		shell	APH		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	0	M221|CDACC35_007435-T1	578-1_L_NEW_CPA0049|C79DB71_000776-T1	F02	singleton	HrmA	HrmA	hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	1	M221|CDACC35_007436-T1	574-0_S_OLD_CPA0039|C27CBD2_005587-T1		shell	Fung_rhodopsin		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	2	M221|CDACC35_007437-T1	578-1_L_NEW_CPA0049|C79DB71_000779-T1		core	AA_permease,AA_permease_2		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	3	M221|CDACC35_007438-T1	578-1_L_NEW_CPA0049|C79DB71_000780-T1		singleton			hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	4	M221|CDACC35_007439-T1	578-1_L_NEW_CPA0049|C79DB71_000781-T1		core	2OG-FeII_Oxy_3		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	5	M221|CDACC35_007440-T1	5SD|CCCC1E1_007453-T1		core			hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	6	M221|CDACC35_007441-T1	GT-101|C4EFBB3_001817-T1		core			hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	7	M221|CDACC35_007442-T1	578-1_L_NEW_CPA0049|C79DB71_000784-T1		core	FmdA_AmdA		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	8	M221|CDACC35_007443-T1	578-1_L_NEW_CPA0049|C79DB71_000785-T1		singleton			hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	9	M221|CDACC35_007444-T1	GT-171|C28DABA_003001-T1		soft_core	RRM_1		hypothetical protein
F02	M221|CDACC35_007435-T1	Cp	175	10	M221|CDACC35_007445-T1	B3215|C363309_005333-T1		shell	BAR_4,PH,PH_20		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-10	M221|CDACC35_001209-T1	574-0_S_OLD_CPA0039|C27CBD2_006766-T1		core	p450		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-9	M221|CDACC35_001210-T1	578-1_L_NEW_CPA0049|C79DB71_008053-T1		core			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-8	M221|CDACC35_001211-T1	5SD|CCCC1E1_001707-T1		core	7tm_2		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-7	M221|CDACC35_001212-T1	GT-127|C90F574_002416-T1		core	RRM_1,RRM_MUD2_C		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-6	M221|CDACC35_001213-T1	578-1_L_NEW_CPA0049|C79DB71_008056-T1		core	HhH-GPD,OGG_N		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-5	M221|CDACC35_001214-T1	578-1_L_NEW_CPA0049|C79DB71_008057-T1		core	SET		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-4	M221|CDACC35_001215-T1	578-1_L_NEW_CPA0049|C79DB71_008058-T1		singleton			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-3	M221|CDACC35_001216-T1	578-1_L_NEW_CPA0049|C79DB71_008059-T1		singleton			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-2	M221|CDACC35_001217-T1	Michoacan_1|C0F72A3_001257-T1		singleton	Pkinase		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	-1	M221|CDACC35_001218-T1	B14135|CD69CCA_003448-T1		core	APH		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	0	M221|CDACC35_001219-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	F03	singleton	HrmA	HrmA	hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	1	M221|CDACC35_001220-T1	B3476|CE9CA74_001199-T1		cloud			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	2	M221|CDACC35_001221-T1	730332_Guatemala|C45F23D_005213-T1		singleton			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	3	M221|CDACC35_001222-T1	B3222|C3A673A_003692-T1		cloud	MIP		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	4	M221|CDACC35_001223-T1	730332_Guatemala|C45F23D_006343-T1		cloud			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	5	M221|CDACC35_001224-T1	5SD|CCCC1E1_008583-T1		core	FGGY_C,FGGY_N		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	6	M221|CDACC35_001225-T1	578-1_L_NEW_CPA0049|C79DB71_006999-T1		core	MS_C,MS_N,MS_TIM-barrel		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	7	M221|CDACC35_001226-T1	578-1_L_NEW_CPA0049|C79DB71_007000-T1		cloud			hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	8	M221|CDACC35_001227-T1	578-1_L_NEW_CPA0049|C79DB71_007001-T1		shell	PhiA		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	9	M221|CDACC35_001228-T1	578-1_L_NEW_CPA0049|C79DB71_007002-T1		core	ADH_N,ADH_zinc_N		hypothetical protein
F03	M221|CDACC35_001219-T1	Cp	175	10	M221|CDACC35_001229-T1	578-1_L_NEW_CPA0049|C79DB71_007003-T1		core	MPC		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	0	M222|CDCA80C_006141-T1	578-1_L_NEW_CPA0049|C79DB71_008063-T1	F03	singleton	HrmA	HrmA	hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	1	M222|CDCA80C_006142-T1	B14135|CD69CCA_003448-T1		core	APH		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	2	M222|CDCA80C_006143-T1	B12475|C49EFED_002422-T1		singleton	Pkinase		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	3	M222|CDCA80C_006144-T1	578-1_L_NEW_CPA0049|C79DB71_008059-T1		singleton			hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	4	M222|CDCA80C_006145-T1	578-1_L_NEW_CPA0049|C79DB71_008058-T1		singleton			hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	5	M222|CDCA80C_006146-T1	578-1_L_NEW_CPA0049|C79DB71_008057-T1		core	SET		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	6	M222|CDCA80C_006147-T1	578-1_L_NEW_CPA0049|C79DB71_008056-T1		core	HhH-GPD,OGG_N		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	7	M222|CDCA80C_006148-T1	GT-127|C90F574_002416-T1		core	RRM_1,RRM_MUD2_C		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	8	M222|CDCA80C_006149-T1	5SD|CCCC1E1_001707-T1		core	7tm_2		hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	9	M222|CDCA80C_006150-T1	578-1_L_NEW_CPA0049|C79DB71_008053-T1		core			hypothetical protein
F03	M222|CDCA80C_006141-T1	Cp	199	10	M222|CDCA80C_006151-T1	574-0_S_OLD_CPA0039|C27CBD2_006766-T1		core	p450		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-10	UTAH_20380X16|CAD5A21_004854-T1	578-1_L_NEW_CPA0049|C79DB71_000607-T1		core	SAM_decarbox		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-9	UTAH_20380X16|CAD5A21_004855-T1	UTAH_350355|C31EB65_000683-T1		core	TAFII28		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-8	UTAH_20380X16|CAD5A21_004856-T1	5SD|CCCC1E1_002262-T1		core	60KD_IMP		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-7	UTAH_20380X16|CAD5A21_004857-T1	578-1_L_NEW_CPA0049|C79DB71_000604-T1		core	TOM13		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-6	UTAH_20380X16|CAD5A21_004858-T1	578-1_L_NEW_CPA0049|C79DB71_000603-T1		core	SEP,UBA_4,UBX		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-5	UTAH_20380X16|CAD5A21_004859-T1	574-0_S_OLD_CPA0039|C27CBD2_003675-T1		core	CbiA,ParA		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-4	UTAH_20380X16|CAD5A21_004860-T1	409B-0_L_OLD_CPA0011|C90261E_000054-T1		core			hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-3	UTAH_20380X16|CAD5A21_004861-T1	5SD|CCCC1E1_002268-T1		core			hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-2	UTAH_20380X16|CAD5A21_004862-T1	B11035|C5FC1D8_003742-T1		soft_core			hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	-1	UTAH_20380X16|CAD5A21_004863-T1	SDVA38|CE6DD8A_004975-T1		shell	APH		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	0	UTAH_20380X16|CAD5A21_004864-T1	GT-126|C8C79ED_001931-T1	F04	core	HrmA	HrmA	hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	1	UTAH_20380X16|CAD5A21_004865-T1	SJV_5|C41EE07_000116-T1		core	Pkinase_fungal		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	2	UTAH_20380X16|CAD5A21_004866-T1	B3335|C104461_002169-T1		core	COG2_N,VPS51_Exo84_N		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	3	UTAH_20380X16|CAD5A21_004867-T1	578-1_L_NEW_CPA0049|C79DB71_000599-T1		core	Ribosomal_L1		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	4	UTAH_20380X16|CAD5A21_004868-T1	Tucson_10|CEE0D8B_000320-T1		soft_core	PK_Tyr_Ser-Thr,Pkinase		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	5	UTAH_20380X16|CAD5A21_004869-T1	407-0_S_OLD_CPA0002|C577643_003260-T1		cloud			hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	6	UTAH_20380X16|CAD5A21_004870-T1	578-1_L_NEW_CPA0049|C79DB71_000595-T1		core	GH16_XgeA		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	7	UTAH_20380X16|CAD5A21_004871-T1	COCPO_103718|C99D653_006317-T1		core	PBP2_Ca3427_like		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	8	UTAH_20380X16|CAD5A21_004872-T1	578-1_L_NEW_CPA0049|C79DB71_000593-T1		core	PQ-loop		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	9	UTAH_20380X16|CAD5A21_004873-T1	578-1_L_NEW_CPA0049|C79DB71_000592-T1		core	Gal_mutarotas_2,Glyco_hydro_31_2nd,Glyco_hydro_31_3rd		hypothetical protein
F04	UTAH_20380X16|CAD5A21_004864-T1	Ci	123	10	UTAH_20380X16|CAD5A21_004874-T1	578-1_L_NEW_CPA0049|C79DB71_000591-T1		core	NDK		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-10	UTAH_23742X227|C6CBCE1_001500-T1	578-1_L_NEW_CPA0049|C79DB71_000608-T1		core	TAF,TAF6_C		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-9	UTAH_23742X227|C6CBCE1_001501-T1	578-1_L_NEW_CPA0049|C79DB71_000607-T1		core	SAM_decarbox		hypothetical protein
F04	UTAH_23742X227|C6CBCE1_001510-T1	Ci	176	-8	UTAH_23742X227|C6CBCE1_001502-T1	UTAH_350355|C31EB65_000683-T1		core	TAFII28		hypothetical protein
