label	family	Short	contig	start	overlapping_gene	overlapping_family	overlapping_is_hrmA_hit
F22	4545-MICE|CB4077B_003725-T1	B11300	scaffold_24	142349	B11300|C7C73A6_001959-T1;B11300|C7C73A6_001960-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B11400	scaffold_7	127965			False
F22	4545-MICE|CB4077B_003725-T1	B11871	scaffold_12	73551	B11871|CA42FC6_001061-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B12226	scaffold_47	26209	B12226|CF8BF1D_002571-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B12402	scaffold_114	34635	B12402|CA90374_004470-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B12475	scaffold_17	137313	B12475|C49EFED_001298-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B13534	scaffold_12	142178	B13534|C8E24F7_001075-T1;B13534|C8E24F7_001076-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B14130	scaffold_58	31973			False
F22	4545-MICE|CB4077B_003725-T1	B14134	scaffold_40	134896	B14134|C6821F5_002689-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B14291	scaffold_29	27585	B14291|C086813_001380-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B14292	scaffold_16	66477	B14292|C2831F5_000875-T1;B14292|C2831F5_000876-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B15369	scaffold_109	42237			False
F22	4545-MICE|CB4077B_003725-T1	B16293	scaffold_51	27548	B16293|C591B16_003525-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B16294	scaffold_9	162649	B16294|C3EE4FF_000766-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3213	scaffold_17	194834			False
F22	4545-MICE|CB4077B_003725-T1	B3215	scaffold_32	135402	B3215|C363309_004308-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3220	scaffold_24	270408	B3220|CA97D76_004715-T1;B3220|CA97D76_004716-T1	B3310|C2B8E97_008010-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3221	scaffold_66	83050	B3221|C17BDF0_005939-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3222	scaffold_8	35095			False
F22	4545-MICE|CB4077B_003725-T1	B3242	scaffold_8	550557	B3242|CB5329B_001718-T1	B3310|C2B8E97_008010-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3245	scaffold_14	56244	B3245|CED469C_003179-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3246	scaffold_98	49962	B3246|C90A8A7_007942-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3251	scaffold_9	278873	B3251|C8F4B83_001050-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3269	scaffold_70	9393	B3269|C180A32_006100-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3276	scaffold_66	141209	B3276|C38AD85_007145-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3284	scaffold_62	132564			False
F22	4545-MICE|CB4077B_003725-T1	B3286	scaffold_5	575176	B3286|C407126_001041-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3291	scaffold_4	283599	B3291|CE923C2_000837-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3301	scaffold_27	84016	B3301|C251A4F_003717-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3310	scaffold_124	58994	B3310|C2B8E97_008010-T1	B3310|C2B8E97_008010-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3313	scaffold_66	134855	B3313|CDF0487_005254-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3348	scaffold_24	178157	B3348|C8D1221_003669-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3352	scaffold_6	217099	B3352|C083FA6_000804-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3353	scaffold_172	14103			False
F22	4545-MICE|CB4077B_003725-T1	B3358	scaffold_85	98405	B3358|C57D771_007527-T1;B3358|C57D771_007528-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3368	scaffold_9	372056			False
F22	4545-MICE|CB4077B_003725-T1	B3374	scaffold_3	184388			False
F22	4545-MICE|CB4077B_003725-T1	B3375	scaffold_10	361303	B3375|C769598_002309-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3395	scaffold_2	453233	B3395|C2387B0_000465-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3409	scaffold_24	19689	B3409|C7AB0B6_003434-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3413	scaffold_37	231056	B3413|C774DC9_005916-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3420	scaffold_94	34724	B3420|C3D0FEC_007895-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3482	scaffold_223	26089	B3482|C59F6A8_007995-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3489	scaffold_32	83759	B3489|CCD713F_003644-T1;B3489|CCD713F_003645-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	B3491	scaffold_30	218167			False
F22	4545-MICE|CB4077B_003725-T1	B3492	scaffold_26	1983	B3492|C66B44B_002682-T1;B3492|C66B44B_002683-T1	B3310|C2B8E97_008010-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	BFF340	scaffold_1	590871			False
F22	4545-MICE|CB4077B_003725-T1	Beeville	scaffold_302	8339			False
F22	4545-MICE|CB4077B_003725-T1	C735-TKO	scaffold_22	110254			False
F22	4545-MICE|CB4077B_003725-T1	COCSP-3478	scaffold_66	14291	COCSP-3478|C07E340_005370-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	Cocci_1400035797	scaffold_164	17957			False
F22	4545-MICE|CB4077B_003725-T1	Colorado_Springs_1	scaffold_174	5534			False
F22	4545-MICE|CB4077B_003725-T1	FMC233	scaffold_244	1107	FMC233|C6DECAF_008260-T1;FMC233|C6DECAF_008261-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	FMC235	scaffold_14	163694	FMC235|C634783_001251-T1	B3310|C2B8E97_008010-T1	False
F22	4545-MICE|CB4077B_003725-T1	FMC588	scaffold_6	134348	FMC588|C38533D_000592-T1;FMC588|C38533D_000593-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-101	scaffold_11	304280	GT-101|C4EFBB3_001730-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-103	scaffold_111	81171	GT-103|C8B8F98_007623-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-115	scaffold_168	25874	GT-115|CC09D99_008346-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-124	scaffold_75	106627	GT-124|CCCCC48_006623-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-130	scaffold_131	1095	GT-130|CEEC571_007592-T1;GT-130|CEEC571_007593-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-142	scaffold_88	36746			False
F22	4545-MICE|CB4077B_003725-T1	GT-144	scaffold_59	1195	GT-144|C904920_005484-T1	GT-144|C904920_005484-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-145	scaffold_203	28591	GT-145|CFB659F_007737-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-150	scaffold_74	94062			False
F22	4545-MICE|CB4077B_003725-T1	GT-160	scaffold_174	18957	GT-160|C448A90_002747-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-161	scaffold_20	266076	GT-161|CD86944_002950-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	GT-171	scaffold_62	137824			False
F22	4545-MICE|CB4077B_003725-T1	M196	scaffold_45	55158			False
F22	4545-MICE|CB4077B_003725-T1	M197	scaffold_8	130303			False
F22	4545-MICE|CB4077B_003725-T1	M198	scaffold_30	59023			False
F22	4545-MICE|CB4077B_003725-T1	M201	scaffold_19	150330			False
F22	4545-MICE|CB4077B_003725-T1	M207	scaffold_98	98357	M207|CC06635_006183-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	M208	scaffold_224	10039	M208|C87E077_008256-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	M213	scaffold_178	31982			False
F22	4545-MICE|CB4077B_003725-T1	M214	scaffold_3	884549			False
F22	4545-MICE|CB4077B_003725-T1	NM_5945	scaffold_152	4931	NM_5945|C37DB6B_007360-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	NM_9837	scaffold_46	4933			False
F22	4545-MICE|CB4077B_003725-T1	Nuevo_Leon_1	scaffold_32	90223			False
F22	4545-MICE|CB4077B_003725-T1	Phoenix_4	scaffold_113	18729			False
F22	4545-MICE|CB4077B_003725-T1	Phoenix_6	scaffold_173	3980			False
F22	4545-MICE|CB4077B_003725-T1	Phoenix_7	scaffold_23	309393	Phoenix_7|CEAC1FB_004570-T1;Phoenix_7|CEAC1FB_004571-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	Phoenix_8	scaffold_148	11040	Phoenix_8|CF27C0B_008460-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	SDVA16	scaffold_12	143867			False
F22	4545-MICE|CB4077B_003725-T1	SDVA20	scaffold_35	172629	SDVA20|C001139_004055-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	SDVA42	scaffold_51	4575	SDVA42|C8631F9_004771-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	SDVA45	scaffold_24	27538	SDVA45|CFD794D_001697-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	SDVA7	scaffold_43	170134	SDVA7|C59F9C3_004811-T1	SDVA7|C59F9C3_004811-T1	False
F22	4545-MICE|CB4077B_003725-T1	SDVA8	scaffold_55	112605			False
F22	4545-MICE|CB4077B_003725-T1	SOIL_407-0_L_OLD_CPA0001	scaffold_301	21800	SOIL_407-0_L_OLD_CPA0001|CB07E82_003979-T1;SOIL_407-0_L_OLD_CPA0001|CB07E82_003980-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	SOIL_485B-0_L_OLD_CPA0020	scaffold_226	17895	SOIL_485B-0_L_OLD_CPA0020|C06307D_008245-T1;SOIL_485B-0_L_OLD_CPA0020|C06307D_008246-T1	B3246|C90A8A7_007942-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	SOIL_573-2_L_NEW_CPA0035	scaffold_85	1108	SOIL_573-2_L_NEW_CPA0035|CA38200_005446-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	SOIL_574-2_L_NEW_CPA0042	scaffold_100	80656	SOIL_574-2_L_NEW_CPA0042|C6930E8_007411-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	SOIL_578-1_A_NEW_CPA0048	scaffold_112	77323	SOIL_578-1_A_NEW_CPA0048|CEB879C_007113-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	TX12	scaffold_37	22443			False
F22	4545-MICE|CB4077B_003725-T1	TX17	scaffold_13	76739			False
F22	4545-MICE|CB4077B_003725-T1	TX2	scaffold_88	1961			False
F22	4545-MICE|CB4077B_003725-T1	TX3	scaffold_22	130448			False
F22	4545-MICE|CB4077B_003725-T1	TX5	scaffold_58	59104			False
F22	4545-MICE|CB4077B_003725-T1	TX8	scaffold_26	121223			False
F22	4545-MICE|CB4077B_003725-T1	Tucson_10	scaffold_96	67133	Tucson_10|CEE0D8B_007959-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_11	scaffold_57	79893	Tucson_11|CACA1A7_006500-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_12	scaffold_165	3284			False
F22	4545-MICE|CB4077B_003725-T1	Tucson_16	scaffold_9	510631	Tucson_16|C57E366_002306-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_18	scaffold_155	14104	Tucson_18|C70BF79_008277-T1;Tucson_18|C70BF79_008278-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_2	scaffold_22	373915	Tucson_2|C17EB43_004464-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_20	scaffold_10	2682	Tucson_20|C33007F_002514-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_22	scaffold_69	107302	Tucson_22|C8AD93C_007515-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_3	scaffold_1	560512			False
F22	4545-MICE|CB4077B_003725-T1	Tucson_4	scaffold_26	169835			False
F22	4545-MICE|CB4077B_003725-T1	Tucson_5	scaffold_33	138166			False
F22	4545-MICE|CB4077B_003725-T1	Tucson_6	scaffold_11	1100	Tucson_6|C963A1A_002668-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	Tucson_9	scaffold_12	291723			False
F22	4545-MICE|CB4077B_003725-T1	UCSF_10AZ	scaffold_51	151848	UCSF_10AZ|CE941EB_004517-T1;UCSF_10AZ|CE941EB_004518-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UCSF_3490AZ	scaffold_14	120432			False
F22	4545-MICE|CB4077B_003725-T1	UCSF_5AZ	scaffold_29	153548	UCSF_5AZ|C4980C8_003371-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UCSF_9AZ	scaffold_4	190530	UCSF_9AZ|C22DE67_000543-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UCSF_Cp_Silveira	scaffold_11	280490	UCSF_Cp_Silveira|C282BBF_002037-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_20380X5	scaffold_11	320113	UTAH_20380X5|CB84C48_002662-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X12	scaffold_128	27629	UTAH_23742X12|C5A33A5_004855-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X163	scaffold_70	104972	UTAH_23742X163|C743B9F_004635-T1	B3310|C2B8E97_008010-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X165	scaffold_2	127431			False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X168	scaffold_56	76765	UTAH_23742X168|C0A746B_003922-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X18	scaffold_7	105837	UTAH_23742X18|C9DE5DC_001157-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X189	scaffold_37	70920	UTAH_23742X189|CC90D13_002677-T1;UTAH_23742X189|CC90D13_002678-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X195	scaffold_18	34691	UTAH_23742X195|C3F3A6B_002353-T1	B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X209	scaffold_42	35105	UTAH_23742X209|C79CE6E_004779-T1;UTAH_23742X209|C79CE6E_004780-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X246	scaffold_17	80285			False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X38	scaffold_5	302551	UTAH_23742X38|CD23EB4_000622-T1	B3310|C2B8E97_008010-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_23742X6	scaffold_125	20150	UTAH_23742X6|CAC50EA_004751-T1	B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	UTAH_9737	scaffold_16	177728			False
F22	4545-MICE|CB4077B_003725-T1	VFC083	scaffold_75	59111	VFC083|C004E0E_002363-T1;VFC083|C004E0E_002364-T1	B11300|C7C73A6_001960-T1;B3246|C90A8A7_007942-T1	False
F22	4545-MICE|CB4077B_003725-T1	VFC087	scaffold_43	5127	VFC087|C3E4CEC_004445-T1;VFC087|C3E4CEC_004446-T1	B3310|C2B8E97_008010-T1;B11300|C7C73A6_001960-T1	False
F22	4545-MICE|CB4077B_003725-T1	VFC088	scaffold_56	152959			False
F22	4545-MICE|CB4077B_003725-T1	VFC092	scaffold_215	13914			False
F22	4545-MICE|CB4077B_003725-T1	VFC093	scaffold_44	190073			False
F26	4M3|CB16A6A_002786-T1	3M3	scaffold_317	19285	3M3|CC2BDEF_006167-T1	F04	True
F26	4M3|CB16A6A_002786-T1	5SD	scaffold_341	19299	5SD|CCCC1E1_006842-T1	F04	True
F26	4M3|CB16A6A_002786-T1	A391	scaffold_279	19483	A391|C68FCBD_007062-T1	F04	True
F26	4M3|CB16A6A_002786-T1	A502-1	scaffold_268	12362	A502-1|C7FAE4E_007279-T1	F04	True
F26	4M3|CB16A6A_002786-T1	A502-2	scaffold_267	19483	A502-2|C2B0F70_007185-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B0727_Argentina	scaffold_24	60621	B0727_Argentina|C5AAF22_000571-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11002	scaffold_234	20032	B11002|C5E4193_003340-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11019	scaffold_266	11574	B11019|C42083A_007659-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11035	scaffold_39	96864	B11035|C5FC1D8_002093-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11057	scaffold_119	42971	B11057|CCF9097_004774-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11198	scaffold_189	22136	B11198|CD3667B_007294-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11343	scaffold_7	71601	B11343|C7ABD37_000137-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11517	scaffold_211	12152	B11517|C06DA8C_007806-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11518	scaffold_284	11574	B11518|CF63038_005011-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B11587	scaffold_80	43149	B11587|CED3F3F_002282-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B12220	scaffold_128	43149	B12220|C161420_006208-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B12495	scaffold_184	11666	B12495|C0ACC3F_008116-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B12526	scaffold_175	15637	B12526|CF6BC4C_007994-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14131	scaffold_125	28245	B14131|C616B44_006314-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14132	scaffold_34	90315	B14132|C9A1339_002859-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14133	scaffold_190	22696	B14133|CC7F067_007002-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14286	scaffold_230	10918	B14286|CC2BA17_007330-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14288	scaffold_2	122194	B14288|CCD8551_000129-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B14298	scaffold_235	12458	B14298|C71D630_007577-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B15142	scaffold_117	43149	B15142|CE5AC85_005945-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B15145	scaffold_131	28245	B15145|CD39A0E_006304-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B15317	scaffold_310	19513	B15317|CF7B081_007197-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B16364	scaffold_9	230183	B16364|C33716D_001068-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B16536	scaffold_600	1538	B16536|CD5BD92_008208-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B16692	scaffold_261	11452	B16692|C4E9409_007242-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B17567	scaffold_235	22348	B17567|C539AD4_005373-T1	F04	True
F26	4M3|CB16A6A_002786-T1	B17635	scaffold_40	94453	B17635|C3DCA43_001662-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA1	scaffold_825	4405	CA1|CEE9A5C_005776-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA14	scaffold_658	8873	CA14|CB9423C_006088-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA15	scaffold_150	19285	CA15|CEB9A78_008656-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA17	scaffold_85	106629	CA17|C6A2BBC_006071-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA2	scaffold_278	4516	CA2|CD8B963_008590-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA20	scaffold_1106	4242	CA20|CB5CE50_007667-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA24	scaffold_156	26830	CA24|C32A5BD_008459-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA25	scaffold_186	7377	CA25|C4385CC_008138-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA27	scaffold_181	8854	CA27|C176CCC_008471-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA28	scaffold_238	12898	CA28|C8F96DF_008413-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA29	scaffold_145	19671	CA29|CCF2728_007801-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA30	scaffold_213	15469	CA30|C6BB650_008587-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA4	scaffold_159	11840	CA4|C3118D6_008320-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA5	scaffold_155	37489	CA5|C06AC60_007363-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA6	scaffold_177	8712	CA6|C814216_008618-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA7	scaffold_118	19234	CA7|CFA4D20_008325-T1	F04	True
F26	4M3|CB16A6A_002786-T1	CA9	scaffold_197	19261	CA9|C0F6AB4_008486-T1	F04	True
F26	4M3|CB16A6A_002786-T1	COCSP-3505	scaffold_828	1019	COCSP-3505|C3BD8F1_008678-T1	F04	True
