protein_id	source_proteome
UHM145bin33__k141_44193_5	UHM145bin33
UHM145bin33__k141_44202_40	UHM145bin33
UHM145bin33__k141_45057_15	UHM145bin33
UHM145bin33__k141_50473_5	UHM145bin33
UHM145bin33__k141_53789_19	UHM145bin33
UHM145bin33__k141_68201_4	UHM145bin33
UHM145bin33__k141_73141_2	UHM145bin33
UHM145bin33__k141_74550_5	UHM145bin33
UHM145bin33__k141_75847_2	UHM145bin33
UHM145bin33__k141_77428_4	UHM145bin33
UHM145bin33__k141_79123_39	UHM145bin33
UHM145bin33__k141_84592_5	UHM145bin33
UHM145bin33__k141_97234_14	UHM145bin33
UHM17bin35__k141_10704_17	UHM17bin35
UHM17bin35__k141_10826_104	UHM17bin35
UHM17bin35__k141_10826_9	UHM17bin35
UHM17bin35__k141_14023_54	UHM17bin35
UHM17bin35__k141_14501_6	UHM17bin35
UHM17bin35__k141_1884_15	UHM17bin35
UHM17bin35__k141_27135_7	UHM17bin35
UHM17bin35__k141_32671_47	UHM17bin35
UHM17bin35__k141_32818_6	UHM17bin35
UHM17bin35__k141_33307_15	UHM17bin35
UHM17bin35__k141_36062_18	UHM17bin35
UHM17bin35__k141_38804_60	UHM17bin35
UHM17bin35__k141_4308_43	UHM17bin35
UHM17bin35__k141_4308_9	UHM17bin35
UHM17bin35__k141_46105_18	UHM17bin35
UHM17bin35__k141_46105_20	UHM17bin35
UHM17bin35__k141_46105_21	UHM17bin35
UHM17bin35__k141_51412_1	UHM17bin35
UHM17bin35__k141_61181_42	UHM17bin35
UHM17bin35__k141_61305_54	UHM17bin35
UHM17bin35__k141_61305_89	UHM17bin35
UHM17bin35__k141_62455_29	UHM17bin35
UHM17bin35__k141_6524_5	UHM17bin35
UHM17bin35__k141_65613_20	UHM17bin35
UHM17bin35__k141_7020_9	UHM17bin35
UHM17bin35__k141_74397_100	UHM17bin35
UHM17bin35__k141_74397_133	UHM17bin35
UHM17bin35__k141_74397_169	UHM17bin35
UHM17bin35__k141_74397_211	UHM17bin35
UHM17bin35__k141_74397_239	UHM17bin35
UHM17bin35__k141_74397_36	UHM17bin35
UHM17bin35__k141_74397_75	UHM17bin35
UHM17bin35__k141_79701_18	UHM17bin35
UHM17bin35__k141_89241_67	UHM17bin35
UHM17bin35__k141_89891_15	UHM17bin35
UHM17bin35__k141_89891_2	UHM17bin35
UHM17bin35__k141_89891_9	UHM17bin35
UHM17bin35__k141_90749_21	UHM17bin35
UHM17bin35__k141_94036_33	UHM17bin35
UHM17bin35__k141_95952_4	UHM17bin35
UHM17bin35__k141_96183_106	UHM17bin35
UHM17bin35__k141_97645_8	UHM17bin35
UHM17bin35__k141_9959_18	UHM17bin35
UHM17bin35__k141_9959_8	UHM17bin35
UHM18bin40__k141_101850_151	UHM18bin40
UHM18bin40__k141_101850_96	UHM18bin40
UHM18bin40__k141_102108_14	UHM18bin40
UHM18bin40__k141_102108_20	UHM18bin40
UHM18bin40__k141_102108_27	UHM18bin40
UHM18bin40__k141_10902_14	UHM18bin40
UHM18bin40__k141_120545_77	UHM18bin40
UHM18bin40__k141_120545_78	UHM18bin40
UHM18bin40__k141_120545_80	UHM18bin40
UHM18bin40__k141_146734_17	UHM18bin40
UHM18bin40__k141_148791_34	UHM18bin40
UHM18bin40__k141_155268_35	UHM18bin40
UHM18bin40__k141_160197_13	UHM18bin40
UHM18bin40__k141_165164_39	UHM18bin40
UHM18bin40__k141_165164_78	UHM18bin40
UHM18bin40__k141_165964_34	UHM18bin40
UHM18bin40__k141_183129_92	UHM18bin40
UHM18bin40__k141_185600_22	UHM18bin40
UHM18bin40__k141_186929_7	UHM18bin40
UHM18bin40__k141_188118_32	UHM18bin40
UHM18bin40__k141_198057_133	UHM18bin40
UHM18bin40__k141_198057_63	UHM18bin40
UHM18bin40__k141_198057_91	UHM18bin40
UHM18bin40__k141_203153_35	UHM18bin40
UHM18bin40__k141_208139_24	UHM18bin40
UHM18bin40__k141_208139_34	UHM18bin40
UHM18bin40__k141_20926_9	UHM18bin40
UHM18bin40__k141_212494_43	UHM18bin40
UHM18bin40__k141_212494_9	UHM18bin40
UHM18bin40__k141_212831_73	UHM18bin40
UHM18bin40__k141_3277_73	UHM18bin40
UHM18bin40__k141_34875_34	UHM18bin40
UHM18bin40__k141_36755_14	UHM18bin40
UHM18bin40__k141_36898_26	UHM18bin40
UHM18bin40__k141_44810_57	UHM18bin40
UHM18bin40__k141_54310_20	UHM18bin40
UHM18bin40__k141_62708_25	UHM18bin40
UHM18bin40__k141_62708_35	UHM18bin40
UHM18bin40__k141_69473_75	UHM18bin40
UHM18bin40__k141_76397_6	UHM18bin40
UHM18bin40__k141_7934_17	UHM18bin40
UHM18bin40__k141_91157_17	UHM18bin40
UHM18bin40__k141_98116_55	UHM18bin40
UHM20bin12__k141_106873_182	UHM20bin12
UHM20bin12__k141_106873_261	UHM20bin12
UHM20bin12__k141_106873_3	UHM20bin12
UHM20bin12__k141_106873_42	UHM20bin12
UHM20bin12__k141_113322_35	UHM20bin12
UHM20bin12__k141_125841_16	UHM20bin12
UHM20bin12__k141_134186_14	UHM20bin12
UHM20bin12__k141_134186_20	UHM20bin12
UHM20bin12__k141_134186_27	UHM20bin12
UHM20bin12__k141_140708_106	UHM20bin12
UHM20bin12__k141_140708_139	UHM20bin12
UHM20bin12__k141_140708_28	UHM20bin12
UHM20bin12__k141_140708_70	UHM20bin12
UHM20bin12__k141_14922_130	UHM20bin12
UHM20bin12__k141_14922_35	UHM20bin12
UHM20bin12__k141_153480_8	UHM20bin12
UHM20bin12__k141_157456_27	UHM20bin12
UHM20bin12__k141_164804_120	UHM20bin12
UHM20bin12__k141_164804_84	UHM20bin12
UHM20bin12__k141_180387_22	UHM20bin12
UHM20bin12__k141_187401_37	UHM20bin12
UHM20bin12__k141_188320_10	UHM20bin12
UHM20bin12__k141_191723_9	UHM20bin12
UHM20bin12__k141_205943_39	UHM20bin12
UHM20bin12__k141_205967_51	UHM20bin12
UHM20bin12__k141_207334_117	UHM20bin12
UHM20bin12__k141_207334_43	UHM20bin12
UHM20bin12__k141_207334_9	UHM20bin12
UHM20bin12__k141_27367_2	UHM20bin12
UHM20bin12__k141_29309_40	UHM20bin12
UHM20bin12__k141_30882_77	UHM20bin12
UHM20bin12__k141_34860_60	UHM20bin12
UHM20bin12__k141_34860_62	UHM20bin12
UHM20bin12__k141_34860_63	UHM20bin12
UHM20bin12__k141_41074_18	UHM20bin12
UHM20bin12__k141_54324_12	UHM20bin12
UHM20bin12__k141_55969_128	UHM20bin12
UHM20bin12__k141_55969_49	UHM20bin12
UHM20bin12__k141_55969_59	UHM20bin12
UHM20bin12__k141_55969_88	UHM20bin12
UHM20bin12__k141_85957_71	UHM20bin12
UHM20bin12__k141_86214_14	UHM20bin12
UHM20bin12__k141_92491_28	UHM20bin12
UHM20bin12__k141_99971_9	UHM20bin12
UHM20bin40__k141_100409_33	UHM20bin40
UHM20bin40__k141_104402_4	UHM20bin40
UHM20bin40__k141_112877_22	UHM20bin40
UHM20bin40__k141_117011_111	UHM20bin40
UHM20bin40__k141_117011_38	UHM20bin40
UHM20bin40__k141_11765_37	UHM20bin40
UHM20bin40__k141_120749_182	UHM20bin40
UHM20bin40__k141_120749_261	UHM20bin40
UHM20bin40__k141_120749_3	UHM20bin40
UHM20bin40__k141_120749_42	UHM20bin40
UHM20bin40__k141_125108_106	UHM20bin40
UHM20bin40__k141_125108_139	UHM20bin40
UHM20bin40__k141_125108_28	UHM20bin40
UHM20bin40__k141_125108_70	UHM20bin40
UHM20bin40__k141_12709_14	UHM20bin40
UHM20bin40__k141_16819_101	UHM20bin40
UHM20bin40__k141_18329_104	UHM20bin40
UHM20bin40__k141_18329_25	UHM20bin40
UHM20bin40__k141_18329_35	UHM20bin40
UHM20bin40__k141_18329_64	UHM20bin40
UHM20bin40__k141_23853_18	UHM20bin40
UHM20bin40__k141_25346_2	UHM20bin40
UHM20bin40__k141_27429_8	UHM20bin40
UHM20bin40__k141_30643_28	UHM20bin40
UHM20bin40__k141_34662_9	UHM20bin40
UHM20bin40__k141_398_117	UHM20bin40
UHM20bin40__k141_398_43	UHM20bin40
UHM20bin40__k141_398_9	UHM20bin40
UHM20bin40__k141_47550_17	UHM20bin40
UHM20bin40__k141_47550_53	UHM20bin40
UHM20bin40__k141_55372_16	UHM20bin40
UHM20bin40__k141_58208_71	UHM20bin40
UHM20bin40__k141_58633_39	UHM20bin40
UHM20bin40__k141_62497_2	UHM20bin40
UHM20bin40__k141_70555_5	UHM20bin40
UHM20bin40__k141_74604_100	UHM20bin40
UHM20bin40__k141_74604_97	UHM20bin40
UHM20bin40__k141_74604_98	UHM20bin40
UHM20bin40__k141_80304_14	UHM20bin40
UHM20bin40__k141_80640_77	UHM20bin40
UHM20bin40__k141_91578_15	UHM20bin40
UHM20bin40__k141_91578_2	UHM20bin40
UHM20bin40__k141_91578_9	UHM20bin40
UHM20bin40__k141_97855_57	UHM20bin40
UHM20bin40__k141_99892_39	UHM20bin40
UHM22bin50__k141_100266_3	UHM22bin50
UHM22bin50__k141_109658_26	UHM22bin50
UHM22bin50__k141_110970_7	UHM22bin50
UHM22bin50__k141_114170_18	UHM22bin50
UHM22bin50__k141_115667_32	UHM22bin50
UHM22bin50__k141_115667_34	UHM22bin50
UHM22bin50__k141_115667_35	UHM22bin50
UHM22bin50__k141_11737_18	UHM22bin50
UHM22bin50__k141_119958_8	UHM22bin50
UHM22bin50__k141_129689_1	UHM22bin50
UHM22bin50__k141_17393_5	UHM22bin50
UHM22bin50__k141_21582_4	UHM22bin50
UHM22bin50__k141_21705_9	UHM22bin50
UHM22bin50__k141_24127_2	UHM22bin50
UHM22bin50__k141_28899_3	UHM22bin50
UHM22bin50__k141_3561_12	UHM22bin50
UHM22bin50__k141_4198_17	UHM22bin50
UHM22bin50__k141_44182_17	UHM22bin50
UHM22bin50__k141_47743_29	UHM22bin50
UHM22bin50__k141_47961_17	UHM22bin50
UHM22bin50__k141_49951_4	UHM22bin50
UHM22bin50__k141_50715_4	UHM22bin50
UHM22bin50__k141_53347_6	UHM22bin50
UHM22bin50__k141_53843_3	UHM22bin50
UHM22bin50__k141_57404_6	UHM22bin50
UHM22bin50__k141_61241_12	UHM22bin50
UHM22bin50__k141_62704_9	UHM22bin50
UHM22bin50__k141_62723_31	UHM22bin50
UHM22bin50__k141_6278_1	UHM22bin50
UHM22bin50__k141_67526_12	UHM22bin50
UHM22bin50__k141_68663_5	UHM22bin50
UHM22bin50__k141_69358_17	UHM22bin50
UHM22bin50__k141_76061_3	UHM22bin50
UHM22bin50__k141_81500_23	UHM22bin50
UHM22bin50__k141_83165_9	UHM22bin50
UHM22bin50__k141_84776_14	UHM22bin50
UHM22bin50__k141_87059_18	UHM22bin50
UHM22bin50__k141_89440_5	UHM22bin50
UHM22bin50__k141_92100_38	UHM22bin50
UHM22bin50__k141_9224_15	UHM22bin50
UHM22bin50__k141_97362_13	UHM22bin50
UHM22bin54__k141_113317_33	UHM22bin54
UHM22bin54__k141_113317_35	UHM22bin54
UHM22bin54__k141_113317_36	UHM22bin54
UHM22bin54__k141_121409_12	UHM22bin54
UHM22bin54__k141_121409_5	UHM22bin54
UHM22bin54__k141_128148_4	UHM22bin54
UHM22bin54__k141_130174_1	UHM22bin54
UHM22bin54__k141_137393_182	UHM22bin54
UHM22bin54__k141_137393_261	UHM22bin54
UHM22bin54__k141_137393_3	UHM22bin54
UHM22bin54__k141_137393_367	UHM22bin54
UHM22bin54__k141_137393_42	UHM22bin54
UHM22bin54__k141_137393_441	UHM22bin54
UHM22bin54__k141_141838_29	UHM22bin54
UHM22bin54__k141_17918_25	UHM22bin54
UHM22bin54__k141_17918_35	UHM22bin54
UHM22bin54__k141_19628_57	UHM22bin54
UHM22bin54__k141_21733_46	UHM22bin54
UHM22bin54__k141_37640_19	UHM22bin54
UHM22bin54__k141_43604_39	UHM22bin54
UHM22bin54__k141_44955_101	UHM22bin54
UHM22bin54__k141_46464_71	UHM22bin54
UHM22bin54__k141_58058_18	UHM22bin54
UHM22bin54__k141_61806_4	UHM22bin54
UHM22bin54__k141_65541_8	UHM22bin54
UHM22bin54__k141_67253_14	UHM22bin54
UHM22bin54__k141_67253_15	UHM22bin54
UHM22bin54__k141_68771_37	UHM22bin54
UHM22bin54__k141_70979_8	UHM22bin54
UHM22bin54__k141_76989_107	UHM22bin54
UHM22bin54__k141_76989_140	UHM22bin54
UHM22bin54__k141_76989_29	UHM22bin54
UHM22bin54__k141_76989_71	UHM22bin54
UHM22bin8__k141_113251_21	UHM22bin8
UHM22bin8__k141_115521_8	UHM22bin8
UHM22bin8__k141_117344_9	UHM22bin8
UHM22bin8__k141_119116_157	UHM22bin8
UHM22bin8__k141_119116_167	UHM22bin8
UHM22bin8__k141_119116_221	UHM22bin8
UHM22bin8__k141_119116_4	UHM22bin8
UHM22bin8__k141_119116_83	UHM22bin8
UHM22bin8__k141_120022_50	UHM22bin8
UHM22bin8__k141_120439_1	UHM22bin8
UHM22bin8__k141_36163_2	UHM22bin8
UHM22bin8__k141_36930_37	UHM22bin8
UHM22bin8__k141_39986_76	UHM22bin8
UHM22bin8__k141_40293_201	UHM22bin8
UHM22bin8__k141_40422_105	UHM22bin8
UHM22bin8__k141_46722_221	UHM22bin8
UHM22bin8__k141_46722_222	UHM22bin8
UHM22bin8__k141_46722_224	UHM22bin8
UHM22bin8__k141_56023_71	UHM22bin8
UHM22bin8__k141_57072_30	UHM22bin8
UHM22bin8__k141_57072_66	UHM22bin8
UHM22bin8__k141_64557_182	UHM22bin8
UHM22bin8__k141_64557_261	UHM22bin8
UHM22bin8__k141_64557_3	UHM22bin8
UHM22bin8__k141_64557_367	UHM22bin8
UHM22bin8__k141_64557_42	UHM22bin8
UHM22bin8__k141_64557_441	UHM22bin8
UHM22bin8__k141_64557_475	UHM22bin8
UHM22bin8__k141_66368_77	UHM22bin8
UHM22bin8__k141_67375_116	UHM22bin8
UHM22bin8__k141_71470_2	UHM22bin8
UHM22bin8__k141_72073_27	UHM22bin8
UHM22bin8__k141_727_104	UHM22bin8
UHM22bin8__k141_727_132	UHM22bin8
UHM22bin8__k141_727_174	UHM22bin8
UHM22bin8__k141_727_210	UHM22bin8
UHM22bin8__k141_727_243	UHM22bin8
UHM22bin8__k141_727_25	UHM22bin8
UHM22bin8__k141_727_35	UHM22bin8
UHM22bin8__k141_727_64	UHM22bin8
UHM22bin8__k141_73766_12	UHM22bin8
UHM22bin8__k141_73766_5	UHM22bin8
UHM22bin8__k141_83923_23	UHM22bin8
UHM22bin8__k141_96553_130	UHM22bin8
UHM22bin8__k141_96553_35	UHM22bin8
UHM40bin27__k141_11489_76	UHM40bin27
UHM40bin27__k141_117478_71	UHM40bin27
UHM40bin27__k141_120590_9	UHM40bin27
UHM40bin27__k141_138413_142	UHM40bin27
UHM40bin27__k141_149076_135	UHM40bin27
UHM40bin27__k141_149076_163	UHM40bin27
UHM40bin27__k141_149076_203	UHM40bin27
UHM40bin27__k141_149076_232	UHM40bin27
UHM40bin27__k141_149076_24	UHM40bin27
UHM40bin27__k141_149076_242	UHM40bin27
UHM40bin27__k141_149076_57	UHM40bin27
UHM40bin27__k141_149076_93	UHM40bin27
UHM40bin27__k141_151589_1	UHM40bin27
UHM40bin27__k141_15345_200	UHM40bin27
UHM40bin27__k141_19791_57	UHM40bin27
UHM40bin27__k141_21477_182	UHM40bin27
UHM40bin27__k141_21477_261	UHM40bin27
UHM40bin27__k141_21477_3	UHM40bin27
UHM40bin27__k141_21477_367	UHM40bin27
UHM40bin27__k141_21477_42	UHM40bin27
UHM40bin27__k141_21477_441	UHM40bin27
UHM40bin27__k141_21477_475	UHM40bin27
UHM40bin27__k141_32904_2	UHM40bin27
UHM40bin27__k141_46324_59	UHM40bin27
UHM40bin27__k141_49258_66	UHM40bin27
UHM40bin27__k141_49258_67	UHM40bin27
UHM40bin27__k141_49258_69	UHM40bin27
UHM40bin27__k141_49394_153	UHM40bin27
UHM40bin27__k141_49394_207	UHM40bin27
UHM40bin27__k141_49394_217	UHM40bin27
UHM40bin27__k141_49394_27	UHM40bin27
UHM40bin27__k141_49394_291	UHM40bin27
UHM40bin27__k141_49394_370	UHM40bin27
UHM40bin27__k141_58659_24	UHM40bin27
UHM40bin27__k141_58659_60	UHM40bin27
UHM40bin27__k141_63617_92	UHM40bin27
UHM40bin27__k141_68372_165	UHM40bin27
UHM40bin27__k141_68372_70	UHM40bin27
UHM40bin27__k141_69199_77	UHM40bin27
UHM40bin27__k141_80215_15	UHM40bin27
UHM40bin27__k141_87657_15	UHM40bin27
UHM40bin27__k141_87657_2	UHM40bin27
UHM40bin27__k141_87657_9	UHM40bin27
UHM40bin27__k141_89014_71	UHM40bin27
UHM40bin4__k141_107324_8	UHM40bin4
UHM40bin4__k141_110296_93	UHM40bin4
UHM40bin4__k141_115808_53	UHM40bin4
UHM40bin4__k141_115808_87	UHM40bin4
UHM40bin4__k141_118573_1	UHM40bin4
UHM40bin4__k141_118573_41	UHM40bin4
UHM40bin4__k141_128239_106	UHM40bin4
UHM40bin4__k141_128239_139	UHM40bin4
UHM40bin4__k141_128239_28	UHM40bin4
UHM40bin4__k141_128239_70	UHM40bin4
UHM40bin4__k141_128943_9	UHM40bin4
UHM40bin4__k141_13213_59	UHM40bin4
UHM40bin4__k141_132300_3	UHM40bin4
UHM40bin4__k141_133623_1	UHM40bin4
UHM40bin4__k141_13663_1	UHM40bin4
UHM40bin4__k141_13663_96	UHM40bin4
UHM40bin4__k141_14004_35	UHM40bin4
UHM40bin4__k141_19088_38	UHM40bin4
UHM40bin4__k141_24595_121	UHM40bin4
UHM40bin4__k141_24595_15	UHM40bin4
