protein_id	KoxO_050916275	KoxO_016734995	KoxO_030343105	KoxO_030343565	KoxO_030343375	KoxO_900083995	KoxO_004360035	KoxO_030344075	KoxO_051951865	KoxO_017310465	KoxO_929608445	KoxO_040561445	KoxO_024918735	KoxO_900083795	KoxO_053276915	KoxO_902162875
UHM125bin22__k141_116436_189	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_116436_218	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_116436_52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_116436_77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_121389_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_125417_18	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM125bin22__k141_125417_30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_125570_52	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_128872_16	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_131084_69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_131614_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_154965_41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_155483_44	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_20697_159	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_20697_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_23854_32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_27491_115	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_27491_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_27491_57	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_27491_67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_35465_127	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_35480_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_35901_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_35901_36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_40548_92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_40554_24	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_55992_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_57044_31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_5898_55	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_61065_21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_62480_69	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_70341_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_89394_301	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_89394_302	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin22__k141_89394_304	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_12330_137	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_132383_128	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_134485_32	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_13765_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_142709_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_167857_122	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_203804_102	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_205170_107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_21561_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_299522_119	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_299522_84	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_92202_124	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_92202_134	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_92202_187	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_92202_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM125bin48__k141_92202_76	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_100486_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_113344_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_118445_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_119420_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_121710_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_124820_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_127317_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_132383_10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_135854_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_140830_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_140906_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_145161_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_16853_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_17742_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_19577_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_20989_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_38534_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_38534_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_39625_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_40619_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_44253_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_44935_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_45768_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_46975_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_55779_7	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM145bin17__k141_60008_8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UHM145bin17__k141_63612_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_66140_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_74359_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_77723_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_7989_4	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM145bin17__k141_86069_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_87543_1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM145bin17__k141_90939_11	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_93975_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin17__k141_97365_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_101097_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_101835_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_101835_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_101835_64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_144755_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_153204_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_157115_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_166374_70	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_180629_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_180629_53	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_192550_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_200935_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_208910_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_214162_107	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_214162_140	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_214162_29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_214162_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_218190_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_218190_42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_220579_126	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM145bin28__k141_220579_47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_227303_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_233280_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_237176_2	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM145bin28__k141_245763_59	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_246764_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_255422_64	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_256650_12	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_256650_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_257196_130	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_257196_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_29627_63	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_29627_64	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_29627_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_32743_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_4249_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_46230_135	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM145bin28__k141_46230_169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_46230_61	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_60526_2	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM145bin28__k141_66451_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin28__k141_9153_71	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_104710_10	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_107551_25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_108505_28	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_108505_29	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_108505_31	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_125673_1	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM145bin33__k141_125756_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_126548_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_130605_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_131588_32	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM145bin33__k141_131588_66	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_133338_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_133591_16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_19754_8	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM145bin33__k141_19916_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_19916_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_2088_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_2136_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_21633_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_22275_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_2311_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_23388_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_31941_36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_32067_19	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_35811_26	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_36839_3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_37340_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_44193_41	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_44193_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_44202_40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_45057_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_50473_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_53789_19	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_68201_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_73141_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_74550_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_75847_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_77428_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_79123_39	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM145bin33__k141_84592_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM145bin33__k141_97234_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_10704_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_10826_104	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_10826_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_14023_54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_14501_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_1884_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_27135_7	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_32671_47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_32818_6	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_33307_15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_36062_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_38804_60	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_4308_43	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1
UHM17bin35__k141_4308_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_46105_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_46105_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_46105_21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_51412_1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_61181_42	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_61305_54	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_61305_89	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_62455_29	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM17bin35__k141_6524_5	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_65613_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_7020_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_100	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_133	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_169	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_211	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_239	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_36	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_74397_75	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_79701_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_89241_67	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_89891_15	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM17bin35__k141_89891_2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_89891_9	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_90749_21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_94036_33	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_95952_4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_96183_106	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	0
UHM17bin35__k141_97645_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_9959_18	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM17bin35__k141_9959_8	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_101850_151	0	0	1	1	1	0	1	1	1	0	1	0	0	1	1	0
UHM18bin40__k141_101850_96	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_102108_14	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1
UHM18bin40__k141_102108_20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_102108_27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_10902_14	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_120545_77	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_120545_78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_120545_80	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_146734_17	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_148791_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_155268_35	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_160197_13	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_165164_39	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_165164_78	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_165964_34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_183129_92	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
UHM18bin40__k141_185600_22	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
