GROUP,Species,Strain,Protein,DNA,GFF3,Short,TaxonGroup
IN,Aspergillus fumigatus,E-1-65L-2,Asfu_E165L2.pep.fa,Asfu_E165L2.dna.fa,Asfu_E165L2.gff3,Asfu_E165L2,Barber_cluster5
IN,Aspergillus fumigatus,E-1-74s-1,Asfu_E174s1.pep.fa,Asfu_E174s1.dna.fa,Asfu_E174s1.gff3,Asfu_E174s1,Barber_cluster6
IN,Aspergillus fumigatus,E-1-70L-5,Asfu_E170L5.pep.fa,Asfu_E170L5.dna.fa,Asfu_E170L5.gff3,Asfu_E170L5,Barber_cluster3
IN,Aspergillus fumigatus,B-1-43-1,Asfu_B1431.pep.fa,Asfu_B1431.dna.fa,Asfu_B1431.gff3,Asfu_B1431,Barber_cluster2
IN,Aspergillus fumigatus,E-1-70L-4,Asfu_E170L4.pep.fa,Asfu_E170L4.dna.fa,Asfu_E170L4.gff3,Asfu_E170L4,Barber_cluster3
IN,Aspergillus fumigatus,C-1-93L-3,Asfu_C193L3.pep.fa,Asfu_C193L3.dna.fa,Asfu_C193L3.gff3,Asfu_C193L3,Barber_cluster2
IN,Aspergillus fumigatus,E-1-75s-1,Asfu_E175s1.pep.fa,Asfu_E175s1.dna.fa,Asfu_E175s1.gff3,Asfu_E175s1,Barber_cluster3
IN,Aspergillus fumigatus,D-2-23L-5,Asfu_D223L5.pep.fa,Asfu_D223L5.dna.fa,Asfu_D223L5.gff3,Asfu_D223L5,Barber_cluster5
IN,Aspergillus fumigatus,E-1-21-2,Asfu_E1212.pep.fa,Asfu_E1212.dna.fa,Asfu_E1212.gff3,Asfu_E1212,Barber_cluster7
IN,Aspergillus fumigatus,E-1-25-10,Asfu_E12510.pep.fa,Asfu_E12510.dna.fa,Asfu_E12510.gff3,Asfu_E12510,Barber_cluster6
IN,Aspergillus fumigatus,E-1-7-1,Asfu_E171.pep.fa,Asfu_E171.dna.fa,Asfu_E171.gff3,Asfu_E171,Barber_cluster5
IN,Aspergillus fumigatus,E-1-14-1,Asfu_E1141.pep.fa,Asfu_E1141.dna.fa,Asfu_E1141.gff3,Asfu_E1141,Barber_cluster6
IN,Aspergillus fumigatus,E-1-56s-1,Asfu_E156s1.pep.fa,Asfu_E156s1.dna.fa,Asfu_E156s1.gff3,Asfu_E156s1,Barber_cluster6
IN,Aspergillus fumigatus,C-1-51s-1,Asfu_C151s1.pep.fa,Asfu_C151s1.dna.fa,Asfu_C151s1.gff3,Asfu_C151s1,Barber_cluster1
IN,Aspergillus fumigatus,D-2-24s-1,Asfu_D224s1.pep.fa,Asfu_D224s1.dna.fa,Asfu_D224s1.gff3,Asfu_D224s1,Barber_cluster6
IN,Aspergillus fumigatus,D-2-17L-1,Asfu_D217L1.pep.fa,Asfu_D217L1.dna.fa,Asfu_D217L1.gff3,Asfu_D217L1,Barber_cluster7
IN,Aspergillus fumigatus,C-1-69L-1,Asfu_C169L1.pep.fa,Asfu_C169L1.dna.fa,Asfu_C169L1.gff3,Asfu_C169L1,Barber_cluster7
IN,Aspergillus fumigatus,C-1-72L-1,Asfu_C172L1.pep.fa,Asfu_C172L1.dna.fa,Asfu_C172L1.gff3,Asfu_C172L1,Barber_cluster5
IN,Aspergillus fumigatus,D-2-22s-1,Asfu_D222s1.pep.fa,Asfu_D222s1.dna.fa,Asfu_D222s1.gff3,Asfu_D222s1,Barber_cluster6
IN,Aspergillus fumigatus,D-2-25L-2,Asfu_D225L2.pep.fa,Asfu_D225L2.dna.fa,Asfu_D225L2.gff3,Asfu_D225L2,Barber_cluster6
IN,Aspergillus fumigatus,D-2-25L-3,Asfu_D225L3.pep.fa,Asfu_D225L3.dna.fa,Asfu_D225L3.gff3,Asfu_D225L3,Barber_cluster1
IN,Aspergillus fumigatus,C-1-33L-1,Asfu_C133L1.pep.fa,Asfu_C133L1.dna.fa,Asfu_C133L1.gff3,Asfu_C133L1,Barber_cluster4
IN,Aspergillus fumigatus,C-1-27s-1,Asfu_C127s1.pep.fa,Asfu_C127s1.dna.fa,Asfu_C127s1.gff3,Asfu_C127s1,Barber_cluster2
IN,Aspergillus fumigatus,C-1-6s-2,Asfu_C16s2.pep.fa,Asfu_C16s2.dna.fa,Asfu_C16s2.gff3,Asfu_C16s2,Barber_cluster7
IN,Aspergillus fumigatus,E-1-35-1,Asfu_E1351.pep.fa,Asfu_E1351.dna.fa,Asfu_E1351.gff3,Asfu_E1351,Barber_cluster3
IN,Aspergillus fumigatus,E-1-33L-1,Asfu_E133L1.pep.fa,Asfu_E133L1.dna.fa,Asfu_E133L1.gff3,Asfu_E133L1,Barber_cluster7
IN,Aspergillus fumigatus,E-1-49-1,Asfu_E1491.pep.fa,Asfu_E1491.dna.fa,Asfu_E1491.gff3,Asfu_E1491,Barber_cluster2
IN,Aspergillus fumigatus,E-1-48-2,Asfu_E1482.pep.fa,Asfu_E1482.dna.fa,Asfu_E1482.gff3,Asfu_E1482,Barber_cluster7
IN,Aspergillus fumigatus,C-1-31L-1,Asfu_C131L1.pep.fa,Asfu_C131L1.dna.fa,Asfu_C131L1.gff3,Asfu_C131L1,Barber_cluster3
IN,Aspergillus fumigatus,C-1-28L-2,Asfu_C128L2.pep.fa,Asfu_C128L2.dna.fa,Asfu_C128L2.gff3,Asfu_C128L2,Barber_cluster2
IN,Aspergillus fumigatus,C-1-6s-3,Asfu_C16s3.pep.fa,Asfu_C16s3.dna.fa,Asfu_C16s3.gff3,Asfu_C16s3,Barber_cluster4
IN,Aspergillus fumigatus,B-1-48-5,Asfu_B1485.pep.fa,Asfu_B1485.dna.fa,Asfu_B1485.gff3,Asfu_B1485,Barber_cluster5
IN,Aspergillus fumigatus,B-1-32-1,Asfu_B1321.pep.fa,Asfu_B1321.dna.fa,Asfu_B1321.gff3,Asfu_B1321,Barber_cluster6
IN,Aspergillus fumigatus,D-2-2s-2,Asfu_D22s2.pep.fa,Asfu_D22s2.dna.fa,Asfu_D22s2.gff3,Asfu_D22s2,Barber_cluster6
IN,Aspergillus fumigatus,D-2-29s-1,Asfu_D229s1.pep.fa,Asfu_D229s1.dna.fa,Asfu_D229s1.gff3,Asfu_D229s1,Barber_cluster6
IN,Aspergillus fumigatus,D-2-35s-1,Asfu_D235s1.pep.fa,Asfu_D235s1.dna.fa,Asfu_D235s1.gff3,Asfu_D235s1,Barber_cluster4
IN,Aspergillus fumigatus,D-2-39L-1,Asfu_D239L1.pep.fa,Asfu_D239L1.dna.fa,Asfu_D239L1.gff3,Asfu_D239L1,Barber_cluster6
IN,Aspergillus fumigatus,D-2-43L-2,Asfu_D243L2.pep.fa,Asfu_D243L2.dna.fa,Asfu_D243L2.gff3,Asfu_D243L2,Barber_cluster4
IN,Aspergillus fumigatus,NRZ-2016-141,Asfu_NRZ2016141.pep.fa,Asfu_NRZ2016141.dna.fa,Asfu_NRZ2016141.gff3,Asfu_NRZ2016141,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2016-121,Asfu_NRZ2016121.pep.fa,Asfu_NRZ2016121.dna.fa,Asfu_NRZ2016121.gff3,Asfu_NRZ2016121,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2016-342,Asfu_NRZ2016342.pep.fa,Asfu_NRZ2016342.dna.fa,Asfu_NRZ2016342.gff3,Asfu_NRZ2016342,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2016-108,Asfu_NRZ2016108.pep.fa,Asfu_NRZ2016108.dna.fa,Asfu_NRZ2016108.gff3,Asfu_NRZ2016108,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2016-071,Asfu_NRZ2016071.pep.fa,Asfu_NRZ2016071.dna.fa,Asfu_NRZ2016071.gff3,Asfu_NRZ2016071,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-649,Asfu_NRZ2018649.pep.fa,Asfu_NRZ2018649.dna.fa,Asfu_NRZ2018649.gff3,Asfu_NRZ2018649,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2016-063,Asfu_NRZ2016063.pep.fa,Asfu_NRZ2016063.dna.fa,Asfu_NRZ2016063.gff3,Asfu_NRZ2016063,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2018-646,Asfu_NRZ2018646.pep.fa,Asfu_NRZ2018646.dna.fa,Asfu_NRZ2018646.gff3,Asfu_NRZ2018646,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2018-539,Asfu_NRZ2018539.pep.fa,Asfu_NRZ2018539.dna.fa,Asfu_NRZ2018539.gff3,Asfu_NRZ2018539,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2018-529,Asfu_NRZ2018529.pep.fa,Asfu_NRZ2018529.dna.fa,Asfu_NRZ2018529.gff3,Asfu_NRZ2018529,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2018-396,Asfu_NRZ2018396.pep.fa,Asfu_NRZ2018396.dna.fa,Asfu_NRZ2018396.gff3,Asfu_NRZ2018396,Barber_cluster3
IN,Aspergillus fumigatus,C-1-60L-1,Asfu_C160L1.pep.fa,Asfu_C160L1.dna.fa,Asfu_C160L1.gff3,Asfu_C160L1,Barber_cluster4
IN,Aspergillus fumigatus,B-1-75L-1,Asfu_B175L1.pep.fa,Asfu_B175L1.dna.fa,Asfu_B175L1.gff3,Asfu_B175L1,Barber_cluster5
IN,Aspergillus fumigatus,B-1-67L-1,Asfu_B167L1.pep.fa,Asfu_B167L1.dna.fa,Asfu_B167L1.gff3,Asfu_B167L1,Barber_cluster2
IN,Aspergillus fumigatus,B-1-68s-1,Asfu_B168s1.pep.fa,Asfu_B168s1.dna.fa,Asfu_B168s1.gff3,Asfu_B168s1,Barber_cluster7
IN,Aspergillus fumigatus,B-1-66s-1,Asfu_B166s1.pep.fa,Asfu_B166s1.dna.fa,Asfu_B166s1.gff3,Asfu_B166s1,Barber_cluster3
IN,Aspergillus fumigatus,B-1-63s-1,Asfu_B163s1.pep.fa,Asfu_B163s1.dna.fa,Asfu_B163s1.gff3,Asfu_B163s1,Barber_cluster6
IN,Aspergillus fumigatus,B-1-70s-1,Asfu_B170s1.pep.fa,Asfu_B170s1.dna.fa,Asfu_B170s1.gff3,Asfu_B170s1,Barber_cluster3
IN,Aspergillus fumigatus,B-1-69L-1,Asfu_B169L1.pep.fa,Asfu_B169L1.dna.fa,Asfu_B169L1.gff3,Asfu_B169L1,Barber_cluster3
IN,Aspergillus fumigatus,C-1-72s-2,Asfu_C172s2.pep.fa,Asfu_C172s2.dna.fa,Asfu_C172s2.gff3,Asfu_C172s2,Barber_cluster6
IN,Aspergillus fumigatus,B-1-71L-1,Asfu_B171L1.pep.fa,Asfu_B171L1.dna.fa,Asfu_B171L1.gff3,Asfu_B171L1,Barber_cluster3
IN,Aspergillus fumigatus,C-1-76s-1,Asfu_C176s1.pep.fa,Asfu_C176s1.dna.fa,Asfu_C176s1.gff3,Asfu_C176s1,Barber_cluster5
IN,Aspergillus fumigatus,D-2-38L-1,Asfu_D238L1.pep.fa,Asfu_D238L1.dna.fa,Asfu_D238L1.gff3,Asfu_D238L1,Barber_cluster6
IN,Aspergillus fumigatus,C-1-80s-1,Asfu_C180s1.pep.fa,Asfu_C180s1.dna.fa,Asfu_C180s1.gff3,Asfu_C180s1,Barber_cluster5
IN,Aspergillus fumigatus,C-1-40s-1,Asfu_C140s1.pep.fa,Asfu_C140s1.dna.fa,Asfu_C140s1.gff3,Asfu_C140s1,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2018-313,Asfu_NRZ2018313.pep.fa,Asfu_NRZ2018313.dna.fa,Asfu_NRZ2018313.gff3,Asfu_NRZ2018313,Barber_cluster3
IN,Aspergillus fumigatus,D-2-2s-3,Asfu_D22s3.pep.fa,Asfu_D22s3.dna.fa,Asfu_D22s3.gff3,Asfu_D22s3,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2018-326,Asfu_NRZ2018326.pep.fa,Asfu_NRZ2018326.dna.fa,Asfu_NRZ2018326.gff3,Asfu_NRZ2018326,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2017-339,Asfu_NRZ2017339.pep.fa,Asfu_NRZ2017339.dna.fa,Asfu_NRZ2017339.gff3,Asfu_NRZ2017339,Barber_cluster1
IN,Aspergillus fumigatus,NRZ-2018-307,Asfu_NRZ2018307.pep.fa,Asfu_NRZ2018307.dna.fa,Asfu_NRZ2018307.gff3,Asfu_NRZ2018307,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2018-290,Asfu_NRZ2018290.pep.fa,Asfu_NRZ2018290.dna.fa,Asfu_NRZ2018290.gff3,Asfu_NRZ2018290,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2016-032,Asfu_NRZ2016032.pep.fa,Asfu_NRZ2016032.dna.fa,Asfu_NRZ2016032.gff3,Asfu_NRZ2016032,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-300,Asfu_NRZ2018300.pep.fa,Asfu_NRZ2018300.dna.fa,Asfu_NRZ2018300.gff3,Asfu_NRZ2018300,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-286,Asfu_NRZ2018286.pep.fa,Asfu_NRZ2018286.dna.fa,Asfu_NRZ2018286.gff3,Asfu_NRZ2018286,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2018-272,Asfu_NRZ2018272.pep.fa,Asfu_NRZ2018272.dna.fa,Asfu_NRZ2018272.gff3,Asfu_NRZ2018272,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-281,Asfu_NRZ2018281.pep.fa,Asfu_NRZ2018281.dna.fa,Asfu_NRZ2018281.gff3,Asfu_NRZ2018281,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-236,Asfu_NRZ2018236.pep.fa,Asfu_NRZ2018236.dna.fa,Asfu_NRZ2018236.gff3,Asfu_NRZ2018236,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2018-146,Asfu_NRZ2018146.pep.fa,Asfu_NRZ2018146.dna.fa,Asfu_NRZ2018146.gff3,Asfu_NRZ2018146,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2018-123,Asfu_NRZ2018123.pep.fa,Asfu_NRZ2018123.dna.fa,Asfu_NRZ2018123.gff3,Asfu_NRZ2018123,Barber_cluster4
IN,Aspergillus fumigatus,NRZ-2017-101,Asfu_NRZ2017101.pep.fa,Asfu_NRZ2017101.dna.fa,Asfu_NRZ2017101.gff3,Asfu_NRZ2017101,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2018-043,Asfu_NRZ2018043.pep.fa,Asfu_NRZ2018043.dna.fa,Asfu_NRZ2018043.gff3,Asfu_NRZ2018043,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2018-097,Asfu_NRZ2018097.pep.fa,Asfu_NRZ2018097.dna.fa,Asfu_NRZ2018097.gff3,Asfu_NRZ2018097,Barber_cluster4
IN,Aspergillus fumigatus,NRZ-2017-546,Asfu_NRZ2017546.pep.fa,Asfu_NRZ2017546.dna.fa,Asfu_NRZ2017546.gff3,Asfu_NRZ2017546,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2017-537,Asfu_NRZ2017537.pep.fa,Asfu_NRZ2017537.dna.fa,Asfu_NRZ2017537.gff3,Asfu_NRZ2017537,Barber_cluster4
IN,Aspergillus fumigatus,NRZ-2017-534,Asfu_NRZ2017534.pep.fa,Asfu_NRZ2017534.dna.fa,Asfu_NRZ2017534.gff3,Asfu_NRZ2017534,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2017-508,Asfu_NRZ2017508.pep.fa,Asfu_NRZ2017508.dna.fa,Asfu_NRZ2017508.gff3,Asfu_NRZ2017508,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2017-434,Asfu_NRZ2017434.pep.fa,Asfu_NRZ2017434.dna.fa,Asfu_NRZ2017434.gff3,Asfu_NRZ2017434,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-381,Asfu_NRZ2017381.pep.fa,Asfu_NRZ2017381.dna.fa,Asfu_NRZ2017381.gff3,Asfu_NRZ2017381,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2017-362,Asfu_NRZ2017362.pep.fa,Asfu_NRZ2017362.dna.fa,Asfu_NRZ2017362.gff3,Asfu_NRZ2017362,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2017-346,Asfu_NRZ2017346.pep.fa,Asfu_NRZ2017346.dna.fa,Asfu_NRZ2017346.gff3,Asfu_NRZ2017346,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2017-322,Asfu_NRZ2017322.pep.fa,Asfu_NRZ2017322.dna.fa,Asfu_NRZ2017322.gff3,Asfu_NRZ2017322,Barber_cluster2
IN,Aspergillus fumigatus,NRZ-2017-283,Asfu_NRZ2017283.pep.fa,Asfu_NRZ2017283.dna.fa,Asfu_NRZ2017283.gff3,Asfu_NRZ2017283,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-282,Asfu_NRZ2017282.pep.fa,Asfu_NRZ2017282.dna.fa,Asfu_NRZ2017282.gff3,Asfu_NRZ2017282,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2014-065,Asfu_NRZ2014065.pep.fa,Asfu_NRZ2014065.dna.fa,Asfu_NRZ2014065.gff3,Asfu_NRZ2014065,Barber_cluster7
IN,Aspergillus fumigatus,NRZ-2015-218,Asfu_NRZ2015218.pep.fa,Asfu_NRZ2015218.dna.fa,Asfu_NRZ2015218.gff3,Asfu_NRZ2015218,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2017-214,Asfu_NRZ2017214.pep.fa,Asfu_NRZ2017214.dna.fa,Asfu_NRZ2017214.gff3,Asfu_NRZ2017214,Barber_cluster6
IN,Aspergillus fumigatus,NRZ-2017-195,Asfu_NRZ2017195.pep.fa,Asfu_NRZ2017195.dna.fa,Asfu_NRZ2017195.gff3,Asfu_NRZ2017195,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-134,Asfu_NRZ2017134.pep.fa,Asfu_NRZ2017134.dna.fa,Asfu_NRZ2017134.gff3,Asfu_NRZ2017134,Barber_cluster4
IN,Aspergillus fumigatus,NRZ-2017-115,Asfu_NRZ2017115.pep.fa,Asfu_NRZ2017115.dna.fa,Asfu_NRZ2017115.gff3,Asfu_NRZ2017115,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-096,Asfu_NRZ2017096.pep.fa,Asfu_NRZ2017096.dna.fa,Asfu_NRZ2017096.gff3,Asfu_NRZ2017096,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-069,Asfu_NRZ2017069.pep.fa,Asfu_NRZ2017069.dna.fa,Asfu_NRZ2017069.gff3,Asfu_NRZ2017069,Barber_cluster3
IN,Aspergillus fumigatus,NRZ-2017-076,Asfu_NRZ2017076.pep.fa,Asfu_NRZ2017076.dna.fa,Asfu_NRZ2017076.gff3,Asfu_NRZ2017076,Barber_cluster5
IN,Aspergillus fumigatus,NRZ-2017-040,Asfu_NRZ2017040.pep.fa,Asfu_NRZ2017040.dna.fa,Asfu_NRZ2017040.gff3,Asfu_NRZ2017040,Barber_cluster1
IN,Aspergillus fumigatus,NRZ-2017-039,Asfu_NRZ2017039.pep.fa,Asfu_NRZ2017039.dna.fa,Asfu_NRZ2017039.gff3,Asfu_NRZ2017039,Barber_cluster6
IN,Aspergillus fumigatus,D-2-15L-2,Asfu_D215L2.pep.fa,Asfu_D215L2.dna.fa,Asfu_D215L2.gff3,Asfu_D215L2,Barber_cluster7
IN,Aspergillus fumigatus,C-1-77s-2,Asfu_C177s2.pep.fa,Asfu_C177s2.dna.fa,Asfu_C177s2.gff3,Asfu_C177s2,Barber_cluster6
IN,Aspergillus fumigatus,B-1-46-5,Asfu_B1465.pep.fa,Asfu_B1465.dna.fa,Asfu_B1465.gff3,Asfu_B1465,Barber_cluster4
IN,Aspergillus fumigatus,A-2-43L-2,Asfu_A243L2.pep.fa,Asfu_A243L2.dna.fa,Asfu_A243L2.gff3,Asfu_A243L2,Barber_cluster3
IN,Aspergillus fumigatus,D-2-48L-1,Asfu_D248L1.pep.fa,Asfu_D248L1.dna.fa,Asfu_D248L1.gff3,Asfu_D248L1,Barber_cluster2
IN,Aspergillus fumigatus,D-2-43s-1,Asfu_D243s1.pep.fa,Asfu_D243s1.dna.fa,Asfu_D243s1.gff3,Asfu_D243s1,Barber_cluster7
IN,Aspergillus fumigatus,D-2-50s-1,Asfu_D250s1.pep.fa,Asfu_D250s1.dna.fa,Asfu_D250s1.gff3,Asfu_D250s1,Barber_cluster2
IN,Aspergillus fumigatus,A-2-45L-5,Asfu_A245L5.pep.fa,Asfu_A245L5.dna.fa,Asfu_A245L5.gff3,Asfu_A245L5,Barber_cluster3
IN,Aspergillus fumigatus,D-2-49L-2,Asfu_D249L2.pep.fa,Asfu_D249L2.dna.fa,Asfu_D249L2.gff3,Asfu_D249L2,Barber_cluster6
IN,Aspergillus fumigatus,F-1-39-1,Asfu_F1391.pep.fa,Asfu_F1391.dna.fa,Asfu_F1391.gff3,Asfu_F1391,Barber_cluster4
IN,Aspergillus fumigatus,A-2-44L-2,Asfu_A244L2.pep.fa,Asfu_A244L2.dna.fa,Asfu_A244L2.gff3,Asfu_A244L2,Barber_cluster6
IN,Aspergillus fumigatus,A-2-35L-1,Asfu_A235L1.pep.fa,Asfu_A235L1.dna.fa,Asfu_A235L1.gff3,Asfu_A235L1,Barber_cluster6
IN,Aspergillus fumigatus,F-1-42-2,Asfu_F1422.pep.fa,Asfu_F1422.dna.fa,Asfu_F1422.gff3,Asfu_F1422,Barber_cluster7
IN,Aspergillus fumigatus,D-2-47L-2,Asfu_D247L2.pep.fa,Asfu_D247L2.dna.fa,Asfu_D247L2.gff3,Asfu_D247L2,Barber_cluster6
IN,Aspergillus fumigatus,A-2-34L-2,Asfu_A234L2.pep.fa,Asfu_A234L2.dna.fa,Asfu_A234L2.gff3,Asfu_A234L2,Barber_cluster2
IN,Aspergillus fumigatus,C-1-34s-1,Asfu_C134s1.pep.fa,Asfu_C134s1.dna.fa,Asfu_C134s1.gff3,Asfu_C134s1,Barber_cluster4
IN,Aspergillus fumigatus,E-1-67s-1,Asfu_E167s1.pep.fa,Asfu_E167s1.dna.fa,Asfu_E167s1.gff3,Asfu_E167s1,Barber_cluster6
IN,Aspergillus fumigatus,C-1-99L-2,Asfu_C199L2.pep.fa,Asfu_C199L2.dna.fa,Asfu_C199L2.gff3,Asfu_C199L2,Barber_cluster2
IN,Aspergillus fumigatus,C-1-69s-1,Asfu_C169s1.pep.fa,Asfu_C169s1.dna.fa,Asfu_C169s1.gff3,Asfu_C169s1,Barber_cluster6
IN,Aspergillus fumigatus,A-3-30s-2,Asfu_A330s2.pep.fa,Asfu_A330s2.dna.fa,Asfu_A330s2.gff3,Asfu_A330s2,Barber_cluster6
IN,Aspergillus fumigatus,A-3-37s-1,Asfu_A337s1.pep.fa,Asfu_A337s1.dna.fa,Asfu_A337s1.gff3,Asfu_A337s1,Barber_cluster2
IN,Aspergillus fumigatus,C-1-94L-2,Asfu_C194L2.pep.fa,Asfu_C194L2.dna.fa,Asfu_C194L2.gff3,Asfu_C194L2,Barber_cluster5
IN,Aspergillus fumigatus,C-1-67s-1,Asfu_C167s1.pep.fa,Asfu_C167s1.dna.fa,Asfu_C167s1.gff3,Asfu_C167s1,Barber_cluster7
IN,Aspergillus fumigatus,A-2-49L-5,Asfu_A249L5.pep.fa,Asfu_A249L5.dna.fa,Asfu_A249L5.gff3,Asfu_A249L5,Barber_cluster3
IN,Aspergillus fumigatus,E-1-66s-1,Asfu_E166s1.pep.fa,Asfu_E166s1.dna.fa,Asfu_E166s1.gff3,Asfu_E166s1,Barber_cluster2
IN,Aspergillus fumigatus,C-1-49-1,Asfu_C1491.pep.fa,Asfu_C1491.dna.fa,Asfu_C1491.gff3,Asfu_C1491,Barber_cluster6
IN,Aspergillus fumigatus,A-2-49L-2,Asfu_A249L2.pep.fa,Asfu_A249L2.dna.fa,Asfu_A249L2.gff3,Asfu_A249L2,Barber_cluster7
IN,Aspergillus fumigatus,L-3-24-3,Asfu_L3243.pep.fa,Asfu_L3243.dna.fa,Asfu_L3243.gff3,Asfu_L3243,Barber_cluster4
