Short	Complete_pct	Single_pct	Duplicated_pct	Fragmented_pct	Missing_pct	n_BUSCOs	Scaffolds	Contigs	Total_length	Percent_gaps
Asfu_B1323	99.0	98.8	0.2	0.4	0.5	1122	554	554	27242766	0.000
Asfu_B1431	98.6	98.3	0.3	0.7	0.7	1122	738	738	29026652	0.000
Asfu_B144s	98.8	98.6	0.2	0.5	0.7	1122	666	666	27960560	0.000
Asfu_B1452	98.8	98.7	0.2	0.6	0.5	1122	487	487	28101025	0.000
Asfu_B1455	98.9	98.8	0.2	0.5	0.5	1122	388	388	28388331	0.000
Asfu_B1465	98.8	98.7	0.2	0.5	0.6	1122	652	652	27805404	0.000
Asfu_B1485	98.8	98.5	0.3	0.8	0.4	1122	540	540	27932786	0.000
Asfu_B163s1	98.8	98.7	0.2	0.6	0.5	1122	389	389	28014591	0.000
Asfu_B166L1	99.1	98.9	0.2	0.4	0.5	1122	441	441	28324597	0.000
Asfu_B166s1	99.0	98.8	0.2	0.4	0.5	1122	417	418	28179448	0.000
Asfu_B167L1	98.8	98.6	0.2	0.5	0.7	1122	398	398	28176413	0.000
Asfu_B168s1	99.0	98.8	0.3	0.4	0.5	1122	501	501	28571313	0.000
Asfu_B169L1	98.6	98.4	0.2	0.7	0.7	1122	927	927	28499793	0.000
Asfu_B170s1	99.0	98.8	0.2	0.4	0.5	1122	429	430	27983060	0.000
Asfu_B171L1	98.8	98.6	0.3	0.5	0.6	1122	747	748	28415320	0.000
Asfu_B173L1	98.7	98.5	0.2	0.7	0.6	1122	385	385	28060705	0.000
Asfu_B175L1	98.7	98.5	0.2	0.6	0.7	1122	383	383	28188244	0.000
Asfu_B178L1	98.7	98.4	0.3	0.6	0.7	1122	411	412	28704709	0.000
Asfu_B5233	98.9	98.8	0.2	0.4	0.7	1122	13	13	28837349	0.000
Asfu_C124L2	99.0	98.8	0.3	0.4	0.5	1122	633	633	28555958	0.000
Asfu_C124L3	98.8	98.7	0.2	0.7	0.4	1122	532	532	27776459	0.000
Asfu_C127s1	98.8	98.5	0.3	0.5	0.7	1122	532	532	27750068	0.000
Asfu_C128L1	98.8	98.6	0.2	0.6	0.6	1122	629	629	27876067	0.000
Asfu_C128L2	98.8	98.6	0.2	0.6	0.6	1122	499	499	27721391	0.000
Asfu_C130L1	98.8	98.6	0.2	0.6	0.6	1122	498	498	27257304	0.000
Asfu_C131L1	99.0	98.8	0.2	0.4	0.6	1122	618	618	27570887	0.000
Asfu_C131s1	98.8	98.5	0.4	0.5	0.6	1122	563	563	27729014	0.000
Asfu_C133L1	98.8	98.7	0.2	0.6	0.5	1122	570	570	27920273	0.000
Asfu_C133L2	99.1	98.9	0.2	0.4	0.4	1122	642	642	27782928	0.000
Asfu_C134s1	98.8	98.7	0.2	0.5	0.6	1122	535	535	27941353	0.000
Asfu_C140L2	98.7	98.5	0.2	0.6	0.7	1122	555	555	27512334	0.000
Asfu_C140s1	98.8	98.6	0.2	0.7	0.5	1122	544	544	28351721	0.000
Asfu_C1491	98.8	98.6	0.2	0.6	0.6	1122	462	462	27716157	0.000
Asfu_C151s1	99.2	98.9	0.3	0.4	0.4	1122	432	432	27099273	0.000
Asfu_C160L1	98.7	98.5	0.2	0.5	0.8	1122	572	572	27928058	0.000
Asfu_C164L2	98.8	98.6	0.3	0.5	0.6	1122	737	737	28887655	0.000
Asfu_C166L2	98.8	98.7	0.2	0.7	0.4	1122	583	583	28092307	0.000
Asfu_C166L3	99.0	98.8	0.2	0.4	0.6	1122	480	480	28056369	0.000
Asfu_C167s1	98.9	98.8	0.2	0.4	0.7	1122	581	581	28169448	0.000
Asfu_C169L1	98.8	98.7	0.2	0.5	0.6	1122	598	598	27605353	0.000
Asfu_C169s1	98.8	98.7	0.2	0.6	0.5	1122	629	629	28609444	0.000
Asfu_C16s2	98.7	98.5	0.2	0.7	0.6	1122	1280	1280	28525524	0.000
Asfu_C16s3	98.8	98.7	0.2	0.4	0.7	1122	594	594	27140216	0.000
Asfu_C172L1	97.3	97.1	0.2	2.0	0.6	1122	2201	2201	28480038	0.000
Asfu_C172s2	98.9	98.8	0.2	0.6	0.4	1122	806	806	28776093	0.000
Asfu_C176s1	98.9	98.7	0.3	0.5	0.5	1122	457	457	28610743	0.000
Asfu_C176s2	98.7	98.5	0.2	0.4	0.9	1122	523	523	28516693	0.000
Asfu_C177s2	98.9	98.8	0.2	0.5	0.5	1122	460	460	27995988	0.000
Asfu_C180s1	98.8	98.6	0.3	0.4	0.7	1122	419	419	28648030	0.000
Asfu_C190L1	98.7	98.5	0.2	0.6	0.7	1122	761	761	28872019	0.000
Asfu_C193L3	98.9	98.8	0.2	0.5	0.5	1122	663	663	28807921	0.000
Asfu_C193s1	98.9	98.8	0.2	0.5	0.5	1122	521	521	28187664	0.000
Asfu_C194L2	98.8	98.7	0.2	0.6	0.5	1122	1070	1070	28802608	0.000
Asfu_C199L2	99.0	98.8	0.2	0.4	0.5	1122	425	425	28179586	0.000
Asfu_CNMCM8057	98.1	98.0	0.2	1.2	0.7	1122	719	769	28131205	0.002
Asfu_CNMCM8686	97.9	97.7	0.2	1.1	1.1	1122	573	609	27770909	0.002
Asfu_CNMCM8689	98.1	98.0	0.2	0.8	1.1	1122	499	537	27942648	0.002
Asfu_CNMCM8714	97.4	97.2	0.2	1.2	1.4	1122	928	986	28097364	0.003
Asfu_CNMCM8812	97.7	97.5	0.2	1.2	1.2	1122	932	967	28424333	0.001
Asfu_D141	98.9	98.8	0.2	0.4	0.7	1122	25	28	28701068	0.044
Asfu_D215L2	98.8	98.7	0.2	0.5	0.6	1122	609	609	27819106	0.000
Asfu_D215L3	98.8	98.7	0.2	0.7	0.4	1122	509	509	28424023	0.000
Asfu_D217L1	98.8	98.6	0.3	0.6	0.5	1122	713	713	28914345	0.000
Asfu_D222s1	98.8	98.6	0.2	0.8	0.4	1122	565	565	28457521	0.000
Asfu_D223L5	99.0	98.8	0.3	0.4	0.5	1122	992	992	28186916	0.000
Asfu_D224s1	98.8	98.7	0.2	0.7	0.4	1122	556	556	27853598	0.000
Asfu_D225L2	98.6	98.4	0.2	0.6	0.8	1122	589	589	28188249	0.000
Asfu_D225L3	98.7	98.4	0.3	0.6	0.7	1122	536	536	27713245	0.000
Asfu_D226s1	98.8	98.6	0.2	0.5	0.7	1122	632	632	28783977	0.000
Asfu_D228L1	98.8	98.6	0.2	0.6	0.6	1122	477	477	28084454	0.000
Asfu_D229s1	98.8	98.7	0.2	0.6	0.5	1122	527	527	27986187	0.000
Asfu_D22s2	98.7	98.5	0.2	0.7	0.6	1122	539	539	28006203	0.000
Asfu_D22s3	98.8	98.6	0.2	0.7	0.5	1122	541	541	28068227	0.000
Asfu_D232L1	99.0	98.8	0.2	0.4	0.6	1122	534	534	28511674	0.000
Asfu_D235s1	98.7	98.5	0.2	0.5	0.8	1122	574	574	27844127	0.000
Asfu_D238L1	98.8	98.6	0.2	0.7	0.5	1122	524	524	28458054	0.000
Asfu_D239L1	98.7	98.5	0.2	0.8	0.5	1122	534	534	27770368	0.000
Asfu_D239L2	99.0	98.7	0.4	0.5	0.4	1122	604	604	27964480	0.000
Asfu_D243L1	98.8	98.6	0.2	0.5	0.7	1122	534	534	27492747	0.000
Asfu_D243L2	98.8	98.6	0.2	0.4	0.8	1122	526	526	27442723	0.000
Asfu_D243s1	99.2	98.9	0.3	0.4	0.4	1122	580	580	28778780	0.000
Asfu_D244L1	98.7	98.5	0.2	0.7	0.6	1122	626	626	28299113	0.000
Asfu_D247L1	99.0	98.8	0.3	0.5	0.4	1122	448	449	28627675	0.000
Asfu_D247L2	99.0	98.8	0.2	0.5	0.4	1122	402	403	28307595	0.000
Asfu_D248L1	98.8	98.5	0.3	0.7	0.5	1122	510	510	29082678	0.000
Asfu_D249L2	98.8	98.7	0.2	0.6	0.5	1122	394	394	28058389	0.000
Asfu_D249L5	98.8	98.6	0.2	0.6	0.6	1122	480	480	28024276	0.000
Asfu_D250s1	98.5	98.3	0.2	0.7	0.8	1122	448	448	28394939	0.000
Asfu_E1141	98.6	98.4	0.2	0.9	0.5	1122	565	565	27461492	0.000
Asfu_E1202	98.9	98.7	0.3	0.4	0.6	1122	473	473	27385597	0.000
Asfu_E1212	98.8	98.7	0.2	0.6	0.5	1122	586	586	27078878	0.000
Asfu_E12510	98.8	98.6	0.2	0.6	0.6	1122	564	564	28074841	0.000
Asfu_E133L1	98.9	98.8	0.2	0.4	0.6	1122	618	618	27440728	0.000
Asfu_E1351	98.9	98.8	0.2	0.6	0.4	1122	571	571	27222132	0.000
Asfu_E137L2	98.8	98.6	0.2	0.7	0.5	1122	603	603	27807164	0.000
Asfu_E1462	98.6	98.4	0.2	0.6	0.8	1122	578	578	28277798	0.000
Asfu_E1482	99.0	98.8	0.2	0.4	0.6	1122	577	577	27306361	0.000
Asfu_E1491	98.8	98.6	0.3	0.5	0.6	1122	542	543	27876808	0.000
Asfu_E156s1	98.6	98.4	0.2	0.8	0.6	1122	528	528	27784109	0.000
Asfu_E165L2	98.5	98.2	0.3	0.8	0.7	1122	729	730	27947427	0.000
Asfu_E165L4	98.6	98.4	0.2	0.5	0.9	1122	730	730	27519980	0.000
Asfu_E166s1	98.8	98.6	0.3	0.5	0.6	1122	398	398	28746524	0.000
Asfu_E167s1	98.8	98.6	0.2	0.7	0.5	1122	562	562	28066613	0.000
Asfu_E170L4	98.9	98.8	0.2	0.4	0.6	1122	473	473	28409697	0.000
Asfu_E170L5	98.8	98.7	0.2	0.5	0.6	1122	399	399	28386081	0.000
Asfu_E171	98.8	98.5	0.3	0.7	0.5	1122	532	532	28439727	0.000
Asfu_E174s1	99.0	98.8	0.2	0.5	0.4	1122	474	474	28623383	0.000
Asfu_E175s1	99.1	98.9	0.2	0.4	0.5	1122	428	428	28526324	0.000
Asfu_E175s2	96.7	96.4	0.3	2.5	0.8	1122	1601	1601	27578729	0.000
Asfu_F110L1	98.9	98.8	0.2	0.5	0.5	1122	696	696	27864269	0.000
Asfu_F113L1	98.8	98.5	0.3	0.6	0.6	1122	555	555	28062801	0.000
Asfu_F113L3	98.7	98.4	0.3	0.7	0.6	1122	559	559	28017865	0.000
Asfu_F1141	98.7	98.5	0.2	0.8	0.5	1122	569	569	28235408	0.000
Asfu_F133L2	99.2	98.9	0.3	0.4	0.4	1122	480	480	27244324	0.000
Asfu_F1391	98.9	98.8	0.2	0.4	0.6	1122	654	654	27316876	0.000
Asfu_F13L1	98.7	98.5	0.2	0.7	0.6	1122	543	543	27503884	0.000
Asfu_F1422	98.8	98.5	0.4	0.5	0.6	1122	837	837	28168031	0.000
Asfu_F14L1	98.7	98.5	0.2	0.8	0.5	1122	586	586	27965695	0.000
Asfu_G212	98.7	98.5	0.2	0.5	0.8	1122	633	633	27986111	0.000
Asfu_G2141	98.8	98.6	0.3	0.4	0.7	1122	523	523	28234565	0.000
Asfu_G2224	98.8	98.6	0.3	0.4	0.7	1122	490	490	27399072	0.000
Asfu_G231	99.0	98.8	0.2	0.4	0.6	1122	606	606	27620950	0.000
Asfu_G252	98.8	98.7	0.2	0.6	0.5	1122	582	583	27618689	0.000
Asfu_G261	98.8	98.7	0.2	0.7	0.4	1122	626	626	28229863	0.000
Asfu_G292	98.5	98.3	0.2	0.7	0.8	1122	620	620	28520986	0.000
Asfu_H1106	98.7	98.4	0.3	0.5	0.8	1122	677	678	28783753	0.000
Asfu_H112	98.9	98.8	0.2	0.6	0.4	1122	484	484	28495077	0.000
Asfu_H1152	98.8	98.6	0.2	0.5	0.7	1122	565	565	27604964	0.000
Asfu_H1215	99.0	98.8	0.3	0.4	0.5	1122	555	555	27883203	0.000
Asfu_H1219	98.8	98.6	0.2	0.6	0.6	1122	519	519	27646481	0.000
Asfu_H1233	98.8	98.7	0.2	0.6	0.5	1122	433	433	28462375	0.000
Asfu_H1261	98.7	98.5	0.2	0.7	0.6	1122	564	564	28338430	0.000
Asfu_H1292	98.6	98.4	0.2	0.8	0.6	1122	509	509	27357936	0.000
Asfu_H1302	98.9	98.8	0.2	0.4	0.6	1122	578	578	27889324	0.000
Asfu_H237	99.0	97.9	1.2	0.4	0.5	1122	23	23	29197406	0.000
Asfu_HMR_AF_270	98.4	98.1	0.3	0.8	0.8	1122	640	640	29257592	0.000
Asfu_HMR_AF_706	98.2	97.7	0.5	1.2	0.6	1122	686	686	28028948	0.000
Asfu_I1121	98.9	98.8	0.2	0.4	0.6	1122	640	640	27614048	0.000
Asfu_I1192	98.8	98.6	0.2	0.7	0.5	1122	608	608	27690965	0.000
Asfu_I122	98.9	98.7	0.3	0.4	0.6	1122	553	553	27326134	0.000
Asfu_I1224	98.8	98.6	0.3	0.5	0.6	1122	570	570	27659189	0.000
Asfu_I1225	98.9	98.7	0.3	0.5	0.5	1122	539	539	27310208	0.000
Asfu_I124	98.8	98.6	0.2	0.6	0.6	1122	608	608	27848299	0.000
Asfu_I1251	99.0	98.8	0.2	0.6	0.4	1122	618	618	27338488	0.000
Asfu_I1321	98.6	98.4	0.2	0.4	1.0	1122	547	547	27718291	0.000
Asfu_I1322	98.8	98.5	0.3	0.5	0.7	1122	567	567	27768638	0.000
Asfu_I1483	98.8	98.6	0.3	0.5	0.6	1122	427	427	28611694	0.000
Asfu_I1493	98.8	98.6	0.3	0.5	0.6	1122	523	523	28541925	0.000
Asfu_K112L1	98.9	98.8	0.2	0.5	0.5	1122	657	657	27653514	0.000
Asfu_K118L3	99.0	98.8	0.2	0.5	0.4	1122	650	650	28592698	0.000
Asfu_K118L6	98.8	98.7	0.2	0.5	0.6	1122	652	652	28513106	0.000
Asfu_K11L2	98.7	98.4	0.3	0.6	0.7	1122	417	417	28561605	0.000
Asfu_K11L5	98.9	98.7	0.3	0.5	0.5	1122	625	626	28803523	0.000
Asfu_K124L1	98.7	98.5	0.2	0.8	0.5	1122	620	620	27688385	0.000
Asfu_K132s1	98.6	98.4	0.2	0.8	0.6	1122	714	714	28035848	0.000
Asfu_K134L1	98.5	98.3	0.2	0.8	0.7	1122	544	544	28509288	0.000
Asfu_K13L2	99.2	98.9	0.3	0.4	0.4	1122	594	594	27822512	0.000
Asfu_K13L4	98.9	98.8	0.2	0.6	0.4	1122	590	590	27495168	0.000
Asfu_K148s1	99.0	98.8	0.3	0.4	0.5	1122	514	514	28947560	0.000
Asfu_K14s1	98.8	98.5	0.3	0.6	0.6	1122	729	729	28888205	0.000
Asfu_K14s1_2	98.8	98.6	0.3	0.5	0.6	1122	714	714	28676289	0.000
Asfu_K18L1	99.0	98.8	0.2	0.5	0.4	1122	763	763	28613956	0.000
Asfu_K18L3	98.8	98.6	0.3	0.5	0.6	1122	385	386	28413171	0.000
Asfu_L2112	99.1	98.9	0.2	0.4	0.5	1122	670	670	28059862	0.000
Asfu_L2114	98.5	98.3	0.2	0.9	0.6	1122	1300	1300	27988872	0.000
Asfu_L2134	98.9	98.8	0.2	0.6	0.4	1122	552	552	27411772	0.000
Asfu_L2154	98.8	98.7	0.2	0.5	0.6	1122	553	553	27756051	0.000
Asfu_L2161	98.7	98.5	0.2	0.8	0.5	1122	645	645	27924335	0.000
Asfu_L2163	98.9	98.8	0.2	0.6	0.4	1122	585	585	27875214	0.000
Asfu_L2171	98.6	98.4	0.2	0.7	0.7	1122	558	558	27143620	0.000
Asfu_L2212	98.8	98.7	0.2	0.6	0.5	1122	678	678	28708128	0.000
Asfu_L2224	99.0	98.8	0.3	0.4	0.5	1122	616	616	28273857	0.000
Asfu_L2241	98.4	98.2	0.2	1.2	0.4	1122	1507	1507	27809581	0.000
Asfu_L243	98.7	98.5	0.2	0.9	0.4	1122	569	569	27459273	0.000
Asfu_L271	98.8	98.7	0.2	0.7	0.4	1122	590	590	27889692	0.000
Asfu_L272	98.8	98.7	0.2	0.7	0.4	1122	543	543	28300294	0.000
Asfu_L291	98.6	98.4	0.2	0.8	0.6	1122	580	580	28060743	0.000
Asfu_L295	98.3	98.1	0.2	0.8	0.9	1122	581	581	27609373	0.000
Asfu_L3111	98.7	98.4	0.3	0.6	0.7	1122	504	504	28186946	0.000
Asfu_L3112	98.9	98.7	0.3	0.6	0.4	1122	473	473	28622096	0.000
Asfu_L3131	98.9	98.8	0.2	0.6	0.4	1122	454	454	27759812	0.000
Asfu_L3132	98.8	98.6	0.2	0.7	0.5	1122	656	656	28492894	0.000
Asfu_L3152	99.1	98.8	0.3	0.4	0.5	1122	358	358	27737615	0.000
Asfu_L3211	98.9	98.7	0.3	0.5	0.5	1122	591	592	28541577	0.000
Asfu_L3213	98.7	98.5	0.2	0.7	0.6	1122	486	486	28099655	0.000
Asfu_L3222	98.9	98.8	0.2	0.5	0.5	1122	403	403	28200797	0.000
Asfu_L3241	98.9	98.8	0.2	0.6	0.4	1122	581	581	28089778	0.000
Asfu_L3243	99.0	98.8	0.2	0.4	0.6	1122	490	490	27595622	0.000
Asfu_L371	98.6	98.4	0.2	0.7	0.7	1122	544	544	27305124	0.000
Asfu_M200011027	99.0	98.8	0.3	0.4	0.5	1122	108	139	28534101	0.006
Asfu_M200011028	99.0	98.8	0.3	0.4	0.5	1122	86	118	28553214	0.005
Asfu_NRZ2014065	99.1	98.9	0.2	0.4	0.4	1122	401	401	28581502	0.000
Asfu_NRZ2015218	98.9	98.8	0.2	0.5	0.5	1122	361	361	28111269	0.000
Asfu_NRZ2016032	98.9	98.7	0.3	0.4	0.6	1122	346	346	28598432	0.000
Asfu_NRZ2016063	98.8	98.7	0.2	0.4	0.7	1122	455	455	28292496	0.000
Asfu_NRZ2016071	98.8	98.5	0.3	0.6	0.6	1122	423	423	29022706	0.000
Asfu_NRZ2016108	98.8	98.7	0.2	0.6	0.5	1122	337	337	28357663	0.000
Asfu_NRZ2016121	99.1	98.9	0.2	0.4	0.4	1122	431	431	28160925	0.000
Asfu_NRZ2016141	99.1	98.8	0.3	0.4	0.4	1122	326	327	28617938	0.000
Asfu_NRZ2016342	98.8	98.6	0.2	0.7	0.5	1122	343	343	28474347	0.000
Asfu_NRZ2017039	98.8	98.7	0.2	0.6	0.5	1122	319	319	28143920	0.000
Asfu_NRZ2017040	98.9	98.7	0.3	0.4	0.7	1122	223	223	27544459	0.000
Asfu_NRZ2017069	99.2	99.0	0.2	0.4	0.4	1122	338	338	27905761	0.000
Asfu_NRZ2017076	98.8	98.6	0.3	0.4	0.7	1122	349	349	28521474	0.000
Asfu_NRZ2017096	98.9	98.8	0.2	0.5	0.5	1122	307	307	28246014	0.000
Asfu_NRZ2017101	99.2	98.9	0.3	0.4	0.4	1122	360	361	28726817	0.000
Asfu_NRZ2017115	98.8	98.6	0.3	0.4	0.7	1122	374	374	28666178	0.000
Asfu_NRZ2017134	99.0	98.8	0.2	0.4	0.6	1122	401	401	28136317	0.000
Asfu_NRZ2017195	98.8	98.7	0.2	0.5	0.6	1122	343	343	28607134	0.000
Asfu_NRZ2017214	98.9	98.8	0.2	0.5	0.5	1122	331	331	28321430	0.000
Asfu_NRZ2017282	99.0	98.8	0.2	0.4	0.5	1122	426	426	27928043	0.000
Asfu_NRZ2017283	98.8	98.5	0.3	0.6	0.6	1122	336	336	28320873	0.000
Asfu_NRZ2017322	98.8	98.5	0.3	0.7	0.5	1122	338	339	28608297	0.000
Asfu_NRZ2017339	98.8	98.6	0.3	0.4	0.7	1122	296	296	27902212	0.000
Asfu_NRZ2017346	98.9	98.7	0.3	0.6	0.4	1122	314	315	28610122	0.000
Asfu_NRZ2017362	98.7	98.5	0.2	0.5	0.8	1122	1165	1165	28475256	0.000
Asfu_NRZ2017381	98.9	98.8	0.2	0.5	0.5	1122	382	382	28418150	0.000
Asfu_NRZ2017434	98.7	98.5	0.2	0.5	0.8	1122	526	526	28576564	0.000
Asfu_NRZ2017508	98.9	98.8	0.2	0.4	0.7	1122	405	405	28232891	0.000
Asfu_NRZ2017534	98.4	98.1	0.3	1.1	0.5	1122	1132	1132	28947344	0.000
Asfu_NRZ2017537	98.8	98.6	0.3	0.4	0.7	1122	685	685	28503241	0.000
Asfu_NRZ2017546	98.8	98.7	0.2	0.6	0.5	1122	348	348	28044247	0.000
Asfu_NRZ2018043	98.5	98.2	0.3	0.6	0.9	1122	285	285	28254887	0.000
Asfu_NRZ2018097	98.9	98.8	0.2	0.4	0.7	1122	357	357	27976973	0.000
Asfu_NRZ2018123	99.1	98.9	0.2	0.4	0.5	1122	371	371	27851139	0.000
Asfu_NRZ2018146	98.9	98.8	0.2	0.4	0.6	1122	447	447	28150593	0.000
Asfu_NRZ2018236	98.5	98.2	0.3	0.8	0.7	1122	330	330	28461769	0.000
Asfu_NRZ2018272	98.9	98.7	0.3	0.5	0.5	1122	378	378	28841098	0.000
Asfu_NRZ2018281	99.1	98.9	0.2	0.4	0.5	1122	291	291	28078784	0.000
Asfu_NRZ2018286	98.8	98.6	0.2	0.6	0.6	1122	337	337	28053560	0.000
Asfu_NRZ2018290	98.8	98.6	0.2	0.7	0.5	1122	452	452	28761163	0.000
Asfu_NRZ2018300	98.9	98.7	0.3	0.4	0.6	1122	411	411	28708176	0.000
Asfu_NRZ2018307	99.0	98.8	0.3	0.4	0.5	1122	676	676	28729466	0.000
Asfu_NRZ2018313	99.1	98.9	0.2	0.4	0.4	1122	332	332	28411125	0.000
Asfu_NRZ2018326	98.9	98.8	0.2	0.4	0.6	1122	369	369	28647142	0.000
Asfu_NRZ2018396	98.8	98.7	0.2	0.6	0.5	1122	376	376	28420881	0.000
Asfu_NRZ2018529	98.9	98.8	0.2	0.4	0.6	1122	386	386	28271470	0.000
Asfu_NRZ2018539	98.8	98.6	0.2	0.5	0.7	1122	340	340	28430265	0.000
Asfu_NRZ2018646	98.7	98.5	0.2	0.7	0.6	1122	374	374	28419825	0.000
Asfu_NRZ2018649	98.6	98.3	0.3	0.7	0.7	1122	590	590	28703802	0.000
Asfu_UD1	99.0	98.8	0.2	0.4	0.6	1122	10	10	28501995	0.000
Asfu_W72310	99.0	98.8	0.3	0.4	0.6	1122	10	10	28150788	0.000
Asfu_Z5	99.1	98.9	0.2	0.4	0.5	1122	20	545	29351064	0.179
Asfu_eAF1023	99.1	98.8	0.3	0.4	0.5	1122	8	8	27753075	0.000
Asfu_eAF1090	98.9	98.7	0.3	0.4	0.7	1122	12	12	28300127	0.000
Asfu_eAF1436	98.9	98.3	0.6	0.4	0.7	1122	10	10	28216997	0.000
Asfu_niveus	98.4	98.1	0.3	1.1	0.5	1122	519	704	27190541	0.154
Aslen_ref	99.4	98.8	0.6	0.1	0.5	1122	270	306	30679923	0.011
Neofi_ref	99.3	98.8	0.4	0.3	0.4	1122	32	121	31181429	0.029
